"SSN","site","subsite","unit","northing","easting"
2930,"1","R1","N1E1",15,41
2931,"1","S","N1E1",2,26
2932,"1","S1","N1E1",2,26
2933,"1","T","N1E1",2,21
2934,"1","T1","N1E1",2,21
2935,"1","U","N1E1",2,16
2936,"1","U1","N1E1",2,16
2937,"1","V","N1E1",3,11
2938,"1","V1","N1E1",3,11
2939,"1","W","N1E1",12,5
2940,"1","X","N1E1",18,5
2941,"1","Y","N1E1",23,5
2942,"1","Z","N1E1",29,5
2943,"1","A1","N1E1",20,17
2944,"1","B1","N1E1",12,19
2945,"1","W4N","N1E1",25,9
2946,"1","W4S","N1E1",18,9
2947,"2","AB","N1E1",44,6
2948,"2","CD","N1E1",45,8
2949,"2","E","N1E1",45,10
2950,"2","F","N1E1",49,9
2951,"2","G","N1E1",45,17
2952,"2","H","N1E1",49,20
2953,"2","J","N1E1",44,27
2954,"2","K","N1E1",49,35
2955,"2","L","N1E1",45,36
2956,"2","M","N1E1",41,36
2957,"2","N","N1E1",47,43
2958,"2","P","N1E1",49,40
2959,"2","Q","N1E1",43,44
2960,"2","R","N1E1",42,18
2961,"3","NONE","N1E1",48,48
2962,"4","NONE","N1E1",24,48
2963,"L 2","NONE","N7E2",336,80
2964,"L 3","NONE","N7E2",323,72
2965,"L 4","NONE","N7E2",317,74
2966,"L 5","NONE","N7E2",322,83
2967,"L 6","NONE","N7E2",313,65
2968,"L 7","NONE","N7E2",316,92
2969,"L 8","NONE","N7E2",314,99
2970,"L 9","NONE","N7E2",307,77
2971,"L10","NONE","N7E2",303,94
2972,"L11","NONE","N7E2",324,65
2973,"L12","NONE","N7E2",346,85
2974,"L13","NONE","N7E2",316,84
2975,"1","NONE","N6E2",256,66
2976,"2","NONE","N6E2",269,66
2977,"3","NONE","N6E2",287,66
2978,"4","NONE","N6E2",255,73
2979,"5","NONE","N6E2",256,83
2980,"6","NONE","N6E2",288,54
2981,"7","NONE","N6E2",264,80
2982,"8","NONE","N6E2",264,91
2983,"9","NONE","N6E2",256,92
2984,"10","NONE","N6E2",262,85
2985,"11","NONE","N6E2",271,92
2986,"12","NONE","N6E2",262,97
2987,"13","NONE","N6E2",276,97
2988,"14","NONE","N6E2",284,87
2989,"15","NONE","N6E2",268,97
2990,"16","NONE","N6E2",297,59
2991,"17","NONE","N6E2",299,65
2992,"L 1","NONE","N6E2",283,96
2993,"L 2","NONE","N6E2",289,92
2994,"1","NONE","N5E2",203,66
2995,"2","NONE","N5E2",215,66
2996,"3","NONE","N5E2",236,58
2997,"4","NONE","N5E2",229,58
2998,"5","NONE","N5E2",236,64
2999,"6","NONE","N5E2",229,64
3000,"7","NONE","N5E2",230,68
3001,"8","NONE","N5E2",220,59
3002,"9","NONE","N5E2",216,60
3003,"10","NONE","N5E2",220,63
3004,"11","NONE","N5E2",213,60
3005,"12","NONE","N5E2",209,65
3006,"13","NONE","N5E2",209,60
3007,"14","NONE","N5E2",203,61
3008,"15","NONE","N5E2",202,54
3009,"16","NONE","N5E2",210,54
3010,"17","NONE","N5E2",216,56
3011,"18","NONE","N5E2",215,52
3012,"19","NONE","N5E2",217,53
3013,"20","NONE","N5E2",211,73
3014,"21","NONE","N5E2",218,73
3015,"22","NONE","N5E2",217,79
3016,"23","NONE","N5E2",210,82
3017,"24","NONE","N5E2",211,86
3018,"25","NONE","N5E2",217,86
3019,"26","NONE","N5E2",224,78
3020,"27","NONE","N5E2",223,87
3021,"28","NONE","N5E2",228,86
3022,"29","NONE","N5E2",233,88
3023,"30","NONE","N5E2",233,82
3024,"31","NONE","N5E2",230,75
3025,"32","NONE","N5E2",237,94
3026,"33","NONE","N5E2",232,94
3027,"34","NONE","N5E2",238,89
3028,"35","NONE","N5E2",242,89
3029,"36","NONE","N5E2",247,89
3030,"37","NONE","N5E2",228,94
3031,"38","NONE","N5E2",224,94
3032,"39","NONE","N5E2",224,98
3033,"40","NONE","N5E2",216,97
3034,"41","NONE","N5E2",210,94
3035,"42","NONE","N5E2",211,99
3036,"43","NONE","N5E2",204,98
3037,"44","NONE","N5E2",204,92
3038,"45","NONE","N5E2",204,72
3039,"46","NONE","N5E2",204,78
3040,"47","NONE","N5E2",204,85
3041,"L 1","NONE","N5E2",220,54
3042,"L 2","NONE","N5E2",237,98
3043,"1","NONE","N4E2",170,79
3044,"2","AB","N4E2",162,97
3045,"3","NONE","N4E2",165,71
3046,"4","NONE","N4E2",162,67
3047,"5","NONE","N4E2",175,62
3048,"6","NONE","N4E2",174,80
3049,"7","NONE","N4E2",176,74
3050,"8","NONE","N4E2",161,84
3051,"9","NONE","N4E2",170,74
3052,"10","NONE","N4E2",170,69
3053,"11","NONE","N4E2",176,70
3054,"12","NONE","N4E2",169,86
3055,"13","NONE","N4E2",173,86
3056,"14","W","N4E2",169,89
3057,"16","NONE","N4E2",164,78
3058,"17","NONE","N4E2",188,58
3059,"18","NONE","N4E2",193,51
3060,"19","NONE","N4E2",183,51
3061,"20","NONE","N4E2",187,51
3062,"21","NONE","N4E2",187,71
3063,"22","&24","N4E2",172,55
3064,"23","NONE","N4E2",174,59
3065,"25","NONE","N4E2",181,56
3066,"26","EW","N4E2",177,55
3067,"27","NONE","N4E2",165,53
3068,"28","NONE","N4E2",159,52
3069,"29","NONE","N4E2",159,55
3070,"30","NONE","N4E2",159,56
3071,"31","A","N4E2",164,62
3072,"31","B","N4E2",161,58
3073,"31","C","N4E2",158,60
3074,"31","D","N4E2",161,62
3075,"31","F","N4E2",157,62
3076,"31","G","N4E2",158,58
3077,"32","NONE","N4E2",152,62
3078,"33","A","N4E2",158,67
3079,"34","NONE","N4E2",152,53
3080,"35","NONE","N4E2",152,59
3081,"36","ETC","N4E2",154,69
3082,"36","B","N4E2",153,65
3083,"37","A","N4E2",160,73
3084,"37","B","N4E2",158,72
3085,"37","C","N4E2",156,73
3086,"38","NONE","N4E2",161,70
3087,"39","NONE","N4E2",158,78
3088,"40","NONE","N4E2",151,92
3089,"41","NONE","N4E2",197,86
3090,"42","NONE","N4E2",196,79
3091,"43","NONE","N4E2",191,81
3092,"44","NONE","N4E2",191,75
3093,"45","NONE","N4E2",191,86
3094,"46","NC","N4E2",190,92
3095,"46","S","N4E2",183,93
3096,"46","W","N4E2",186,88
3097,"46","T","N4E2",185,10
3098,"47","A","N4E2",183,81
3099,"47","B","N4E2",186,78
3100,"48","NONE","N4E2",181,85
3101,"49","NONE","N4E2",190,71
3102,"50","NONE","N4E2",195,75
3103,"51","NONE","N4E2",193,71
3104,"52","NONE","N4E2",192,98
3105,"53","NONE","N4E2",187,98
3106,"54","NONE","N4E2",197,95
3107,"55","NONE","N4E2",183,99
3108,"56","E","N4E2",178,93
3109,"56","W","N4E2",179,88
3110,"57","NONE","N4E2",171,93
3111,"58","NONE","N4E2",177,98
3112,"59","NONE","N4E2",177,85
3113,"60","NONE","N4E2",178,81
3114,"61","NONE","N4E2",179,76
3115,"62","NONE","N4E2",171,98
3116,"63","NONE","N4E2",158,95
3117,"64","NONE","N4E2",162,92
3118,"65","NONE","N4E2",182,71
3119,"66","NONE","N4E2",186,75
3120,"1","NONE","N3E2",107,53
3121,"2","NONE","N3E2",112,53
3122,"3","NONE","N3E2",145,82
3123,"4","NONE","N3E2",146,53
3124,"5","NONE","N3E2",147,60
3125,"6","NONE","N3E2",142,56
3126,"7","NONE","N3E2",146,67
3127,"8","NONE","N3E2",133,68
3128,"9","NONE","N3E2",128,62
3129,"10","NONE","N3E2",125,93
3130,"11","NONE","N3E2",134,95
3131,"12","NONE","N3E2",136,100
3132,"13","NONE","N3E2",139,93
3133,"14","NONE","N3E2",145,94
3134,"15","NONE","N3E2",102,82
3135,"16","NONE","N3E2",141,86
3136,"17","NONE","N3E2",103,60
3137,"18","A","N3E2",109,67
3138,"18","B","N3E2",110,71
3139,"18","C","N3E2",109,75
3140,"18","D","N3E2",113,71
3141,"18","E","N3E2",109,72
3142,"19","NONE","N3E2",105,66
3143,"20","NONE","N3E2",105,73
3144,"21","NONE","N3E2",117,63
3145,"22","A","N3E2",112,83
3146,"22","B","N3E2",109,86
3147,"22","C","N3E2",109,89
3148,"23","A","N3E2",118,103
3149,"23","B","N3E2",110,93
3150,"23","C","N3E2",111,98
3151,"23","D","N3E2",115,96
3152,"23","E","N3E2",115,99
3153,"23","F","N3E2",114,92
3154,"23","G","N3E2",118,93
3155,"23","H","N3E2",120,98
3156,"23","J","N3E2",118,98
3157,"23","K","N3E2",114,103
3158,"23","L","N3E2",121,103
3159,"24","NONE","N3E2",126,99
3160,"25","NONE","N3E2",104,89
3161,"26","NONE","N3E2",105,96
3162,"27","NONE","N3E2",124,96
3163,"28","A","N3E2",119,89
3164,"28","B","N3E2",117,90
3165,"29","NONE","N3E2",122,84
3166,"30","A","N3E2",129,98
3167,"30","B","N3E2",132,99
3168,"L 2","-L3","N3E2",135,67
3169,"L 4","N","N3E2",134,63
3170,"L 4","S","N3E2",132,62
3171,"L 5","NONE","N3E2",133,73
3172,"1","NONE","N2E2",58,52
3173,"2","NS","N2E2",61,52
3174,"3","NONE","N2E2",65,52
3175,"4","NONE","N2E2",67,53
3176,"5","NONE","N2E2",67,51
3177,"6","NONE","N2E2",71,53
3178,"7","NONE","N2E2",75,52
3179,"8","NONE","N2E2",80,53
3180,"9","W","N2E2",76,56
3181,"9","E","N2E2",77,60
3182,"10","NONE","N2E2",71,56
3183,"11","N","N2E2",73,59
3184,"11","S","N2E2",69,59
3185,"12","NONE","N2E2",71,63
3186,"13","NONE","N2E2",67,56
3187,"14","NONE","N2E2",63,56
3188,"15","NONE","N2E2",64,60
3189,"16","NONE","N2E2",60,59
3190,"17","NONE","N2E2",60,62
3191,"18","NONE","N2E2",86,55
3192,"19","NONE","N2E2",52,61
3193,"20","NONE","N2E2",55,51
3194,"21","NONE","N2E2",83,55
3195,"22","NONE","N2E2",52,82
3196,"23","NONE","N2E2",51,74
3197,"24","&25","N2E2",51,67
3198,"26","NONE","N2E2",55,91
3199,"27","NONE","N2E2",55,94
3200,"28","NONE","N2E2",58,94
3201,"29","NONE","N2E2",55,97
3202,"30","NONE","N2E2",54,101
3203,"31","NONE","N2E2",61,97
3204,"32","NONE","N2E2",60,101
3205,"33","M","N2E2",64,99
3206,"33","NW","N2E2",63,98
3207,"34","NONE","N2E2",89,52
3208,"35","NONE","N2E2",88,60
3209,"36","NONE","N2E2",81,60
3210,"37","NONE","N2E2",88,54
3211,"38","-L2","N2E2",91,84
3212,"41","NONE","N2E2",94,87
3213,"42","NONE","N2E2",94,92
3214,"43","NONE","N2E2",90,89
3215,"44","NONE","N2E2",87,94
3216,"45","NONE","N2E2",87,88
3217,"46","NONE","N2E2",87,85
3218,"47","NONE","N2E2",96,98
3219,"48","NONE","N2E2",91,98
3220,"49","NONE","N2E2",83,96
3221,"50","NONE","N2E2",87,99
3222,"51","NONE","N2E2",82,99
3223,"52","NONE","N2E2",78,98
3224,"53","NONE","N2E2",72,95
3225,"54","NONE","N2E2",76,93
3226,"55","NONE","N2E2",80,93
3227,"56","NONE","N2E2",74,88
3228,"57","NONE","N2E2",81,81
3229,"58","NONE","N2E2",76,81
3230,"59","NONE","N2E2",73,81
3231,"60","NONE","N2E2",78,84
3232,"61","N","N2E2",82,88
3233,"61","S","N2E2",79,88
3234,"62","NONE","N2E2",76,78
3235,"63","NONE","N2E2",81,75
3236,"64","NONE","N2E2",88,75
3237,"65","NONE","N2E2",88,71
3238,"66","-67","N2E2",88,68
3239,"68","NONE","N2E2",76,76
3240,"69","NONE","N2E2",75,74
3241,"70","NONE","N2E2",72,74
3242,"71","NONE","N2E2",76,68
3243,"72","NONE","N2E2",63,65
3244,"73","NONE","N2E2",60,65
3245,"74","NONE","N2E2",60,69
3246,"75","NONE","N2E2",64,69
3247,"76","NONE","N2E2",66,69
3248,"77","NONE","N2E2",70,69
3249,"78","NONE","N2E2",62,75
3250,"79","A","N2E2",61,77
3251,"79","B","N2E2",61,80
3252,"79","C","N2E2",64,79
3253,"80","NONE","N2E2",70,80
3254,"81","NONE","N2E2",72,84
3255,"82","NONE","N2E2",66,83
3256,"83","NONE","N2E2",61,84
3257,"84","NONE","N2E2",65,90
3258,"85","NONE","N2E2",66,86
3259,"86","NONE","N2E2",69,99
3260,"87","NONE","N2E2",87,80
3261,"88","NONE","N2E2",92,80
3262,"89","NONE","N2E2",93,74
3263,"90","NONE","N2E2",93,67
3264,"91","NONE","N2E2",88,66
3265,"92","NONE","N2E2",87,64
3266,"93","NONE","N2E2",98,77
3267,"L 1","NONE","N2E2",53,54
3268,"1","E","N1E2",26,60
3269,"1","W","N1E2",26,57
3270,"2","W","N1E2",34,57
3271,"2","ENE","N1E2",35,63
3272,"3","NONE","N1E2",37,56
3273,"4","NONE","N1E2",40,54
3274,"5","NONE","N1E2",44,54
3275,"6","NONE","N1E2",46,56
3276,"7","NONE","N1E2",47,54
3277,"8","NONE","N1E2",46,58
3278,"9","NONE","N1E2",42,58
3279,"10","NONE","N1E2",42,61
3280,"11","NONE","N1E2",40,61
3281,"12","NONE","N1E2",40,63
3282,"13","NONE","N1E2",39,58
3283,"14","NONE","N1E2",45,65
3284,"15","NONE","N1E2",46,62
3285,"16","NONE","N1E2",47,51
3286,"17","NONE","N1E2",12,62
3287,"18","NONE","N1E2",29,62
3288,"19","W","N1E2",3,60
3289,"19","E","N1E2",4,65
3290,"20","NW","N1E2",8,92
3291,"20","E","N1E2",5,96
3292,"21","NONE","N1E2",21,67
3293,"22","NONE","N1E2",13,66
3294,"23","NONE","N1E2",22,72
3295,"24","NONE","N1E2",23,77
3296,"25","NONE","N1E2",13,71
3297,"26","NONE","N1E2",14,75
3298,"27","NONE","N1E2",16,77
3299,"28","NONE","N1E2",5,71
3300,"29","NONE","N1E2",9,76
3301,"30","NONE","N1E2",3,87
3302,"31","NONE","N1E2",46,77
3303,"32","NONE","N1E2",45,71
3304,"33","NONE","N1E2",48,83
3305,"34","NONE","N1E2",48,87
3306,"35","NONE","N1E2",40,78
3307,"36","NONE","N1E2",41,68
3308,"37","NONE","N1E2",39,72
3309,"38","NONE","N1E2",38,69
3310,"39","NONE","N1E2",38,65
3311,"40","NONE","N1E2",38,75
3312,"41","NONE","N1E2",34,69
3313,"42","NONE","N1E2",33,74
3314,"43","NONE","N1E2",33,77
3315,"44","W","N1E2",36,78
3316,"44","E","N1E2",36,79
3317,"45","NONE","N1E2",34,86
3318,"46","NONE","N1E2",49,93
3319,"47","NONE","N1E2",35,92
3320,"48","NONE","N1E2",40,92
3321,"49","NONE","N1E2",42,94
3322,"50","NONE","N1E2",38,95
3323,"51","NONE","N1E2",26,95
3324,"52","NONE","N1E2",30,93
3325,"53","NONE","N1E2",31,97
3326,"54","NONE","N1E2",26,101
3327,"55","NONE","N1E2",36,98
3328,"56","NONE","N1E2",42,98
3329,"57","NONE","N1E2",47,98
3330,"58","NONE","N1E2",19,61
3331,"59","NONE","N1E2",41,75
3332,"L 1","-2","N1E2",15,91
3333,"L 3","-4","N1E2",16,81
3334,"L 5","NONE","N1E2",50,70
3335,"1","N","N6E3",269,140
3336,"1","NW","N6E3",266,133
3337,"1","S","N6E3",263,137
3338,"1","E","N6E3",261,143
3339,"1","W","N6E3",260,140
3340,"2","NONE","N6E3",252,104
3341,"3","NONE","N6E3",254,117
3342,"4","NONE","N6E3",268,117
3343,"5","NONE","N6E3",256,126
3344,"6","NONE","N6E3",266,128
3345,"7","NONE","N6E3",267,122
3346,"8","NONE","N6E3",258,136
3347,"9","NONE","N6E3",252,135
3348,"10","NONE","N6E3",265,108
3349,"11","NONE","N6E3",276,108
3350,"L 1","NONE","N6E3",261,119
3351,"L 2","NONE","N6E3",278,139
3352,"L 3","NONE","N6E3",258,106
3353,"L 4","NONE","N6E3",288,125
3354,"1","NONE","N5E3",224,150
3355,"2","NONE","N5E3",225,142
3356,"3","NONE","N5E3",209,150
3357,"4","EW","N5E3",217,142
3358,"5","W","N5E3",215,119
3359,"5","C","N5E3",215,125
3360,"5","E","N5E3",213,131
3361,"6","NONE","N5E3",230,100
3362,"7","NONE","N5E3",224,103
3363,"8","NONE","N5E3",246,100
3364,"9","NONE","N5E3",228,106
3365,"10","NONE","N5E3",208,110
3366,"11","NONE","N5E3",221,110
3367,"12","NONE","N5E3",202,124
3368,"13","NONE","N5E3",228,117
3369,"14","NONE","N5E3",225,135
3370,"15","NONE","N5E3",232,149
3371,"16","NONE","N5E3",232,143
3372,"17","NONE","N5E3",237,142
3373,"18","NONE","N5E3",227,126
3374,"19","NONE","N5E3",235,119
3375,"20","NONE","N5E3",233,106
3376,"21","NONE","N5E3",235,134
3377,"22","NONE","N5E3",234,128
3378,"23","NONE","N5E3",246,118
3379,"24","NONE","N5E3",241,110
3380,"25","NONE","N5E3",245,147
3381,"26","NONE","N5E3",242,137
3382,"27","NONE","N5E3",246,130
3383,"28","NONE","N5E3",248,126
3384,"1","M","N4E3",191,148
3385,"1","G","N4E3",188,149
3386,"2","NONE","N4E3",199,149
3387,"3","NONE","N4E3",194,149
3388,"4","NONE","N4E3",172,146
3389,"4","E","N4E3",171,147
3390,"5","NONE","N4E3",186,139
3391,"6","NONE","N4E3",179,140
3392,"7","NONE","N4E3",196,124
3393,"8","NONE","N4E3",172,140
3394,"9","NONE","N4E3",176,137
3395,"10","NONE","N4E3",191,123
3396,"11","NONE","N4E3",191,117
3397,"12","NONE","N4E3",185,124
3398,"13","NONE","N4E3",187,135
3399,"14","NONE","N4E3",191,110
3400,"15","NONE","N4E3",186,111
3401,"16","NONE","N4E3",185,118
3402,"17","NONE","N4E3",196,116
3403,"18","NONE","N4E3",175,114
3404,"19","NONE","N4E3",174,103
3405,"20","NONE","N4E3",167,104
3406,"21","NONE","N4E3",173,108
3407,"22","NONE","N4E3",168,109
3408,"23","NONE","N4E3",168,115
3409,"24","NONE","N4E3",181,125
3410,"25","NONE","N4E3",177,126
3411,"26","NONE","N4E3",178,122
3412,"27","NONE","N4E3",173,122
3413,"28","NONE","N4E3",170,125
3414,"29","NONE","N4E3",160,122
3415,"30","NONE","N4E3",160,116
3416,"31","NONE","N4E3",162,110
3417,"32","NONE","N4E3",155,122
3418,"33","NONE","N4E3",154,100
3419,"34","NONE","N4E3",158,105
3420,"35","NONE","N4E3",162,102
3421,"36","NONE","N4E3",159,139
3422,"L 1","NONE","N4E3",188,129
3423,"L 2","NONE","N4E3",150,121
3424,"L 3","NONE","N4E3",196,110
3425,"L 4","NONE","N4E3",197,103
3426,"1","NONE","N3E3",125,148
3427,"2","NONE","N3E3",114,147
3428,"3","NONE","N3E3",142,148
3429,"4","NONE","N3E3",134,105
3430,"5","NONE","N3E3",140,105
3431,"6","NONE","N3E3",139,111
3432,"7","NONE","N3E3",134,111
3433,"8","NONE","N3E3",129,111
3434,"9","NONE","N3E3",124,109
3435,"10","NONE","N3E3",124,114
3436,"11","NONE","N3E3",130,117
3437,"12","NONE","N3E3",135,118
3438,"13","NONE","N3E3",140,118
3439,"14","NONE","N3E3",127,104
3440,"15","A","N3E3",122,104
3441,"15","B","N3E3",125,104
3442,"15","C","N3E3",123,101
3443,"16","NONE","N3E3",120,109
3444,"17","NONE","N3E3",149,102
3445,"18","NONE","N3E3",107,107
3446,"19","NONE","N3E3",101,107
3447,"20","NONE","N3E3",101,100
3448,"21","NONE","N3E3",106,102
3449,"22","NONE","N3E3",111,102
3450,"23","ABC","N3E3",105,114
3451,"23","S","N3E3",104,115
3452,"24","NONE","N3E3",113,112
3453,"25","W","N3E3",133,123
3454,"25","E","N3E3",129,124
3455,"26","NONE","N3E3",101,125
3456,"27","NONE","N3E3",116,134
3457,"28","NONE","N3E3",110,133
3458,"29","NONE","N3E3",111,138
3459,"30","NONE","N3E3",111,107
3460,"31","NONE","N3E3",136,123
3461,"32","NONE","N3E3",114,122
3462,"33","NONE","N3E3",107,126
3463,"34","NONE","N3E3",106,121
3464,"35","NONE","N3E3",138,132
3465,"36","NONE","N3E3",122,138
3466,"37","NONE","N3E3",146,107
3467,"38","NONE","N3E3",150,125
3468,"39","NONE","N3E3",145,114
3469,"40","NONE","N3E3",143,101
3470,"42","NONE","N3E3",134,147
3471,"41","NONE","N3E3",148,117
3472,"1","&1W","N2E3",94,139
3473,"1","E","N2E3",96,145
3474,"2","NONE","N2E3",78,132
3475,"3","NONE","N2E3",90,132
3476,"4","NONE","N2E3",86,127
3477,"5","NONE","N2E3",62,136
3478,"6","NONE","N2E3",69,139
3479,"7","NONE","N2E3",53,115
3480,"8","NONE","N2E3",54,119
3481,"9","NONE","N2E3",55,143
3482,"10","NONE","N2E3",55,147
3483,"11","NONE","N2E3",55,138
3484,"12","NONE","N2E3",56,103
3485,"13","NONE","N2E3",60,107
3486,"14","NONE","N2E3",62,112
3487,"15","NONE","N2E3",62,116
3488,"16","NONE","N2E3",61,125
3489,"17","NONE","N2E3",67,129
3490,"18","NONE","N2E3",65,103
3491,"19","NONE","N2E3",69,110
3492,"20","NONE","N2E3",54,128
3493,"21","NONE","N2E3",54,132
3494,"22","NONE","N2E3",74,113
3495,"23","NONE","N2E3",78,116
3496,"24","NONE","N2E3",74,119
3497,"25","NONE","N2E3",79,121
3498,"26","NONE","N2E3",68,118
3499,"27","NONE","N2E3",67,103
3500,"28","NONE","N2E3",81,125
3501,"29","NONE","N2E3",79,147
3502,"30","A","N2E3",79,108
3503,"30","BC","N2E3",82,106
3504,"31","NONE","N2E3",73,104
3505,"32","NONE","N2E3",73,101
3506,"33","NONE","N2E3",77,104
3507,"34","NONE","N2E3",82,103
3508,"35","NONE","N2E3",88,104
3509,"36","NONE","N2E3",94,103
3510,"37","NONE","N2E3",100,103
3511,"38","NONE","N2E3",86,113
3512,"39","NONE","N2E3",87,117
3513,"40","NONE","N2E3",91,116
3514,"41","NONE","N2E3",89,120
3515,"42","NONE","N2E3",91,121
3516,"43","NONE","N2E3",93,124
3517,"44","NONE","N2E3",96,126
3518,"45","NONE","N2E3",97,124
3519,"46","NONE","N2E3",94,120
3520,"47","NONE","N2E3",95,116
3521,"48","NONE","N2E3",98,119
3522,"49","NONE","N2E3",86,108
3523,"50","NONE","N2E3",94,111
3524,"51","NONE","N2E3",82,109
3525,"52","NONE","N2E3",82,112
3526,"L 1","NONE","N2E3",74,126
3527,"L 2","NONE","N2E3",52,110
3528,"L 3","NONE","N2E3",73,109
3529,"L 4","NONE","N2E3",72,113
3530,"1","NONE","N1E3",4,112
3531,"2","N","N1E3",8,107
3532,"2","S","N1E3",0,107
3533,"3","NONE","N1E3",2,119
3534,"4","NONE","N1E3",0,127
3535,"5","N","N1E3",10,138
3536,"5","S","N1E3",1,139
3537,"6","NONE","N1E3",2,102
3538,"7","NONE","N1E3",32,103
3539,"8","NONE","N1E3",42,103
3540,"9","NONE","N1E3",37,103
3541,"10","NONE","N1E3",48,104
3542,"11","NONE","N1E3",49,108
3543,"12","NONE","N1E3",48,111
3544,"13","NONE","N1E3",42,118
3545,"14","NONE","N1E3",38,118
3546,"15","NONE","N1E3",42,115
3547,"16","NONE","N1E3",43,113
3548,"17","NONE","N1E3",39,107
3549,"18","NONE","N1E3",34,116
3550,"19","NONE","N1E3",36,113
3551,"20","NONE","N1E3",27,106
3552,"21","NONE","N1E3",28,114
3553,"22","NONE","N1E3",35,109
3554,"23","NONE","N1E3",30,108
3555,"24","NONE","N1E3",32,106
3556,"25","NONE","N1E3",32,119
3557,"26","NONE","N1E3",27,120
3558,"27","NONE","N1E3",34,123
3559,"28","NONE","N1E3",41,124
3560,"29","NONE","N1E3",31,127
3561,"30","NONE","N1E3",35,132
3562,"31","NONE","N1E3",41,132
3563,"32","NONE","N1E3",48,137
3564,"33","NONE","N1E3",49,132
3565,"34","NONE","N1E3",47,126
3566,"35","NONE","N1E3",47,142
3567,"36","NONE","N1E3",46,147
3568,"37","NONE","N1E3",42,136
3569,"38","NONE","N1E3",33,139
3570,"39","NONE","N1E3",29,144
3571,"40","NONE","N1E3",8,103
3572,"41","NONE","N1E3",17,112
3573,"42","NONE","N1E3",16,106
3574,"43","NONE","N1E3",9,128
3575,"L 1","-2","N1E3",38,144
3576,"L 3","NONE","N1E3",18,116
3577,"1","N","N6E4",262,159
3578,"1","S","N6E4",257,160
3579,"2","NONE","N6E4",260,151
3580,"L 1","NONE","N6E4",258,178
3581,"L 2","NONE","N6E4",285,184
3582,"L 3","NONE","N6E4",253,167
3583,"L 4","NONE","N6E4",263,190
3584,"1","NONE","N5E4",219,160
3585,"1","S","N5E4",211,160
3586,"2","E","N5E4",232,166
3587,"2","W","N5E4",231,157
3588,"3","NONE","N5E4",240,162
3589,"4","N","N5E4",248,154
3590,"4","S","N5E4",243,154
3591,"5","NONE","N5E4",241,171
3592,"6","NONE","N5E4",203,156
3593,"1","S","N4E4",164,160
3594,"1","W","N4E4",169,166
3595,"1","M","N4E4",168,162
3596,"1","E","N4E4",169,156
3597,"1","N","N4E4",173,164
3598,"2","E","N4E4",180,173
3599,"2","W","N4E4",177,170
3600,"3","NONE","N4E4",196,157
3601,"4","NONE","N4E4",190,160
3602,"5","NONE","N4E4",188,154
3603,"6","NONE","N4E4",179,152
3604,"7","NONE","N4E4",150,162
3605,"9","1","N4E4",153,171
3606,"8","NONE","N4E4",154,163
3607,"9","NONE","N4E4",153,171
3608,"10","NONE","N4E4",159,153
3609,"11","NONE","N4E4",169,151
3610,"12","NONE","N4E4",160,161
3611,"L 2","NONE","N4E4",153,158
3612,"1","NONE","N3E4",124,178
3613,"1","S","N3E4",122,178
3614,"1","M","N3E4",124,178
3615,"2","NONE","N3E4",134,157
3616,"3","NONE","N3E4",142,162
3617,"4","NONE","N3E4",145,155
3618,"5","N","N3E4",131,164
3619,"5","NE","N3E4",131,178
3620,"5","C","N3E4",124,162
3621,"5","E","N3E4",130,173
3622,"5","SSW","N3E4",118,161
3623,"6","NONE","N3E4",152,153
3624,"7","NONE","N3E4",114,175
3625,"8","NONE","N3E4",133,184
3626,"8","1","N3E4",133,184
3627,"9","NONE","N3E4",143,170
3628,"1","NONE","N2E4",55,155
3629,"2","NONE","N2E4",90,198
3630,"3","NONE","N2E4",92,158
3631,"L 1","NONE","N2E4",68,165
3632,"1","NW","N1E4",48,178
3633,"1","SW","N1E4",42,176
3634,"1","S","N1E4",44,186
3635,"1","E","N1E4",45,194
3636,"1","N","N1E4",48,189
3637,"2","E","N1E4",27,181
3638,"2","W","N1E4",30,175
3639,"3","NONE","N1E4",10,153
3640,"4","W","N1E4",8,158
3641,"4","E","N1E4",7,161
3642,"5","NONE","N1E4",38,151
3643,"6","NONE","N1E4",28,160
3644,"7","NONE","N1E4",38,160
3645,"8","NONE","N1E4",47,160
3646,"9","NONE","N1E4",48,152
3647,"10","NONE","N1E4",29,154
3648,"11","NONE","N1E4",8,188
3649,"12","E","N1E4",8,179
3650,"12","W","N1E4",8,170
3651,"13","NONE","N1E4",10,198
3652,"14","NONE","N1E4",27,191
3653,"15","NONE","N1E4",34,190
3654,"16","NONE","N1E4",43,201
3655,"17","NONE","N1E4",41,195
3656,"L 1","NONE","N1E4",35,196
3657,"1","NONE","N3E5",112,219
3658,"2","NONE","N3E5",118,228
3659,"3","NONE","N3E5",112,234
3660,"4","NONE","N3E5",104,226
3661,"5","NONE","N3E5",118,240
3662,"6","NONE","N3E5",129,208
3663,"7","NONE","N3E5",107,233
3664,"8","NONE","N3E5",109,239
3665,"9","NONE","N3E5",118,234
3666,"10","NONE","N3E5",110,229
3667,"L 1","NONE","N3E5",107,246
3668,"1","N","N2E5",66,202
3669,"1","N","N2E5",66,202
3670,"1","NONE","N2E5",61,202
3671,"1","S","N2E5",58,201
3672,"2","NONE","N2E5",63,221
3673,"3","N","N2E5",60,212
3674,"3","S","N2E5",53,211
3675,"4","NONE","N2E5",56,222
3676,"5","NONE","N2E5",54,241
