"SSN","milpa","barley","beans","alfalfaCut","alfalfaUncut","nopales","magueys","fallow","uncultivate","cropWater","plowing","pitCultivate","pitLoot","pitMisc","archaeoExcRest","quarrying","stoneClearing","landLeveling","terracing","ditching","roadOrRail","recentWall","stoneRows","recentBuild","dam","jaguey","erosion","silting","siteAlteration"
226,0,0,3,0,0,0,0,0,3,1,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,2,0,0
227,3,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0
228,3,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0
229,3,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
230,0,0,0,0,0,0,3,0,3,1,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,2,0,0
231,0,0,0,0,0,0,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3
232,0,0,0,0,0,0,3,3,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,3,0
233,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0
234,0,0,0,0,0,0,3,3,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0
235,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,3,0
236,0,0,0,0,0,0,3,0,3,1,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,2
237,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0
238,0,0,0,0,0,0,3,0,3,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,3
239,0,0,0,0,0,0,3,0,3,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0
240,0,0,0,0,0,0,3,0,3,1,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,2,0,0
241,0,0,0,0,0,0,3,0,3,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,3,3
242,0,0,0,0,0,0,3,0,3,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0
243,0,0,0,0,0,0,3,0,3,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,3,0
244,0,0,0,0,0,0,3,0,3,1,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,2,0,0
245,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0
246,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
247,0,0,0,0,0,0,3,0,3,1,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,2,0,0
248,0,0,0,0,0,0,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
249,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
250,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
251,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
252,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
253,0,0,0,0,0,0,3,0,3,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0
254,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0
255,0,0,0,0,0,0,3,0,3,1,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,2,3,0
256,0,0,0,0,0,0,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
257,0,0,0,0,0,0,3,0,3,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,2
258,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0
259,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
260,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0
261,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,2
262,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0
263,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,3,0
264,0,0,0,0,0,0,3,0,0,1,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,3,2
265,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,2,0,0
266,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,2,0,0
267,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,2
268,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
269,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,2
270,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,2,3,1
271,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,3
272,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,3
273,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0
274,0,0,0,0,0,0,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0
275,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
276,3,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,3
277,0,0,3,0,0,0,3,0,0,1,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,2
278,0,0,0,0,0,0,3,0,3,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,3
279,3,0,0,0,0,0,3,0,0,1,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,2,3,3
280,3,0,0,0,0,0,3,0,0,1,3,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,2,3,2
281,3,0,0,0,0,0,3,0,0,1,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0
282,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0
283,0,0,0,0,0,0,3,0,3,1,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,4,0,4
284,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,2,0,0
285,0,0,0,0,0,0,3,0,3,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,3
286,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,3
287,0,0,3,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0
288,0,0,3,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0
289,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0
290,0,0,0,0,0,0,3,0,3,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,2
291,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,3
292,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0
293,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0
294,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,1,0,0
295,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
296,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
297,0,0,0,0,0,0,3,0,3,1,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,2,0,0
298,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0
299,0,3,0,0,0,0,3,0,0,1,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,3,4
300,0,0,0,0,0,0,3,0,3,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0
301,0,0,0,0,0,0,3,0,3,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,3
302,0,0,3,0,0,0,3,0,0,1,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0
303,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
304,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0
305,0,0,2,0,0,0,2,0,0,1,3,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,2,0,1
306,0,0,3,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
307,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
308,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
309,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1
310,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1
311,0,0,3,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,1
312,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
313,0,0,3,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
314,3,0,0,0,0,0,0,0,3,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
315,3,0,3,0,0,0,3,0,0,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
316,3,0,3,0,0,0,3,0,0,1,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,2
317,3,0,0,0,0,0,3,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1
318,3,0,0,0,0,0,3,0,0,1,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,1,0,3
319,3,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
320,3,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
321,0,0,0,3,0,0,0,0,0,2,3,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,0,3
322,3,0,3,0,0,0,3,0,0,1,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,2,2
323,3,0,3,0,0,0,3,0,0,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1
324,3,0,0,0,0,0,3,0,0,1,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,1,1
325,3,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,1,2
326,3,0,0,0,0,0,3,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2
327,3,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1
328,3,0,0,0,0,0,3,0,0,1,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1
329,3,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
330,0,0,0,0,3,0,3,0,0,2,3,0,0,0,0,0,0,2,1,0,2,0,0,1,0,0,0,0,4
331,1,0,1,0,0,2,0,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,2
332,3,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1
333,3,0,0,3,0,0,3,0,0,1,3,0,0,0,0,0,2,1,1,0,1,0,0,2,0,0,0,1,2
334,3,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,2
335,3,0,0,0,3,0,0,0,0,2,3,0,0,0,0,0,0,2,0,0,1,0,0,2,0,0,0,1,2
336,3,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,1,0,2
337,3,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,2
338,3,0,0,0,0,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,1,0,3
339,3,0,0,0,0,0,3,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
340,3,0,0,0,0,0,3,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
341,0,0,0,3,0,0,0,0,0,2,3,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,2
342,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
343,3,0,0,0,0,0,3,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
344,0,0,3,0,0,0,3,0,0,1,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,2,2
345,3,0,0,0,0,0,3,0,0,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1
346,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1
347,3,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2
348,0,0,0,3,0,0,3,0,0,2,3,0,0,0,0,0,2,1,0,0,1,0,0,2,0,0,0,0,2
349,3,0,0,0,0,0,3,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,1
350,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
351,3,0,0,0,0,0,3,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
352,3,0,0,0,0,3,3,0,0,1,3,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,1,2
353,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
354,3,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
355,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
356,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0
357,0,0,0,0,0,0,3,0,3,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0
358,0,0,0,0,0,0,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
359,3,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
360,0,0,0,0,0,0,3,0,3,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0
361,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
362,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
363,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
364,3,0,3,0,0,0,3,0,0,3,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0
365,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0
366,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
367,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,3,0
368,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
369,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
370,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
371,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0
372,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
373,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
374,3,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,3
375,0,0,3,0,0,0,3,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
376,0,0,3,0,0,0,3,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
377,0,3,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
378,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
379,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
380,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
381,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
382,0,0,3,0,0,0,3,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
383,2,0,0,0,0,0,3,0,2,0,3,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,2,0,0
384,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
385,-1,-1,-1,-1,-1,-1,3,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
386,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
387,0,0,1,0,0,0,4,0,0,1,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0
388,3,0,0,0,0,0,3,0,0,1,3,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
389,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
390,0,0,0,0,0,0,3,3,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
391,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
392,0,0,3,0,0,0,3,0,0,1,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,1,0,0
393,0,0,3,0,0,0,3,0,0,1,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
394,0,0,3,0,0,0,3,0,0,1,3,-1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0
395,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
396,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
397,0,0,0,0,0,0,0,0,4,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
398,0,0,0,0,0,0,3,3,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
399,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
400,0,0,0,0,0,0,3,0,0,1,1,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0
401,0,0,0,0,0,0,3,3,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
402,0,0,0,0,0,0,3,3,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
403,0,0,3,0,0,0,3,3,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
404,0,0,0,0,0,0,3,3,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
405,0,0,0,0,0,0,3,3,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
406,0,0,0,0,0,0,3,0,3,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
407,0,0,0,0,0,0,3,3,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0
408,0,0,0,0,0,0,3,3,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
409,0,0,0,0,0,0,3,3,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
410,0,0,0,0,0,0,0,0,4,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2
411,0,0,0,0,0,0,0,0,4,-1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,3
412,0,0,0,0,0,0,3,3,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
413,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3
414,0,0,3,0,0,0,3,0,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
415,0,3,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
416,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
417,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
418,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
419,0,0,0,0,0,0,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
420,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3
421,0,3,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
422,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
423,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
424,0,3,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
425,0,3,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
426,0,3,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
427,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3
428,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,3,0,0,0,3,0,3,3,0,0,0,0,3
429,0,3,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0
430,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431,0,0,0,0,0,0,3,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
432,0,0,0,0,0,0,3,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
433,0,0,0,0,0,0,3,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
434,0,0,0,0,0,0,3,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
435,0,0,0,0,0,0,3,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
436,0,0,0,0,0,0,3,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
437,0,0,0,0,0,0,3,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
438,0,0,0,0,0,0,3,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
439,0,0,0,0,0,0,3,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,3
440,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,3
441,0,0,0,0,0,0,3,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0
442,0,0,0,0,0,0,0,3,0,1,1,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3
443,0,0,0,0,0,0,0,3,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
444,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
445,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
446,4,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1
447,4,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
448,4,0,0,0,0,0,0,0,3,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,2
449,4,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
450,4,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,3
451,4,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3
452,4,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
453,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,2
