"SSN","midden","burials","height","slope","areaSite","areaStruct","lastBuildPhase","ceramicAbundance","intrusiveSherd"
2587,0,-1,5,1,411,3672,4,5,0
2588,0,0,63,1,46,440,5,5,1
2589,0,0,40,1,83,832,0,3,1
2590,0,0,25,1,28,319,0,3,1
2591,0,0,30,1,27,300,0,1,1
2592,0,-1,17,1,58,450,0,-1,-1
2593,0,0,30,1,182,1820,3,7,1
2594,0,0,40,1,384,3974,0,2,1
2595,0,0,40,1,113,1125,0,-1,1
2596,0,0,45,1,109,672,3,9,1
2597,0,0,35,1,33,326,3,7,1
2598,0,0,40,1,115,660,3,9,1
2599,0,0,10,1,36,340,3,7,1
2600,0,0,45,1,40,228,3,7,1
2601,0,0,20,1,46,414,0,3,1
2602,0,0,53,1,205,1152,3,9,1
2603,0,0,32,1,128,667,3,7,1
2604,0,0,28,1,119,987,3,9,1
2605,0,0,18,1,91,1026,3,5,1
2606,0,0,36,0,102,833,3,7,1
2607,0,0,30,1,69,774,3,8,1
2608,0,0,39,1,72,621,3,-1,1
2609,0,0,35,1,49,552,3,5,1
2610,0,0,46,1,40,315,0,3,1
2611,0,0,37,1,28,286,3,4,1
2612,0,0,59,1,230,1247,3,7,1
2613,0,0,39,1,84,570,3,5,1
2614,0,0,28,1,22,168,3,5,1
2615,0,0,34,1,97,684,3,6,1
2616,0,0,29,1,38,448,3,6,1
2617,0,0,29,1,104,896,3,6,1
2618,0,0,15,1,31,276,3,5,1
2619,0,0,36,1,22,182,3,7,1
2620,0,0,47,1,126,704,3,7,1
2621,0,0,-1,1,48,805,0,3,1
2622,0,0,0,1,797,-1,3,3,1
2623,0,-1,0,1,500,-1,0,-1,-1
2624,0,-1,0,1,810,-1,0,-1,-1
2625,0,0,0,1,208,-1,3,5,1
2626,0,-1,0,1,110,-1,0,-1,-1
2627,0,-1,0,1,72,-1,0,-1,-1
2628,0,0,0,1,46,462,0,1,1
2629,0,-1,0,1,688,-1,0,-1,-1
2630,0,0,11,1,7,-1,0,1,1
2631,0,0,28,1,10,88,5,5,1
2632,0,0,8,1,13,60,0,3,1
2633,0,-1,6,1,6,50,0,-1,-1
2634,0,0,28,1,28,280,0,3,1
2635,0,0,9,1,85,-1,4,5,1
2636,0,0,9,1,33,360,5,5,1
2637,0,0,0,1,33,-1,0,1,1
2638,0,0,30,1,24,-1,0,-1,1
2639,0,0,50,1,51,324,0,1,1
2640,0,0,22,1,55,552,0,3,1
2641,0,0,9,1,33,-1,0,3,1
2642,0,0,-1,1,11,108,0,3,1
2643,0,0,34,1,95,600,0,1,1
2644,0,0,68,1,60,840,5,3,1
2645,0,0,12,1,44,504,0,3,1
2646,0,0,99,1,166,1271,4,5,1
2647,0,0,73,1,132,-1,5,5,1
2648,0,0,73,1,34,320,0,1,1
2649,0,0,62,1,166,1660,0,3,1
2650,0,0,50,1,143,1520,0,1,1
2651,0,0,60,1,37,248,0,3,1
2652,0,0,93,1,78,480,5,5,1
2653,0,0,80,1,162,1392,0,4,1
2654,0,0,50,1,78,630,0,5,1
2655,0,0,55,1,60,624,0,3,1
2656,0,0,60,1,58,576,0,-1,-1
2657,0,0,35,1,23,228,5,7,1
2658,0,0,35,1,51,360,0,3,1
2659,0,0,55,1,36,324,0,3,1
2660,0,0,20,1,105,816,0,5,1
2661,0,0,30,1,60,680,0,4,1
2662,0,0,40,1,57,256,5,5,1
2663,0,0,20,1,7,70,0,-1,-1
2664,0,0,40,1,21,208,0,5,1
2665,0,0,22,1,13,130,0,-1,-1
2666,0,0,20,1,11,105,0,-1,-1
2667,0,-1,30,1,101,966,0,-1,-1
2668,0,-1,28,1,48,506,0,-1,-1
2669,0,0,20,1,35,352,0,3,1
2670,0,-1,81,1,32,320,0,-1,-1
2671,0,-1,32,1,26,256,0,-1,-1
2672,0,-1,30,1,6,64,0,-1,-1
2673,0,0,28,1,22,224,0,3,1
2674,0,0,26,1,14,136,0,2,1
2675,0,-1,26,1,6,60,0,-1,-1
2676,0,0,24,1,9,90,0,-1,-1
2677,0,-1,32,1,17,168,0,-1,-1
2678,0,-1,3,1,1,13,0,-1,-1
2679,0,0,64,1,177,1833,3,-1,1
2680,0,0,19,1,23,220,0,3,1
2681,0,0,24,1,110,886,4,5,1
2682,0,0,7,1,108,-1,0,1,1
2683,0,0,25,1,108,325,4,7,1
2684,0,0,21,1,54,288,3,5,1
2685,0,0,25,1,108,518,3,5,1
2686,0,0,23,1,73,438,0,3,1
2687,0,0,30,1,47,250,0,2,1
2688,0,0,52,1,64,360,0,3,1
2689,0,-1,20,1,30,300,0,-1,0
2690,0,0,22,1,34,270,0,3,1
2691,0,-1,4,1,50,-1,0,-1,-1
2692,0,0,12,1,634,264,0,5,1
2693,0,0,8,1,30,260,0,1,1
2694,0,0,35,1,59,246,0,3,1
2695,0,0,22,1,10,-1,0,-1,-1
2696,0,0,31,1,30,154,0,3,1
2697,0,0,41,1,203,1008,5,6,1
2698,0,0,4,1,42,364,0,3,1
2699,0,0,17,1,86,1124,0,3,1
2700,0,0,18,1,188,1436,0,3,1
2701,0,0,2,1,41,504,5,5,1
2702,0,0,0,1,740,-1,4,7,1
2703,0,0,0,1,957,-1,4,3,1
2704,0,0,40,1,38,460,0,3,1
2705,0,0,18,1,24,256,0,1,1
2706,0,0,30,1,38,306,0,3,1
2707,0,0,20,1,46,96,0,3,1
2708,0,0,20,1,68,560,0,3,1
2709,0,0,30,1,68,855,0,3,1
2710,0,-1,0,1,201,2108,0,-1,-1
2711,0,0,18,1,367,3304,0,5,1
2712,0,0,20,1,236,1564,0,3,1
2713,0,0,45,1,61,713,0,3,1
2714,0,0,18,1,296,1406,4,4,1
2715,0,0,4,1,150,1984,0,3,1
2716,0,0,10,1,312,1504,4,4,1
2717,0,0,0,1,76,0,0,3,1
2718,0,0,8,1,160,3364,0,7,1
2719,0,0,10,1,66,825,0,5,1
2720,0,-1,0,1,9,-1,0,-1,-1
2721,0,-1,11,1,27,270,0,-1,-1
2722,0,-1,11,1,5,5,0,-1,-1
2723,0,0,13,1,297,2618,0,4,1
2724,0,0,-1,1,-1,2220,0,-1,-1
2725,0,0,-1,1,-1,1344,0,-1,-1
2726,0,0,-1,1,65,170,5,3,1
2727,0,0,-1,1,130,404,0,3,1
2728,0,0,-1,1,57,280,0,1,1
2729,0,0,-1,1,140,396,4,5,1
2730,0,0,-1,1,44,280,0,1,-1
2731,0,-1,0,1,63,596,0,-1,0
2732,0,0,-1,1,73,372,0,1,1
2733,0,-1,0,1,36,168,0,-1,0
2734,0,0,0,1,10,104,0,-1,0
2735,0,0,-1,1,22,18,0,1,1
2736,0,-1,22,1,24,148,0,-1,1
2737,0,-1,24,1,26,180,0,-1,-1
2738,0,0,-1,1,38,380,0,1,1
2739,0,0,-1,1,171,788,5,5,1
2740,0,0,-1,1,118,576,0,2,1
2741,0,0,-1,1,294,1590,5,5,1
2742,0,0,0,1,83,-1,0,0,1
2743,0,0,-1,1,78,650,5,3,1
2744,0,0,-1,1,132,924,5,3,1
2745,0,0,-1,1,15,-1,0,3,1
2746,0,0,5,1,39,-1,0,-1,0
2747,0,0,9,1,139,960,4,3,1
2748,0,0,48,1,38,-1,0,-1,0
2749,0,0,-1,1,34,-1,0,1,1
2750,0,0,-1,1,89,-1,0,2,1
2751,0,0,-1,1,76,-1,0,1,1
2752,0,0,10,1,32,320,0,3,-1
2753,0,0,-1,1,70,430,0,1,1
2754,0,0,-1,1,62,484,0,3,1
2755,0,0,-1,1,84,176,0,1,1
2756,0,-1,19,1,18,-1,0,-1,0
2757,0,0,3,1,194,1350,0,2,1
2758,0,0,-1,1,185,1444,0,1,1
2759,0,0,-1,1,77,-1,0,2,1
2760,0,0,42,1,140,400,4,5,1
2761,0,0,-1,1,91,544,0,3,1
2762,0,-1,0,1,129,-1,0,-1,0
2763,0,0,-1,1,86,380,0,1,1
2764,0,0,-1,1,78,360,0,3,1
2765,0,0,-1,1,84,515,0,3,1
2766,0,0,-1,1,41,312,0,3,1
2767,0,-1,8,1,24,-1,0,-1,0
2768,0,0,-1,1,66,378,0,2,1
2769,0,0,-1,1,61,336,0,4,1
2770,0,-1,45,1,27,-1,0,-1,0
2771,0,0,-1,1,119,740,4,3,1
2772,0,0,-1,1,220,840,5,3,1
2773,0,0,0,1,106,-1,0,1,1
2774,0,0,-1,1,143,729,0,3,1
2775,0,0,-1,1,132,-1,4,3,1
2776,0,0,0,1,53,-1,0,2,1
2777,0,0,12,1,68,360,0,1,1
2778,0,0,-1,1,40,-1,0,3,1
2779,0,0,-1,1,71,770,0,1,1
2780,0,0,-1,1,58,770,0,1,1
2781,0,0,27,1,41,-1,0,3,1
2782,0,0,12,1,149,-1,0,3,1
2783,0,0,31,1,80,512,5,5,1
2784,0,0,-1,1,80,336,0,5,1
2785,0,0,-1,1,80,530,0,3,1
2786,0,0,31,1,35,-1,0,3,1
2787,0,0,-1,1,54,672,0,3,1
2788,0,0,-1,1,62,440,0,3,1
2789,0,0,-1,1,45,378,0,3,1
2790,0,0,-1,1,120,768,0,3,1
2791,0,0,15,1,243,2040,4,1,1
2792,0,0,10,1,164,836,4,6,1
2793,0,0,-1,1,86,624,0,6,1
2794,0,0,8,1,160,1344,5,9,1
2795,0,0,-1,1,128,-1,0,5,1
2796,0,0,-1,1,60,432,4,7,1
2797,0,0,12,1,96,676,5,9,1
2798,0,0,-1,1,86,528,4,7,1
2799,0,0,-1,1,57,432,4,7,1
2800,0,0,6,1,69,-1,0,3,1
2801,0,0,6,1,42,424,0,5,1
2802,0,0,-1,1,43,-1,0,3,1
2803,0,1,-1,1,34,288,4,9,1
2804,0,0,-1,1,133,656,5,9,1
2805,0,0,-1,1,116,636,4,8,1
2806,0,0,-1,1,29,288,0,3,1
2807,0,0,-1,-1,18,-1,0,1,-1
2808,0,0,-1,1,143,808,4,7,1
2809,0,0,-1,1,54,320,0,5,1
2810,0,0,-1,1,175,-1,4,5,1
2811,0,0,-1,1,15,-1,0,5,1
2812,0,0,-1,1,85,-1,0,4,1
2813,0,0,-1,1,54,-1,0,1,1
2814,0,0,-1,1,300,-1,4,4,1
2815,0,0,4,1,146,-1,5,5,1
2816,0,0,-1,1,34,-1,0,6,1
2817,0,0,-1,1,78,-1,4,7,1
2818,0,0,3,1,67,-1,0,5,1
2819,0,0,-1,1,79,546,0,5,1
2820,0,0,0,1,13,-1,0,-1,0
2821,0,0,0,1,25,-1,0,-1,0
2822,0,0,0,1,193,-1,5,4,1
2823,0,-1,2,1,-1,-1,0,-1,-1
2824,0,0,-1,1,510,-1,0,1,1
2825,0,0,-1,1,25,154,0,5,1
2826,0,0,-1,1,34,252,0,6,1
2827,0,0,-1,1,333,2980,4,7,1
2828,0,0,42,1,389,-1,4,7,2
2829,0,0,-1,1,25,182,0,5,1
2830,0,0,-1,1,34,156,0,5,1
2831,0,-1,5,1,34,-1,0,-1,-1
2832,0,0,-1,1,46,339,0,3,1
2833,0,0,-1,1,28,180,0,5,1
2834,0,0,8,1,276,2520,0,1,1
2835,0,0,-1,1,26,1636,0,3,1
2836,0,-1,-1,1,76,915,5,7,1
2837,0,0,-1,1,19,-1,0,5,1
2838,0,0,-1,1,50,384,4,7,1
2839,0,-1,17,1,270,-1,0,-1,-1
2840,0,0,-1,1,97,728,5,7,1
2841,0,0,-1,1,130,-1,0,3,1
2842,0,0,-1,1,21,130,0,5,1
2843,0,0,-1,1,84,484,0,5,1
2844,0,0,-1,1,64,352,0,5,1
2845,0,0,-1,1,17,100,0,7,1
2846,0,0,-1,1,123,1268,5,7,1
2847,0,-1,-1,1,47,-1,0,1,1
2848,0,0,-1,1,151,1960,0,7,1
2849,0,0,-1,1,50,546,0,7,1
2850,0,0,-1,1,70,448,0,7,1
2851,0,0,-1,1,127,1188,0,5,1
2852,0,-1,12,1,48,-1,0,-1,0
2853,0,0,-1,1,21,-1,0,5,1
2854,0,0,-1,1,78,484,0,7,1
2855,0,0,-1,1,30,224,0,5,1
2856,0,0,0,1,61,-1,0,1,1
2857,0,0,-1,1,70,352,0,5,1
2858,0,0,-1,1,21,-1,0,1,1
2859,0,0,-1,1,60,200,0,1,1
2860,0,-1,0,1,-1,17,0,-1,0
2861,0,0,-1,1,163,-1,5,5,1
2862,0,0,-1,1,150,280,5,8,1
2863,0,0,-1,1,222,-1,0,3,1
2864,0,0,0,1,509,-1,4,5,1
2865,0,0,7,1,134,700,0,3,1
2866,0,0,-1,1,111,-1,0,1,1
2867,0,0,-1,1,34,214,0,1,1
2868,0,0,-1,1,330,-1,0,7,2
2869,0,0,-1,1,34,306,0,7,-1
2870,0,0,-1,1,50,652,0,7,1
2871,0,0,-1,1,38,-1,0,5,1
2872,0,0,-1,1,48,424,0,5,1
2873,0,0,-1,1,29,-1,0,5,1
2874,0,0,-1,1,104,912,4,9,1
2875,0,0,-1,1,66,420,5,7,1
2876,0,0,-1,1,77,520,5,7,1
2877,0,0,-1,1,38,200,0,7,1
2878,0,0,-1,1,67,638,0,7,1
2879,0,0,-1,1,32,-1,0,5,1
2880,0,0,-1,1,32,160,0,5,1
2881,0,0,-1,1,42,256,0,3,1
2882,0,0,-1,1,50,396,0,5,1
2883,0,0,7,1,72,504,0,0,1
2884,0,0,-1,1,125,386,0,5,1
2885,0,0,-1,1,217,1340,0,7,1
2886,0,0,-1,1,36,-1,0,3,1
2887,0,0,-1,1,120,828,0,4,1
2888,0,0,-1,1,335,2258,4,5,1
2889,0,0,9,1,138,1008,4,6,1
2890,0,0,-1,1,166,1056,4,4,1
2891,0,0,-1,1,73,660,0,5,1
2892,0,0,-1,1,160,676,4,5,1
2893,0,0,3,1,183,1608,4,4,1
2894,0,0,-1,1,114,464,0,5,1
2895,0,0,26,1,149,841,0,3,1
2896,0,0,-1,1,302,-1,5,1,1
2897,0,0,-1,1,319,-1,5,-1,1
2898,0,0,-1,1,232,1484,4,4,1
2899,0,0,4,1,32,-1,0,5,1
2900,0,0,-1,1,65,432,0,3,1
2901,0,0,-1,1,270,1664,5,5,1
2902,0,0,0,1,76,-1,0,-1,1
2903,0,0,-1,1,27,-1,0,3,1
2904,0,0,-1,1,43,0,5,7,1
2905,0,0,-1,1,43,-1,0,1,1
2906,0,0,-1,1,93,1131,5,7,1
2907,0,-1,0,1,12,-1,0,-1,0
2908,0,-1,0,1,68,1080,0,-1,0
2909,0,-1,0,0,90,900,0,-1,0
2910,0,0,-1,1,154,-1,4,1,1
2911,0,0,11,1,292,-1,4,1,1
2912,0,0,-1,1,95,-1,0,6,1
2913,0,0,99,0,410,4096,3,-1,1
2914,-1,-1,-1,0,50,496,0,-1,-1
2915,0,0,-1,0,900,5229,3,-1,1
2916,0,0,-1,0,900,5796,3,-1,1
2917,0,0,70,0,2835,9999,4,7,1
2918,0,0,70,0,3132,9999,3,7,1
2919,0,0,70,0,2835,9999,3,7,1
2920,-1,-1,-1,0,1200,9999,0,-1,-1
2921,-1,-1,40,0,-1,552,0,-1,-1
2922,-1,-1,40,0,-1,528,0,-1,-1
2923,-1,-1,40,0,-1,528,0,-1,-1
2924,-1,-1,40,0,-1,576,0,-1,-1
2925,0,0,43,0,48,528,3,3,1
2926,0,0,43,0,48,528,3,3,1
2927,0,0,39,0,48,784,3,3,1
2928,0,0,39,0,48,784,3,3,1
2929,0,0,50,0,48,552,3,3,1
2930,0,0,50,0,48,552,3,3,1
2931,0,0,40,0,48,506,3,3,1
2932,0,0,40,0,48,506,1,3,1
2933,0,0,40,0,48,550,3,3,1
2934,0,0,40,0,48,550,3,3,1
2935,0,0,40,0,48,529,3,3,1
2936,0,0,40,0,48,529,3,-1,1
2937,0,0,40,0,48,575,3,5,1
2938,0,0,40,0,48,575,3,5,1
2939,-1,-1,40,0,-1,484,0,-1,-1
2940,-1,-1,40,0,-1,484,0,-1,-1
2941,-1,-1,40,0,-1,484,0,-1,-1
2942,-1,-1,40,0,-1,484,0,-1,-1
2943,0,0,0,0,4454,-1,4,5,1
2944,0,0,13,0,40,356,3,5,1
2945,0,0,5,0,15,-1,2,3,1
2946,0,0,5,0,20,-1,3,4,1
2947,0,0,30,0,176,-1,4,3,1
2948,0,0,2,0,186,-1,4,2,1
2949,0,0,15,0,60,-1,4,6,1
2950,0,0,20,0,84,-1,4,4,1
2951,0,0,0,0,650,-1,4,2,1
2952,0,0,20,0,323,-1,4,3,1
2953,0,0,5,0,347,1394,4,4,1
2954,0,0,20,0,140,-1,4,5,1
2955,0,0,0,0,702,-1,4,2,1
2956,0,0,0,0,130,-1,4,3,2
2957,0,0,30,0,81,-1,4,5,1
2958,0,0,20,0,54,-1,4,4,1
2959,0,0,5,0,54,-1,4,1,1
2960,0,0,0,0,104,-1,4,3,2
2961,0,0,10,0,30,-1,4,4,1
2962,0,0,0,0,1620,-1,3,1,1
2963,0,0,0,1,1787,-1,0,1,1
2964,0,-1,0,1,250,0,0,-1,-1
2965,0,-1,0,1,686,-1,0,2,-1
2966,0,-1,0,1,721,-1,0,-1,-1
2967,0,-1,0,1,605,0,0,-1,-1
2968,0,-1,0,1,223,-1,0,1,1
2969,0,-1,0,1,525,-1,0,1,2
2970,0,-1,13,1,720,-1,0,1,2
2971,0,-1,0,1,199,-1,0,1,2
2972,0,-1,0,1,1450,-1,0,1,2
2973,0,-1,0,1,700,-1,0,1,2
2974,0,-1,0,1,733,-1,0,0,2
2975,0,0,25,1,484,4560,5,5,1
2976,0,0,0,1,596,5084,0,2,1
2977,0,0,0,1,200,2700,0,3,1
2978,0,0,6,1,723,6084,5,4,1
2979,0,0,7,1,847,7742,0,1,1
2980,0,0,0,1,330,0,5,5,1
2981,0,0,23,1,540,4081,0,3,1
2982,0,0,0,1,496,-1,0,2,1
2983,0,0,0,1,780,6952,5,2,1
2984,0,0,0,1,210,1620,0,3,1
2985,0,0,0,1,316,870,0,2,1
2986,0,0,0,1,385,2560,0,3,1
2987,0,0,0,1,390,3256,0,3,1
2988,0,0,10,1,385,3564,0,2,1
2989,0,0,0,1,400,3108,0,1,1
2990,0,0,0,1,157,0,0,4,1
2991,0,0,13,1,520,3300,5,-1,1
2992,0,0,0,1,440,-1,0,1,1
2993,0,0,0,1,382,-1,0,1,1
2994,0,0,19,0,232,2400,5,5,1
2995,0,0,6,1,833,3248,0,4,1
2996,0,0,0,0,348,3348,0,3,1
2997,0,0,5,1,428,4032,0,2,1
2998,0,0,6,1,564,4484,0,3,1
2999,0,0,0,1,492,-1,0,1,1
3000,0,0,0,1,220,1824,0,5,1
3001,0,0,14,1,256,3364,0,3,1
3002,0,0,12,1,128,1012,0,2,1
3003,0,0,8,1,96,-1,0,2,1
3004,0,0,9,1,156,602,0,1,1
3005,0,0,16,1,328,2640,0,5,1
3006,0,0,8,1,294,1702,5,3,1
3007,0,0,16,1,384,3040,5,5,1
3008,0,0,17,1,764,7326,4,5,1
3009,0,0,14,1,472,4736,3,4,1
3010,0,0,19,0,164,1473,0,3,1
3011,0,0,7,1,136,820,0,3,1
3012,0,0,0,1,72,-1,0,1,1
3013,0,0,5,1,332,2800,5,7,1
3014,0,0,0,1,292,2310,4,6,1
3015,0,0,13,1,500,4125,5,5,1
3016,0,0,0,1,272,0,0,3,1
3017,0,0,0,1,120,0,0,3,1
3018,0,0,14,1,432,3828,5,6,1
3019,0,0,15,0,748,6200,0,3,1
3020,0,0,12,1,416,3300,5,7,1
3021,0,0,36,0,476,1786,4,3,1
3022,0,0,24,1,372,3149,0,1,1
3023,0,0,0,0,244,1794,4,5,1
3024,0,0,3,1,292,2162,0,1,1
3025,0,0,4,1,172,1332,5,6,1
3026,0,0,0,1,236,-1,0,3,1
3027,0,0,0,1,316,2030,0,1,1
3028,0,0,3,1,388,1020,0,3,1
3029,0,0,5,1,400,0,0,3,1
3030,0,0,-1,1,292,0,0,3,1
3031,0,0,-1,1,236,1332,5,5,1
3032,0,0,-1,1,184,0,0,3,1
3033,0,0,0,1,384,0,4,3,1
3034,0,0,-1,1,316,0,0,4,1
3035,0,0,-1,1,240,0,0,1,1
3036,0,0,8,1,448,4420,4,7,1
3037,0,0,12,1,436,3172,4,7,1
3038,0,0,9,1,336,3136,5,6,1
3039,0,0,10,1,428,3339,5,3,1
3040,0,0,0,1,561,1764,4,4,1
3041,0,0,-1,1,540,-1,0,1,3
3042,0,0,-1,1,138,-1,0,1,3
3043,0,0,-1,0,450,3894,5,-1,1
3044,0,0,12,0,250,1632,4,4,1
3045,0,0,0,0,36,-1,0,3,1
3046,0,0,-1,0,122,812,5,5,1
3047,0,0,22,0,600,5103,5,5,1
3048,0,0,13,0,232,1680,4,5,1
3049,0,0,12,0,230,2112,5,-1,1
3050,0,0,0,0,630,-1,4,4,1
3051,0,0,5,0,200,2574,4,2,1
3052,0,0,9,0,322,2665,4,4,1
3053,0,0,-1,1,298,2400,4,6,1
3054,0,0,0,0,335,3066,5,6,1
3055,0,8,5,0,209,2064,5,5,1
3056,0,0,0,0,41,0,5,9,1
3057,0,0,10,0,198,1768,3,3,1
3058,0,0,0,0,1960,-1,0,1,1
3059,0,8,0,0,36,390,4,5,1
3060,0,0,0,0,25,220,4,5,1
3061,0,0,0,0,78,781,3,5,1
3062,0,0,5,0,172,1700,5,3,1
3063,0,2,20,0,603,5964,5,7,1
3064,0,0,0,1,132,-1,4,7,1
3065,0,0,0,0,353,2400,4,5,1
3066,0,0,0,0,180,-1,4,4,2
3067,0,0,14,0,331,3598,5,-1,1
3068,0,0,7,0,221,1763,0,5,1
3069,0,0,6,0,70,528,0,4,1
3070,0,0,9,0,88,464,0,2,1
3071,0,0,16,0,148,1944,5,5,1
3072,0,-1,8,0,72,616,5,5,1
3073,0,0,10,0,50,495,5,-1,1
3074,0,0,10,0,68,646,0,4,1
3075,0,0,8,0,20,416,0,3,1
3076,0,0,7,0,28,608,5,5,1
3077,0,0,17,0,350,1770,4,7,1
3078,0,0,18,0,360,2244,4,-1,1
3079,0,0,8,0,476,3720,4,7,1
3080,0,0,12,0,224,1372,4,5,1
3081,0,0,13,0,152,1156,4,3,1
3082,0,0,12,0,34,196,0,4,1
3083,0,0,19,0,179,1301,0,5,1
3084,0,0,9,0,37,121,0,3,1
3085,0,0,1,0,248,1462,0,4,1
3086,0,0,5,0,38,338,4,5,1
3087,0,0,6,0,366,1978,4,5,1
3088,0,0,0,0,249,-1,0,1,1
3089,0,0,20,1,679,5445,5,4,1
3090,0,0,7,0,170,1292,5,5,1
3091,0,0,21,0,300,2380,5,3,1
3092,0,0,12,0,260,2304,4,4,1
3093,0,0,15,0,240,2640,5,5,1
3094,0,0,16,0,563,4070,5,2,1
3095,0,0,13,0,264,2530,5,5,1
3096,0,0,0,0,360,2241,5,3,1
3097,0,0,0,-1,-1,-1,0,3,-1
3098,0,0,37,0,236,2366,5,3,1
3099,0,0,13,0,136,1204,0,1,1
3100,0,0,0,0,83,-1,0,2,2
3101,0,0,6,0,172,1862,5,3,1
3102,0,0,4,0,176,1444,5,6,1
3103,0,0,0,0,80,-1,0,2,1
3104,0,0,11,0,240,1764,4,5,1
3105,0,0,7,0,156,1320,4,4,1
3106,0,0,16,0,600,5800,4,7,1
3107,0,0,11,0,310,2303,4,6,1
3108,0,0,16,0,340,2312,0,4,1
3109,0,0,13,0,232,2300,0,3,1
3110,0,0,10,0,479,4160,5,6,1
3111,0,0,9,0,307,2596,4,6,1
3112,0,0,10,0,87,750,5,4,1
3113,0,0,12,0,240,1800,0,4,1
3114,0,0,3,0,220,1512,3,3,1
3115,0,0,6,0,172,1680,4,-1,1
3116,0,0,0,0,239,0,5,5,1
3117,0,0,18,0,389,2576,6,7,1
3118,0,0,16,0,330,3064,5,3,1
3119,0,0,10,0,200,1380,3,5,1
3120,0,0,3,1,280,2549,3,3,1
3121,0,0,0,1,280,-1,1,3,1
3122,0,0,5,1,40,256,4,3,1
3123,0,0,18,1,399,2911,4,7,1
3124,0,0,10,1,419,3127,5,6,1
3125,0,0,9,1,358,2182,4,6,1
3126,0,0,0,1,540,2300,4,7,1
3127,0,0,5,1,120,0,4,3,0
3128,0,4,5,1,39,-1,5,3,1
3129,0,0,10,1,544,1520,4,6,1
3130,0,0,15,1,319,1898,4,7,1
3131,0,0,19,1,372,2484,0,8,1
3132,0,0,18,1,430,2288,4,5,1
3133,0,8,19,1,818,4161,6,6,1
3134,0,0,-1,1,504,4810,5,4,1
3135,0,0,0,1,367,0,4,4,1
3136,0,0,18,1,389,2914,4,7,1
3137,0,0,29,1,81,484,0,3,1
3138,0,0,54,1,133,876,4,5,1
3139,0,0,13,1,73,796,0,4,1
3140,0,0,40,1,118,661,4,6,1
3141,0,0,-1,1,20,-1,4,3,1
3142,0,0,19,1,360,1685,4,5,1
3143,0,0,12,1,516,2754,4,4,1
3144,0,0,37,1,298,1801,0,3,0
3145,0,0,15,1,214,920,4,8,1
3146,0,0,15,1,151,1188,4,8,1
3147,0,0,10,1,137,720,0,-1,1
3148,0,0,99,1,244,2376,0,-1,1
3149,0,0,15,1,274,1677,3,6,1
3150,0,0,15,1,225,1806,4,4,1
3151,0,0,30,1,152,900,6,6,1
3152,0,0,-1,1,94,540,0,5,1
3153,0,0,19,1,77,798,4,5,1
3154,0,0,59,1,247,-1,4,7,1
3155,0,0,9,1,110,920,5,-1,1
3156,0,0,13,1,123,100,6,5,1
3157,0,0,-1,1,131,1140,0,2,1
3158,0,0,-1,1,100,1008,4,5,1
3159,0,0,59,1,115,528,3,-1,1
3160,0,0,0,1,381,2820,4,6,1
3161,0,0,0,1,408,0,4,3,1
3162,0,0,0,1,106,450,0,3,1
3163,0,0,0,1,189,0,4,4,1
3164,0,0,29,1,38,360,0,-1,1
3165,0,0,17,1,187,870,0,-1,1
3166,0,0,0,1,200,828,6,6,1
3167,0,0,-1,1,87,-1,0,5,1
3168,0,0,9,1,58,-1,0,3,1
3169,0,0,9,1,114,-1,0,3,1
3170,0,0,10,1,114,-1,0,3,1
3171,0,0,14,1,60,-1,0,3,1
3172,0,0,0,1,125,598,4,6,1
3173,0,0,10,1,210,1830,4,7,1
3174,0,0,3,1,48,304,4,7,1
3175,0,0,11,1,40,324,4,6,1
3176,0,0,0,1,160,0,4,6,1
3177,0,0,9,1,147,1120,4,5,1
3178,0,0,0,1,134,-1,0,3,1
3179,0,0,25,1,338,1876,4,5,1
3180,0,0,5,1,167,1395,4,6,1
3181,0,0,0,1,165,-1,4,5,1
3182,0,0,15,1,146,1058,5,9,1
3183,0,0,0,1,132,-1,4,9,1
3184,0,0,20,1,150,1134,4,9,1
3185,0,0,0,1,634,-1,0,3,1
3186,0,0,3,1,98,484,4,5,1
3187,0,0,20,1,225,1344,4,5,1
3188,0,0,28,1,202,1117,4,5,1
3189,0,0,18,1,225,1584,4,6,1
3190,0,0,0,1,103,748,2,5,1
3191,0,0,12,1,62,484,4,5,1
3192,1,0,0,1,16,-1,0,5,1
3193,1,0,0,1,25,-1,3,5,1
3194,0,0,3,1,83,588,4,4,1
3195,0,0,0,1,470,-1,0,1,1
3196,0,0,0,1,377,-1,0,6,1
3197,0,0,0,1,283,-1,4,3,2
3198,0,0,6,1,180,0,5,9,1
3199,0,0,20,1,97,800,4,7,1
3200,0,0,19,1,80,422,4,3,1
3201,0,0,7,1,320,2124,5,7,1
3202,0,0,8,1,110,800,4,1,1
3203,0,0,0,1,90,0,5,5,1
3204,0,0,8,1,300,1815,4,5,1
3205,0,0,7,1,96,464,4,5,1
3206,0,0,-1,1,70,-1,5,3,1
3207,0,0,7,1,71,624,4,3,1
3208,0,0,27,1,621,4950,4,7,1
3209,0,0,10,1,178,1994,4,7,1
3210,0,0,3,1,48,-1,0,1,1
3211,0,0,0,1,244,-1,4,3,1
3212,0,0,0,1,144,1240,4,6,1
3213,0,0,16,1,500,3906,4,6,1
3214,0,0,5,1,62,365,4,5,1
3215,0,0,27,1,434,3168,4,6,1
