"SSN","figTot","figHead","figPPat","figPatl","figTzac","figMicc","figTlam","figXola","figMete","figTolt","figAzte","figPupp","spindleWhorl","sealStamp","earSpool","whistle","flute","ceramicDisk","candTot","candCoat","candAtoy","candEXol","candLXol","candMete","candComm"
239,6,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,9,1,0,0,1,6,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
241,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
242,18,5,0,1,2,12,2,1,1,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,0,0
243,15,1,0,0,2,4,1,6,2,0,0,0,1,0,0,0,0,3,6,-1,-1,-1,-1,-1,5
244,14,2,1,0,0,5,2,3,1,0,0,1,0,0,0,0,0,1,4,-1,-1,-1,-1,-1,2
245,10,4,1,1,0,1,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
246,12,2,0,0,1,6,1,3,1,0,0,0,0,0,0,0,0,1,6,-1,-1,-1,-1,-1,3
247,10,0,0,1,2,1,0,6,0,0,0,2,0,0,0,0,0,2,1,0,0,0,0,-1,1
248,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,4,2,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
250,6,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,6,1,0,0,1,0,3,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
252,11,3,0,1,1,5,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,1
253,20,6,0,1,2,4,2,9,1,0,0,2,0,0,0,0,0,1,1,-1,-1,-1,-1,-1,0
254,13,3,0,0,1,3,0,6,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,-1,1
255,19,4,0,1,2,12,1,2,1,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0
256,4,1,0,0,0,1,0,3,0,0,0,2,0,0,0,0,0,1,1,0,0,0,-1,-1,1
257,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,-1,1
258,8,2,0,0,1,4,2,1,0,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,0,0
259,7,1,0,0,2,0,1,1,0,0,2,1,0,0,0,0,0,0,3,-1,-1,-1,-1,-1,2
260,23,8,0,0,5,1,2,4,5,0,0,1,0,0,0,0,0,1,7,-1,-1,-1,-1,-1,4
261,5,2,0,0,1,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
262,10,5,0,0,2,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,33,2,0,0,1,11,5,9,3,0,0,4,0,0,0,0,0,0,2,0,0,-1,-1,-1,2
264,2,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,-1,-1,-1,-1,-1,0
265,8,1,0,0,0,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266,17,2,-1,2,3,5,4,3,0,0,0,2,0,0,0,0,0,0,2,-1,-1,-1,-1,0,0
267,25,3,0,2,6,7,4,5,1,0,0,1,0,1,1,0,0,0,2,-1,-1,-1,-1,-1,0
268,35,7,0,1,2,12,-1,11,1,1,0,2,0,0,1,0,0,0,1,0,0,-1,-1,-1,1
269,13,4,0,2,1,8,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
270,11,0,0,0,0,2,2,6,1,0,0,4,0,0,1,0,0,1,1,0,0,0,0,1,1
271,6,1,0,0,0,1,1,2,0,0,0,1,0,0,0,0,0,0,2,-1,-1,-1,-1,0,0
272,16,2,0,1,1,9,4,1,0,0,0,1,0,0,0,0,0,0,2,-1,-1,-1,-1,-1,1
273,28,6,0,0,2,15,3,4,3,0,0,1,0,0,0,0,0,2,4,-1,-1,-1,-1,-1,3
274,11,3,0,0,2,3,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
275,23,1,0,1,2,11,1,7,1,0,0,1,0,0,0,0,0,2,2,0,0,-1,-1,1,1
276,10,1,0,0,0,3,1,2,1,0,1,1,1,0,0,0,0,2,4,0,0,0,1,0,3
277,8,2,0,0,0,0,2,4,0,0,1,1,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,0
278,11,5,0,0,2,2,2,1,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0
279,33,7,0,3,1,8,7,7,1,0,1,3,1,0,0,0,0,2,3,0,0,0,2,0,1
280,17,2,0,0,0,7,3,5,0,0,1,1,2,1,0,0,0,2,2,-1,-1,-1,1,-1,1
281,35,10,0,1,0,13,9,7,4,0,1,8,0,0,0,0,0,3,1,0,0,0,0,-1,1
282,10,5,0,1,2,1,1,1,0,0,4,0,0,0,0,0,0,1,1,0,0,0,0,-1,1
283,6,0,0,1,0,3,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,2,0,0
284,10,1,0,0,0,5,2,3,0,0,0,3,0,0,0,0,0,0,2,-1,-1,-1,-1,0,0
285,13,4,0,0,0,6,2,2,1,0,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0
286,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
287,6,1,0,0,2,1,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
288,21,6,2,1,1,8,4,6,0,0,0,2,1,1,0,0,0,0,1,0,0,0,0,-1,1
289,8,0,0,0,0,1,3,4,0,0,0,3,0,0,0,0,0,0,1,0,0,0,1,0,0
290,7,1,0,0,0,3,1,2,1,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0
291,23,3,0,1,0,4,5,8,2,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
292,5,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
293,20,5,0,0,2,6,5,6,1,0,0,4,1,0,0,0,0,1,1,0,0,0,0,-1,1
294,3,0,0,1,0,0,1,1,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,-1,1
295,8,3,0,0,1,1,2,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
296,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
297,4,2,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298,18,1,0,0,2,6,3,5,1,0,0,3,0,0,0,0,0,1,2,-1,-1,-1,-1,-1,1
299,25,4,0,0,1,10,6,5,2,-1,-1,5,0,0,0,0,0,0,12,0,0,0,2,0,10
300,9,3,0,0,0,2,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,15,5,0,0,0,2,1,4,1,0,4,3,0,0,0,0,0,0,3,-1,-1,-1,-1,-1,1
302,14,3,0,0,1,3,4,3,1,1,0,3,0,0,0,0,0,1,5,-1,-1,-1,1,-1,3
303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,-1,-1,-1,1
304,4,0,0,0,1,1,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,-1,-1,-1,1
305,14,4,-1,-1,-1,4,3,2,-1,-1,2,1,1,0,0,0,0,0,1,0,0,0,0,1,1
306,10,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,0,0,0,0,0,1,1,0,0,0,0,1,1
307,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1,0,0,0,0,1,1
308,9,0,1,4,0,1,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0
309,8,-1,0,2,1,4,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,2,2
310,13,2,0,4,2,1,2,2,0,2,0,0,0,0,0,0,0,1,9,0,0,5,1,3,3
311,7,0,0,1,1,0,2,3,0,0,0,2,0,0,0,0,0,0,1,0,0,1,-1,0,0
312,18,2,2,5,2,1,1,2,0,1,4,1,0,0,0,0,0,0,1,0,0,0,0,1,1
313,15,0,1,0,1,3,8,2,0,0,0,2,0,0,0,0,0,1,1,0,0,1,0,0,0
314,5,2,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,2,0,0,0,1,1,1
315,68,11,1,11,2,17,18,6,3,0,5,5,0,0,2,2,0,7,15,0,0,0,3,12,12
316,10,0,0,2,0,5,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1
317,7,3,0,0,0,2,4,1,0,0,0,4,0,0,0,0,0,0,3,1,0,0,0,2,2
318,8,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,1
319,11,-1,-1,-1,-1,1,1,-1,-1,-1,-1,0,1,0,0,0,0,0,1,-1,-1,-1,-1,0,0
320,9,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,1,0,0,0,0,4,1,0,0,0,0,1,1
321,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,2,0,0,0,0,0,0,0
322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
323,17,2,0,0,1,2,7,5,0,0,0,2,0,0,0,0,0,0,1,0,0,-1,-1,0,0
324,10,5,0,0,2,5,0,2,0,0,1,0,1,0,0,0,0,0,4,0,0,-1,-1,3,3
325,7,3,0,0,0,1,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,9,1,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1
327,13,3,0,0,0,5,3,2,2,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0
328,21,4,0,2,0,3,6,4,3,0,3,4,0,0,1,0,0,2,2,0,0,0,1,1,1
329,17,-1,-1,-1,-1,2,-1,-1,1,-1,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
330,5,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,0,0
331,10,-1,-1,-1,-1,3,-1,-1,-1,-1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
332,29,-1,2,1,1,3,3,-1,-1,1,3,2,0,0,0,0,0,1,3,-1,-1,-1,2,0,0
333,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,1,1,-1,-1,-1,-1,-1,0
334,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,2,-1,-1,-1,-1,-1,1
335,4,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,1,1,1
336,8,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,0,0,0,0,0,0,1,2,-1,-1,-1,-1,-1,1
337,10,-1,-1,-1,-1,1,-1,-1,-1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,1
338,10,-1,-1,-1,-1,2,2,1,-1,-1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
339,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
340,6,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
341,5,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
342,4,-1,-1,-1,-1,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,0,0
343,6,-1,-1,-1,-1,1,-1,-1,2,-1,-1,0,0,0,0,0,0,0,3,-1,-1,-1,1,1,1
344,11,3,1,0,0,6,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
345,11,3,0,0,3,5,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3
346,4,1,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,-1,-1,0,0
347,11,1,0,1,2,4,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
348,4,-1,-1,-1,-1,1,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
349,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
350,3,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
352,1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
355,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,-1,1
356,10,2,-1,-1,2,2,-1,-1,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357,10,1,-1,-1,-1,-1,1,-1,-1,-1,-1,0,0,0,0,0,0,2,1,0,0,0,0,-1,1
358,11,1,2,-1,-1,-1,-1,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360,14,-1,-1,-1,1,2,2,-1,-1,-1,-1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
361,-1,-1,0,0,-1,-1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
362,3,3,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1
363,5,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,0,3,-1,-1,-1,-1,0,0
364,51,3,-1,4,5,21,7,2,1,-1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
365,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
367,7,-1,-1,-1,2,2,-1,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
368,7,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
369,5,1,-1,-1,3,1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1,0,0,0,0,-1,1
370,3,-1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
371,5,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
372,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
373,4,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
374,14,3,-1,-1,1,1,1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
375,6,1,-1,-1,-1,-1,1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
376,4,1,-1,-1,1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
377,5,1,-1,-1,-1,1,-1,-1,-1,-1,-1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
378,7,2,-1,-1,-1,1,-1,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
379,3,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1,0,0,0,0,-1,1
380,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
381,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
382,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
383,14,6,-1,-1,-1,4,-1,-1,-1,-1,2,1,1,0,0,0,0,1,2,-1,-1,-1,-1,-1,0
384,11,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
385,7,5,-1,-1,2,1,1,1,-1,-1,-1,1,0,0,0,0,0,1,1,-1,-1,-1,-1,-1,0
386,11,1,-1,-1,1,-1,-1,-1,-1,-1,-1,3,0,0,0,0,0,1,0,0,0,0,0,0,0
387,2,1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
388,-1,4,-1,1,-1,3,1,-1,-1,-1,-1,0,1,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1
389,32,7,-1,-1,1,6,-1,-1,-1,-1,-1,0,0,0,0,0,0,5,2,-1,-1,-1,-1,-1,1
390,8,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
392,11,1,-1,-1,1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
393,22,4,-1,-1,-1,4,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,1
394,17,1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
395,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
396,17,1,-1,-1,-1,-1,-1,1,-1,-1,-1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
397,4,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
398,20,2,-1,-1,-1,2,-1,-1,-1,-1,-1,0,0,0,0,0,0,5,1,-1,-1,-1,-1,-1,0
399,5,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,1
400,31,4,-1,-1,-1,4,-1,-1,-1,-1,-1,3,0,0,0,0,0,1,2,-1,-1,-1,-1,-1,1
401,6,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
402,11,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0,0,0,0,1,-1,-1,-1,-1,-1,0
403,2,1,-1,-1,1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404,6,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405,2,1,-1,-1,-1,1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1
406,4,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,3,-1,-1,-1,-1,-1,2
407,10,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
408,3,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,1
409,3,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,2,-1,-1,-1,-1,-1,2
410,4,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,2,1,-1,-1,-1,-1,-1,1
411,6,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
412,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
413,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
414,9,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
415,7,1,-1,-1,1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
416,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
417,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,1,1,0,0,0,-1,-1,1
418,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
419,24,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,0,0,0,0,0,3,3,-1,-1,-1,-1,0,0
420,16,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,0,0,0,0,1,-1,-1,-1,-1,0,0
421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
422,5,3,-1,-1,-1,3,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
423,13,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
424,14,1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,0
425,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
426,9,1,-1,-1,-1,1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,0
427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
428,3,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
429,18,2,-1,-1,-1,1,-1,-1,-1,-1,-1,0,0,0,0,0,0,3,0,0,0,0,0,0,0
430,5,-1,1,-1,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431,15,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,1,0,0,0,0,-1,1
432,6,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
433,31,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,0,0,0,0,2,0,0,0,0,0,0,0
434,7,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
435,8,1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,0,0,0,0,0,1,1,0,0,0,0,-1,1
436,19,3,-1,-1,1,2,-1,-1,-1,-1,-1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
437,3,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
438,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0
439,7,1,-1,-1,-1,-1,1,-1,-1,-1,-1,0,1,0,0,0,0,0,1,0,0,0,0,-1,1
440,4,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
441,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
442,9,2,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0
443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
444,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
445,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
446,6,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,2,0,0,0,0,2,2
447,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,0,3,3
448,3,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,2,-1,-1,-1,-1,0,0
449,7,0,0,0,1,1,1,2,0,0,1,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1
450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,0,0
451,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,1,0,0,0,0,0,0,0
452,6,1,0,2,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
454,7,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,-1,-1,-1,-1,0,0
455,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,2,0,0,0,0,0,0,0
456,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0,0,0,2,2,-1,-1,-1,-1,-1,1
457,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
458,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,1,1,-1,-1,-1,-1,0,0
459,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,4,2,-1,-1,-1,-1,0,0
460,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
461,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0
462,13,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,3,1,0,0,0,0,4,0,0,0,0,0,0,0
463,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,4,1,-1,-1,-1,-1,0,0
464,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1
465,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
466,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
467,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
468,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
469,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,0,0
471,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
472,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
473,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
474,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
475,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,-1,-1,-1,-1,1,1
476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
477,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
478,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
