"SSN","obsidianTot","obsidianBlades","obsidianWaste","obsidianScrapers","obsidianPoints","obsidianCores","obsidianKnives","obsidianEccentrics","obsidianMagueyS","obsidianUtFlake","obsidianNodules","basaltTot","basaltTools","chert","quartz"
427,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0
428,21,8,10,3,0,0,0,0,0,0,0,0,0,0,0
429,39,4,9,14,9,3,0,0,0,0,0,1,0,0,0
430,6,0,2,3,0,1,0,0,0,0,0,0,0,0,0
431,292,55,150,49,30,8,0,0,0,0,0,4,1,0,0
432,50,9,20,14,4,3,0,0,0,0,0,1,1,0,0
433,139,33,38,40,19,8,0,1,0,0,0,3,3,0,0
434,60,21,20,8,7,4,0,0,0,0,0,3,1,0,0
435,113,40,39,18,11,5,0,0,0,0,0,2,2,0,0
436,198,92,46,45,10,5,0,0,0,0,0,3,1,-1,1
437,50,12,9,17,12,0,0,0,0,0,0,5,1,0,0
438,68,11,16,22,7,12,0,0,0,0,0,2,0,0,0
439,54,14,14,20,3,3,0,0,0,0,0,3,0,0,0
440,44,11,11,19,2,1,0,0,0,0,0,-1,-1,0,0
441,62,20,13,23,5,1,0,0,0,0,0,0,0,0,0
442,93,39,36,12,6,0,0,0,0,0,0,0,0,0,0
443,9,2,2,3,2,0,0,0,0,0,0,1,0,0,0
444,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
445,15,2,5,7,0,1,0,0,0,0,0,1,1,0,0
446,120,13,51,36,3,2,0,0,0,0,15,4,0,1,0
447,30,8,12,7,3,0,0,0,0,0,0,0,0,0,0
448,112,15,80,9,4,2,0,0,0,0,3,0,0,0,0
449,88,17,37,31,1,2,0,0,0,0,0,1,1,0,0
450,1,0,4,0,0,0,0,0,0,0,1,0,0,0,0
451,30,6,10,9,0,1,0,0,0,0,3,1,0,0,0
452,178,2,151,16,6,3,0,0,0,0,0,9,9,0,0
453,41,5,30,4,0,2,0,0,0,0,0,0,0,0,0
454,78,11,46,15,1,5,0,0,0,0,0,6,1,1,0
455,29,4,17,6,2,0,0,0,0,0,0,2,0,0,0
456,23,5,14,3,1,0,0,0,0,0,0,2,1,0,0
457,29,6,16,6,1,0,0,0,0,0,0,1,0,0,0
458,66,20,32,6,6,2,0,0,0,0,0,1,1,0,0
459,86,26,30,18,8,3,0,1,0,0,0,3,1,0,0
460,14,2,2,8,2,0,0,0,0,0,0,0,0,0,0
461,7,1,4,2,0,0,0,0,0,0,0,0,0,0,0
462,27,10,4,8,4,1,0,0,0,0,0,0,0,0,0
463,58,24,15,13,6,0,0,0,0,0,0,0,0,0,0
464,39,16,9,6,6,1,1,0,0,0,0,0,0,0,0
465,16,7,4,3,1,1,0,0,0,0,0,1,0,0,0
466,39,12,13,10,3,0,0,0,0,0,0,1,1,0,0
467,29,12,13,3,1,0,0,0,0,0,0,1,0,0,0
468,54,16,29,7,2,0,0,0,0,0,0,0,0,0,0
469,7,0,2,2,0,2,0,1,0,0,0,0,0,-1,0
470,22,9,11,2,0,0,0,0,0,0,0,0,0,0,0
471,35,18,5,7,2,3,0,0,0,0,0,0,0,0,0
472,48,11,24,4,0,0,0,0,0,0,9,0,0,0,0
473,14,0,9,5,0,0,0,0,0,0,0,0,0,0,0
474,31,16,9,6,0,0,0,0,0,0,0,0,0,0,0
475,61,24,9,18,7,1,0,0,0,0,2,2,2,1,0
476,9,0,5,1,1,1,0,0,0,0,0,2,0,0,0
477,42,3,29,7,0,2,1,0,0,0,0,0,0,0,0
478,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0
479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
480,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
481,6,0,2,2,2,0,0,0,0,0,0,0,0,0,0
482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
485,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0
486,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
489,62,9,37,14,2,0,0,0,0,0,0,7,0,0,0
490,6,2,3,0,1,0,0,0,0,0,0,0,0,0,0
491,10,0,7,3,0,0,0,0,0,0,0,0,0,-1,0
492,5,0,4,1,0,0,0,0,0,0,0,3,0,0,0
493,92,12,66,5,7,1,0,0,0,0,0,0,0,0,0
494,16,3,11,2,0,0,0,0,0,0,0,1,0,0,0
495,120,47,51,7,6,9,0,0,0,0,0,2,0,0,0
496,28,9,14,4,1,0,0,0,0,0,0,0,0,0,0
497,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
498,219,49,130,26,10,4,0,0,0,0,0,21,1,0,0
499,128,36,64,18,10,0,0,0,0,0,0,8,1,0,1
500,156,22,103,15,15,1,0,0,0,0,0,7,0,0,0
501,28,4,20,3,1,0,0,0,0,0,0,1,0,0,2
502,187,14,136,25,11,1,0,0,0,0,0,29,2,0,3
503,6,0,0,4,2,0,0,0,0,0,0,2,-1,0,0
504,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
506,5,0,0,1,4,0,0,0,0,0,0,0,0,0,0
507,46,8,30,7,1,0,0,0,0,0,0,3,0,0,0
508,29,5,17,6,1,0,0,0,0,0,0,2,0,0,0
509,29,3,19,7,0,0,0,0,0,0,0,2,0,0,0
510,29,1,19,8,1,0,0,0,0,0,0,5,0,0,0
511,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0
512,11,0,1,5,5,0,0,0,0,0,0,0,0,0,0
513,3,1,0,0,2,0,0,0,0,0,0,0,0,0,0
514,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
515,12,1,4,4,2,1,0,0,0,0,0,0,0,0,0
516,13,7,1,5,0,0,0,0,0,0,0,0,0,0,0
517,12,5,2,1,1,0,1,0,0,0,2,0,0,0,0
518,9,3,6,0,0,0,0,0,0,0,0,0,0,0,0
519,33,10,17,4,2,0,0,0,0,0,0,1,0,0,0
520,41,8,22,7,4,0,0,0,0,0,0,7,2,0,0
521,80,15,34,18,10,3,0,0,0,0,0,1,0,0,0
522,167,91,54,19,3,0,0,0,0,0,0,3,0,0,0
523,33,4,18,9,0,2,0,0,0,0,0,2,0,0,0
524,49,11,18,16,3,1,0,0,0,0,0,3,1,0,0
525,16,5,9,1,1,0,0,0,0,0,0,2,0,0,0
526,73,21,29,16,4,3,0,0,0,0,0,5,1,0,0
527,64,15,33,10,3,3,0,0,0,0,0,1,0,-1,1
528,41,6,17,12,5,1,0,0,0,0,0,0,0,0,0
529,26,8,11,5,2,0,0,0,0,0,0,1,0,0,0
530,38,8,19,7,4,0,0,0,0,0,0,2,0,0,0
531,59,18,25,11,5,0,0,0,0,0,0,2,0,0,0
532,60,10,27,14,9,0,0,0,0,0,0,1,0,0,1
533,72,28,23,15,5,1,0,0,0,0,0,2,0,0,3
534,71,23,34,10,3,1,0,0,0,0,0,4,0,0,1
535,163,54,75,21,8,5,0,0,0,0,0,5,0,0,1
536,41,12,21,8,0,0,0,0,0,0,0,2,1,0,0
537,18,2,9,4,0,3,0,0,0,0,0,0,0,0,0
538,51,15,27,5,4,0,0,0,0,0,0,3,1,0,0
539,87,21,45,14,7,0,0,0,0,0,0,5,1,0,1
540,88,20,50,10,6,2,0,0,0,0,0,9,1,0,0
541,60,19,25,13,2,1,0,0,0,0,0,1,0,0,0
542,101,24,52,12,7,0,0,0,0,0,0,4,0,0,0
543,86,18,27,32,6,3,0,0,0,0,0,6,2,0,0
544,64,17,31,10,5,1,0,0,0,0,0,1,0,0,0
545,34,5,21,5,3,0,0,0,0,0,0,2,0,0,0
546,36,5,15,11,3,1,0,1,0,0,0,2,0,0,0
547,133,39,66,20,7,1,0,0,0,0,0,9,3,0,0
548,66,21,28,9,6,2,0,0,0,0,0,4,1,0,1
549,139,31,77,22,9,0,0,0,0,0,0,5,0,3,0
550,200,36,129,22,10,3,0,0,0,0,0,9,3,0,0
551,60,14,29,15,1,0,0,0,0,0,0,7,1,0,0
552,67,19,40,6,2,0,0,0,0,0,0,3,0,1,0
553,73,10,50,7,6,0,0,0,0,0,0,16,4,0,0
554,168,25,114,18,9,2,0,0,0,0,0,7,1,0,2
555,25,4,10,7,4,0,0,0,0,0,0,0,0,0,0
556,20,3,9,7,1,0,0,0,0,0,0,0,0,0,0
557,22,4,10,7,1,0,0,0,0,0,0,0,0,0,0
558,9,2,4,0,2,1,0,0,0,0,0,0,0,0,0
559,5,1,3,1,0,0,0,0,0,0,0,0,0,0,0
560,4,2,0,2,0,0,0,0,0,0,0,1,0,0,0
561,17,14,0,21,6,3,0,0,0,0,0,11,1,0,0
562,110,22,45,21,7,0,0,0,0,0,0,22,1,0,0
563,72,22,13,13,3,5,0,0,0,0,0,2,0,0,0
564,58,17,15,10,5,1,0,0,0,1,0,0,0,0,0
565,40,14,5,4,2,0,1,0,0,0,0,2,1,0,0
566,48,13,24,6,3,2,0,0,0,0,0,0,6,0,0
567,59,17,26,13,3,0,0,0,0,0,0,3,0,-1,1
568,93,23,42,18,7,3,0,0,0,0,0,3,2,0,2
569,77,10,38,14,12,3,0,0,0,0,0,8,0,0,0
570,20,7,11,2,0,0,0,0,0,0,0,1,0,0,0
571,106,28,42,19,17,0,0,0,0,0,0,6,1,-1,4
572,44,7,17,14,5,1,0,0,0,0,0,3,0,-1,0
573,15,6,6,1,2,0,0,0,0,0,0,0,0,0,0
574,104,29,47,20,7,1,0,0,0,0,0,1,1,0,1
575,50,18,19,9,2,2,0,0,0,0,0,0,0,0,0
576,57,13,31,8,4,1,0,0,0,0,0,1,0,0,0
577,102,28,56,11,5,2,0,0,0,0,0,4,1,0,0
578,23,0,17,6,0,0,0,0,0,0,0,1,0,0,0
579,8,3,4,1,0,0,0,0,0,0,0,1,0,0,0
580,8,0,3,2,3,0,0,0,0,0,0,1,0,0,0
581,37,0,5,11,9,12,0,0,0,0,0,0,0,0,0
582,18,0,4,10,4,0,0,0,0,0,0,0,0,-1,2
583,5,1,0,2,1,1,0,0,0,0,0,0,0,0,0
584,10,1,0,7,1,1,0,0,0,0,0,0,0,0,0
585,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0
586,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
587,23,0,5,9,3,6,0,0,0,0,0,0,0,0,0
588,254,94,101,31,7,16,0,0,0,0,5,2,0,0,0
589,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
590,81,2,9,41,12,17,0,0,0,0,0,0,0,0,0
591,9,0,4,4,1,0,0,0,0,0,0,0,0,0,0
592,18,1,3,13,1,0,0,0,0,0,0,0,0,0,0
593,49,0,5,20,8,16,0,0,0,0,0,0,0,0,0
594,6,0,1,3,1,1,0,0,0,0,0,0,0,0,0
595,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
596,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0
597,81,17,45,11,5,4,0,0,0,0,0,1,0,0,0
598,130,49,39,19,8,3,1,0,0,0,0,2,0,0,0
599,51,6,35,5,1,4,0,0,0,0,0,0,0,0,0
600,17,2,0,5,2,8,0,0,0,0,0,2,0,0,0
601,119,24,80,10,3,2,0,0,0,0,0,3,0,0,0
602,102,36,43,17,4,0,0,0,0,0,2,1,0,0,1
603,106,32,39,26,7,2,0,0,0,0,0,0,0,0,0
604,133,38,61,20,6,5,0,0,0,0,3,2,0,0,0
605,105,51,37,10,6,0,1,0,0,0,0,0,0,0,0
606,95,50,35,7,2,1,0,0,0,0,0,0,0,0,0
607,46,17,22,3,4,0,0,0,0,0,0,0,0,0,0
608,40,15,14,5,3,1,0,0,0,0,0,1,1,0,0
609,145,62,57,17,8,1,0,0,0,0,0,0,0,0,0
610,75,23,37,12,3,0,0,0,0,0,0,4,1,0,0
611,32,7,13,9,3,0,0,0,0,0,0,1,1,0,0
612,89,23,42,18,4,2,0,0,0,0,0,4,3,0,0
613,154,48,65,26,13,1,0,0,0,0,0,2,1,0,0
614,161,59,60,23,16,3,0,0,0,0,0,4,1,0,0
615,84,21,37,16,7,2,0,0,0,0,1,0,0,0,0
616,128,30,55,24,7,9,0,0,0,0,2,2,0,0,0
617,81,18,49,9,10,5,0,0,0,0,0,1,0,0,0
618,17,2,7,4,2,2,0,0,0,0,0,2,1,0,0
619,45,11,22,9,3,0,0,0,0,0,0,1,0,0,0
620,160,42,77,27,11,2,1,0,0,0,0,5,1,0,0
621,43,9,22,11,0,0,0,0,0,0,1,1,0,-1,0
622,113,24,55,23,7,1,1,0,0,0,2,3,1,0,0
623,92,25,39,21,5,1,0,0,0,0,1,2,1,0,0
624,32,6,14,6,3,3,0,0,0,0,0,2,0,0,0
625,35,14,7,7,5,2,0,0,0,0,0,0,0,0,0
626,39,10,15,9,2,3,0,0,0,0,0,0,0,0,0
627,149,56,44,23,12,12,1,0,0,0,0,1,0,0,0
628,54,10,25,15,1,3,0,0,0,0,0,1,1,0,0
629,47,37,3,0,7,0,0,0,0,0,0,1,1,0,0
630,23,3,12,5,2,1,0,0,0,0,0,0,0,0,0
631,20,8,6,5,0,1,0,0,0,0,0,0,0,0,0
632,44,22,17,3,2,0,0,0,0,0,0,0,0,0,0
633,23,11,10,0,1,1,0,0,0,0,0,1,0,0,0
634,17,4,12,0,1,0,0,0,0,0,0,0,0,0,0
635,25,16,7,1,0,1,0,0,0,0,0,0,0,0,0
636,5,3,1,0,1,0,0,0,0,0,0,0,0,0,0
637,97,19,59,4,11,4,0,0,0,0,31,0,0,0,0
638,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0
639,15,11,1,1,2,0,0,0,0,0,0,-1,-1,-1,0
640,54,31,9,6,0,4,0,0,0,0,3,1,0,0,0
641,146,62,52,5,11,9,1,0,0,0,20,-1,-1,-1,0
642,268,110,94,21,22,16,0,0,0,0,35,-1,-1,-1,0
643,236,100,49,62,11,7,1,0,0,0,6,0,0,1,0
644,427,230,79,95,8,7,3,0,0,0,5,3,3,2,0
645,118,24,20,42,19,9,3,0,0,0,1,0,0,0,0
646,66,33,7,19,3,4,0,0,0,0,0,0,0,1,0
647,37,18,4,10,2,3,0,0,0,0,0,0,0,0,0
648,18,11,2,2,1,2,0,0,0,0,1,5,0,0,0
649,59,22,11,18,1,5,0,0,0,0,2,0,0,0,0
650,180,94,22,40,9,13,0,0,0,0,2,3,2,0,0
651,33,5,12,11,1,3,0,0,0,0,1,0,0,0,0
652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
653,97,48,13,20,6,3,1,0,0,0,3,1,1,0,0
654,127,49,15,29,27,5,1,0,0,0,0,4,2,-1,0
655,26,9,3,10,3,1,0,0,0,0,0,0,0,0,0
656,103,27,21,28,14,6,2,0,0,0,5,-1,-1,-1,0
657,60,25,12,10,6,5,0,0,0,0,2,0,0,-1,0
658,50,12,9,14,4,4,0,0,0,0,7,0,0,0,0
659,28,4,5,12,2,4,1,0,0,0,0,0,0,0,0
660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
661,36,6,10,11,6,0,0,0,0,0,3,1,1,0,0
662,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
663,16,4,7,5,0,0,0,0,0,0,0,0,0,-1,0
664,11,3,2,3,3,0,0,0,0,0,0,1,0,0,0
665,10,4,3,0,1,2,0,0,0,0,2,0,0,-1,0
666,42,14,0,9,2,0,1,0,0,0,1,0,0,0,0
667,12,4,3,1,3,1,0,0,0,0,0,0,0,-1,0
668,5,2,2,0,1,0,0,0,0,0,1,-1,-1,-1,0
669,12,0,8,0,0,0,0,0,0,0,4,0,0,0,0
670,29,4,17,3,3,0,1,0,0,0,8,0,0,-1,0
671,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
672,11,3,6,0,0,1,1,0,0,0,6,1,0,0,0
673,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
674,29,9,11,2,2,2,0,0,0,0,2,1,1,0,0
675,1,1,0,0,1,1,1,0,0,0,2,0,0,0,0
676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
678,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
680,10,2,5,2,0,1,0,0,0,0,0,0,0,0,0
681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
683,29,13,8,3,0,1,0,0,0,0,1,0,0,0,0
684,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
685,6,1,4,1,0,0,0,0,0,0,0,0,0,0,0
686,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
687,18,11,6,0,0,1,0,0,0,0,0,3,1,0,0
688,42,25,10,3,2,2,0,0,0,0,0,1,0,0,0
689,115,67,29,10,6,3,0,0,0,0,0,4,2,0,0
690,214,98,63,39,10,3,1,0,0,0,0,10,2,-1,0
691,60,31,17,7,5,0,0,0,0,0,0,7,3,0,0
692,490,242,86,39,17,6,0,0,0,0,0,6,1,-1,0
693,93,38,38,11,3,3,0,0,0,0,0,1,0,0,0
694,160,89,44,17,5,3,2,0,0,0,0,4,1,-1,0
695,357,168,147,15,7,19,0,0,0,0,0,1,0,-1,0
696,641,500,96,17,19,8,0,1,0,0,0,7,1,-1,0
697,74,34,28,7,5,0,0,0,0,0,0,5,0,0,0
698,51,27,12,9,2,1,0,0,0,0,0,4,1,-1,0
699,41,13,15,5,5,3,0,0,0,0,0,2,0,0,0
700,523,377,108,15,17,5,0,1,0,0,0,3,2,2,5
701,130,58,60,5,6,1,0,0,0,0,0,3,1,-1,0
702,27,7,16,0,3,1,0,0,0,0,0,3,1,-1,0
703,77,33,27,8,6,3,0,0,0,0,0,4,0,-1,0
704,58,38,13,5,2,0,0,0,0,0,0,1,0,1,0
705,62,31,24,3,3,1,0,0,0,0,0,0,0,-1,0
706,110,63,29,12,5,0,0,1,0,0,0,2,1,-1,0
707,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
708,78,46,19,6,5,2,0,0,0,0,0,3,1,0,0
709,170,91,56,15,5,3,0,0,0,0,0,2,0,-1,3
710,101,61,30,4,3,3,0,0,0,0,0,1,0,1,0
711,189,132,39,10,6,2,0,0,0,0,0,6,1,1,0
712,68,39,14,11,3,1,0,0,0,0,0,2,1,0,0
713,106,42,45,13,6,0,0,0,0,0,0,4,2,-1,0
714,104,55,34,8,6,0,0,1,0,0,0,9,4,-1,0
715,134,66,43,18,6,1,0,0,0,0,0,1,0,-1,0
716,239,92,104,16,22,5,0,0,0,0,0,9,4,-1,0
717,224,120,72,15,14,3,0,0,0,0,0,5,1,1,0
718,67,34,17,7,8,1,0,0,0,0,0,6,1,0,0
719,24,13,9,2,0,0,0,0,0,0,0,0,0,0,0
720,124,66,36,13,7,2,0,0,0,0,0,4,0,0,0
721,42,19,12,8,2,2,0,0,0,0,0,0,0,0,0
722,1,1,0,0,0,0,0,0,0,0,0,0,0,-1,1
723,8,4,4,0,0,0,0,0,0,0,0,0,0,0,0
724,88,41,27,10,9,1,0,0,0,0,0,2,1,0,0
725,10,4,5,1,0,0,0,0,0,0,0,1,0,0,0
726,10,1,2,4,2,1,0,0,0,0,0,0,0,0,0
727,34,16,19,5,2,2,0,0,0,0,0,1,1,0,0
728,203,169,3,20,3,7,0,1,0,0,0,2,1,-1,0
729,19,8,10,0,0,0,1,0,0,0,0,1,0,0,0
730,127,58,44,10,8,7,0,0,0,0,0,0,0,0,0
731,121,76,31,6,5,3,0,0,0,0,0,3,1,-1,0
732,16,6,7,1,2,0,0,0,0,0,0,1,0,0,0
733,11,6,1,4,0,0,0,0,0,0,0,0,0,0,0
734,159,100,35,15,7,2,0,0,0,0,0,3,0,0,0
735,41,19,15,5,2,0,0,0,0,0,0,0,0,-1,0
736,135,82,35,12,4,2,0,0,0,0,0,2,0,-1,0
737,4,0,2,1,0,1,0,0,0,0,0,0,0,0,0
738,85,44,28,7,4,2,0,0,0,0,0,4,2,0,0
739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
740,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0
741,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
742,5,0,1,3,0,0,1,0,0,0,0,0,0,0,0
743,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0
744,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0
745,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
748,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0
749,79,31,34,6,6,2,0,0,0,0,0,4,2,0,0
750,38,24,13,1,0,0,0,0,0,0,0,2,0,0,0
751,186,80,88,14,3,1,0,0,0,0,0,5,1,0,0
752,128,72,34,15,6,1,0,0,0,0,0,0,0,0,0
753,87,33,35,10,9,0,0,0,0,0,0,1,1,0,0
754,64,38,16,8,2,0,0,0,0,0,0,0,0,0,0
755,28,15,9,3,0,1,0,0,0,0,0,0,0,0,0
756,92,37,44,3,7,0,0,0,0,0,0,4,0,0,0
757,211,100,72,30,4,4,0,0,0,0,0,6,4,0,0
758,109,47,42,14,5,1,0,0,0,0,0,3,0,0,0
759,39,5,29,3,2,0,0,0,0,0,0,4,1,0,0
760,27,8,14,4,1,0,0,0,0,0,0,3,2,0,0
761,57,17,24,10,5,1,0,0,0,0,0,1,1,0,0
762,23,8,13,1,1,0,0,0,0,0,0,4,0,0,0
763,44,14,20,4,5,1,0,0,0,0,0,3,2,0,0
764,116,40,57,9,6,4,0,0,0,0,0,6,2,0,0
765,36,13,14,6,3,0,0,0,0,0,0,1,1,0,0
766,39,19,13,5,2,0,0,0,0,0,0,3,3,0,0
767,105,40,54,4,7,0,0,0,0,0,0,1,0,0,0
768,59,17,28,6,8,0,0,0,0,0,0,5,0,0,0
769,12,9,2,1,0,0,0,0,0,0,0,0,0,0,0
770,64,29,23,7,5,0,0,0,0,0,0,1,1,0,0
771,46,19,21,2,4,0,0,0,0,0,0,2,1,0,0
772,205,103,81,13,4,4,0,0,0,0,0,4,1,0,0
773,164,88,61,9,5,1,0,0,0,0,0,2,0,0,0
774,18,11,2,4,1,0,0,0,0,0,0,0,0,0,0
775,41,29,4,6,2,0,0,0,0,0,0,0,0,0,0
776,125,75,31,7,6,6,0,0,0,0,0,4,1,0,0
777,29,13,11,2,2,1,0,0,0,0,0,2,2,0,0
778,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0
779,57,18,23,6,4,6,0,0,0,0,0,4,1,0,0
780,122,62,52,4,4,0,0,0,0,0,0,1,1,0,0
781,14,9,5,0,0,0,0,0,0,0,0,0,0,0,0
782,41,19,13,6,3,0,0,0,0,0,0,2,1,0,0
783,79,39,31,7,1,1,0,0,0,0,0,3,3,0,0
784,63,24,22,12,4,1,0,0,0,0,0,5,3,0,0
785,11,4,5,1,0,1,0,0,0,0,0,0,0,0,0
786,141,63,46,21,8,3,0,0,0,0,0,9,3,0,0
787,62,31,19,4,6,2,0,0,0,0,0,3,0,0,0
788,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0
789,144,68,54,16,5,1,0,0,0,0,0,1,0,0,0
790,132,57,53,18,1,3,0,0,0,0,0,5,2,0,0
791,352,179,131,22,12,8,0,0,0,0,0,4,1,0,0
792,15,5,6,4,0,0,0,0,0,0,0,1,1,0,0
793,51,31,15,0,5,0,0,0,0,0,0,1,0,0,0
794,35,21,11,2,1,0,0,0,0,0,0,1,1,0,0
795,78,42,23,3,9,1,0,0,0,0,0,3,1,0,0
796,92,54,26,8,3,0,1,0,0,0,0,2,0,0,0
797,11,3,4,2,2,0,0,0,0,0,0,0,0,0,0
798,57,38,17,2,0,0,0,0,0,0,0,0,0,0,0
799,20,8,8,0,3,1,0,0,0,0,0,1,1,0,0
800,48,15,22,6,4,1,0,0,0,0,0,0,0,0,0
801,8,5,2,1,0,0,0,0,0,0,0,0,0,0,0
802,46,20,16,6,1,2,1,0,0,0,0,0,0,0,0
803,9,4,3,1,1,0,0,0,0,0,0,0,0,0,0
804,37,11,15,5,5,1,0,0,0,0,0,2,1,0,0
805,18,14,2,1,0,1,0,0,0,0,0,1,0,0,0
806,37,17,15,2,2,1,0,0,0,0,0,2,0,0,0
807,58,32,21,3,2,0,0,0,0,0,0,3,0,0,0
808,33,12,16,4,0,0,1,0,0,0,0,1,0,0,0
809,48,25,15,3,5,0,0,0,0,0,0,1,0,0,0
810,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
811,8,4,4,0,0,0,0,0,0,0,0,0,0,0,0
812,36,26,8,1,0,1,0,0,0,0,0,0,0,0,0
813,157,53,75,12,13,4,0,0,0,0,0,14,4,0,0
814,160,63,66,23,6,2,0,0,0,0,0,0,0,0,0
815,251,114,93,29,11,2,0,1,0,0,0,7,2,0,0
816,105,63,29,8,4,1,0,0,0,0,0,8,1,0,0
817,256,74,126,25,22,6,0,0,0,0,0,30,5,0,0
818,5,2,2,0,1,0,0,0,0,0,0,0,0,0,0
819,207,44,110,34,15,4,0,0,0,0,0,16,4,0,0
820,214,125,63,16,8,2,0,0,0,0,0,0,0,0,0
821,90,63,14,11,2,0,0,0,0,0,0,0,0,0,0
822,181,120,39,17,2,3,0,0,0,0,0,1,1,0,0
823,67,36,23,5,1,2,0,0,0,0,0,2,2,0,0
824,87,55,24,5,0,3,0,0,0,0,0,3,0,0,0
825,30,9,12,4,1,4,0,0,0,0,0,0,0,0,0
826,165,97,36,14,17,0,0,0,0,0,0,4,1,0,0
827,152,84,41,16,8,2,0,0,0,0,0,5,1,0,0
828,22,10,6,4,1,1,0,0,0,0,0,1,1,0,0
829,62,35,18,7,0,2,0,0,0,0,0,1,0,0,0
830,62,43,9,5,3,1,0,0,0,0,0,0,0,0,0
831,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0
832,81,13,43,15,6,4,0,0,0,0,0,3,1,0,0
833,362,187,132,11,17,13,0,0,0,0,0,8,4,0,0
834,74,41,19,11,3,0,0,0,0,0,0,0,0,0,0
835,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0
836,11,6,3,1,1,0,0,0,0,0,0,2,1,0,0
837,90,59,17,6,3,4,0,0,0,0,0,5,3,0,0
838,150,60,54,14,16,5,1,0,0,0,0,7,3,0,0
839,153,74,58,13,5,2,1,0,0,0,0,5,1,0,0
840,153,67,55,13,13,4,0,0,0,0,0,9,2,0,0
841,49,7,29,7,5,1,0,0,0,0,0,5,0,0,0
842,22,7,13,0,2,0,0,0,0,0,0,1,1,0,0
843,182,50,86,21,23,2,0,0,0,0,0,15,4,0,0
844,222,62,124,19,14,3,0,0,0,0,0,10,4,0,0
845,102,40,49,9,3,1,0,0,0,0,0,4,0,0,0
846,111,38,48,18,6,1,0,0,0,0,0,3,0,0,0
847,51,3,36,9,1,2,0,0,0,0,0,1,0,0,0
848,241,44,159,24,8,1,5,0,0,0,0,5,2,0,0
849,170,37,94,24,13,2,0,0,0,0,0,7,0,0,0
850,92,11,52,18,9,2,0,0,0,0,0,5,1,0,0
851,54,15,33,2,4,0,0,0,0,0,0,1,1,0,0
852,75,13,37,18,5,2,0,0,0,0,0,8,4,0,0
853,106,9,59,28,9,0,0,0,0,0,0,3,0,0,0
854,66,12,26,18,7,3,0,0,0,0,0,4,0,0,0
855,138,30,67,28,8,5,0,0,0,0,0,5,4,0,0
856,241,95,95,31,15,5,0,0,0,0,0,6,1,0,0
857,83,32,33,8,9,1,0,0,0,0,0,6,1,0,0
