SSN,Code,Variable,Where
101,23,func1McTl,NA
101,23,func1XlMe,NA
101,38,func1Oxto,NA
101,21,arch1PMic,NA
101,21,arch1McTl,NA
101,21,arch1XlMe,NA
101,40,arch1Oxto,NA
101,70,neighborhoodChar,NA
102,6,func1PMic,NA
102,4,func1McTl,NA
102,4,func1XlMe,NA
102,38,func1Oxto,NA
102,2,arch1PMic,NA
102,1,arch1McTl,NA
102,1,arch1XlMe,NA
102,40,arch1Oxto,NA
102,68,obsidianSpencePhase1,NA
102,70,neighborhoodChar,NA
103,0,func1PMic,Missing
103,0,func1McTl,Missing
103,0,func1XlMe,Missing
103,0,func1Oxto,Missing
103,7,arch1PMic,NA
103,7,arch1McTl,NA
103,7,arch1XlMe,NA
103,40,arch1Oxto,NA
103,70,neighborhoodChar,NA
104,0,func1PMic,Missing
104,0,func1McTl,Missing
104,0,func1XlMe,Missing
104,0,func1Oxto,Missing
104,8,arch1PMic,NA
104,8,arch1McTl,NA
104,8,arch1XlMe,NA
104,40,arch1Oxto,NA
104,70,neighborhoodChar,NA
105,0,func1PMic,Missing
105,0,func1McTl,Missing
105,0,func1XlMe,Missing
105,0,func1Oxto,Missing
105,8,arch1PMic,NA
105,8,arch1McTl,NA
105,8,arch1XlMe,NA
105,40,arch1Oxto,NA
105,70,neighborhoodChar,NA
106,0,func1PMic,Missing
106,0,func1McTl,Missing
106,0,func1XlMe,Missing
106,0,func1Oxto,Missing
106,8,arch1PMic,NA
106,8,arch1McTl,NA
106,8,arch1XlMe,NA
106,40,arch1Oxto,NA
106,70,neighborhoodChar,NA
107,0,func1PMic,Missing
107,0,func1McTl,Missing
107,0,func1XlMe,Missing
107,0,func1Oxto,Missing
107,8,arch1PMic,NA
107,8,arch1McTl,NA
107,8,arch1XlMe,NA
107,40,arch1Oxto,NA
107,70,neighborhoodChar,NA
108,5,func1PMic,NA
108,5,func1McTl,NA
108,5,func1XlMe,NA
108,38,func1Oxto,NA
108,7,arch1PMic,NA
108,7,arch1McTl,NA
108,7,arch1XlMe,NA
108,40,arch1Oxto,NA
108,68,obsidianSpencePhase1,NA
108,70,neighborhoodChar,NA
109,6,func1PMic,NA
109,4,func1McTl,NA
109,4,func1XlMe,NA
109,38,func1Oxto,NA
109,2,arch1PMic,NA
109,1,arch1McTl,NA
109,1,arch1XlMe,NA
109,40,arch1Oxto,NA
109,70,neighborhoodChar,NA
110,0,func1PMic,Missing
110,5,func1McTl,NA
110,5,func1XlMe,NA
110,5,func1Oxto,NA
110,8,arch1PMic,NA
110,7,arch1McTl,NA
110,7,arch1XlMe,NA
110,7,arch1Oxto,NA
110,7,arch2PMic,NA
110,5,func2PMic,NA
110,70,neighborhoodChar,NA
111,6,func1PMic,NA
111,4,func1McTl,NA
111,4,func1XlMe,NA
111,6,func1Oxto,NA
111,2,arch1PMic,NA
111,1,arch1McTl,NA
111,1,arch1XlMe,NA
111,2,arch1Oxto,NA
111,70,neighborhoodChar,NA
112,36,func1PMic,NA
112,5,func1McTl,NA
112,5,func1XlMe,NA
112,38,func1Oxto,NA
112,8,arch1PMic,NA
112,7,arch1McTl,NA
112,7,arch1XlMe,NA
112,40,arch1Oxto,NA
112,70,neighborhoodChar,NA
113,6,func1PMic,NA
113,4,func1McTl,NA
113,4,func1XlMe,NA
113,38,func1Oxto,NA
113,2,arch1PMic,NA
113,1,arch1McTl,NA
113,1,arch1XlMe,NA
113,40,arch1Oxto,NA
113,70,neighborhoodChar,NA
114,6,func1PMic,NA
114,4,func1McTl,NA
114,4,func1XlMe,NA
114,6,func1Oxto,NA
114,2,arch1PMic,NA
114,1,arch1McTl,NA
114,1,arch1XlMe,NA
114,40,arch1Oxto,NA
114,70,neighborhoodChar,NA
115,6,func1PMic,NA
115,4,func1McTl,NA
115,4,func1XlMe,NA
115,38,func1Oxto,NA
115,2,arch1PMic,NA
115,1,arch1McTl,NA
115,1,arch1XlMe,NA
115,40,arch1Oxto,NA
115,70,neighborhoodChar,NA
116,5,func1PMic,NA
116,5,func1McTl,NA
116,38,func1XlMe,NA
116,38,func1Oxto,NA
116,7,arch1PMic,NA
116,7,arch1McTl,NA
116,40,arch1XlMe,NA
116,40,arch1Oxto,NA
116,70,neighborhoodChar,NA
117,5,func1PMic,NA
117,5,func1McTl,NA
117,5,func1XlMe,NA
117,38,func1Oxto,NA
117,7,arch1PMic,NA
117,7,arch1McTl,NA
117,7,arch1XlMe,NA
117,40,arch1Oxto,NA
117,70,neighborhoodChar,NA
118,5,func1PMic,NA
118,5,func1McTl,NA
118,5,func1XlMe,NA
118,38,func1Oxto,NA
118,7,arch1PMic,NA
118,7,arch1McTl,NA
118,7,arch1XlMe,NA
118,40,arch1Oxto,NA
118,70,neighborhoodChar,NA
119,5,func1PMic,NA
119,5,func1McTl,NA
119,5,func1XlMe,NA
119,38,func1Oxto,NA
119,7,arch1PMic,NA
119,7,arch1McTl,NA
119,7,arch1XlMe,NA
119,40,arch1Oxto,NA
119,70,neighborhoodChar,NA
120,5,func1PMic,NA
120,38,func1McTl,NA
120,38,func1XlMe,NA
120,38,func1Oxto,NA
120,7,arch1PMic,NA
120,40,arch1McTl,NA
120,40,arch1XlMe,NA
120,40,arch1Oxto,NA
120,58,archInt1PaTz,NA
120,22,func2PMic,NA
120,70,neighborhoodChar,NA
121,5,func1PMic,NA
121,38,func1McTl,NA
121,38,func1XlMe,NA
121,38,func1Oxto,NA
121,7,arch1PMic,NA
121,40,arch1McTl,NA
121,40,arch1XlMe,NA
121,40,arch1Oxto,NA
121,70,neighborhoodChar,NA
122,5,func1PMic,NA
122,5,func1McTl,NA
122,38,func1XlMe,NA
122,38,func1Oxto,NA
122,7,arch1PMic,NA
122,7,arch1McTl,NA
122,40,arch1XlMe,NA
122,40,arch1Oxto,NA
122,70,neighborhoodChar,NA
123,5,func1PMic,NA
123,38,func1McTl,NA
123,38,func1XlMe,NA
123,38,func1Oxto,NA
123,7,arch1PMic,NA
123,40,arch1McTl,NA
123,40,arch1XlMe,NA
123,40,arch1Oxto,NA
123,70,neighborhoodChar,NA
124,5,func1PMic,NA
124,38,func1McTl,NA
124,38,func1XlMe,NA
124,37,func1Oxto,NA
124,7,arch1PMic,NA
124,40,arch1McTl,NA
124,40,arch1XlMe,NA
124,40,arch1Oxto,NA
124,58,archInt1PaTz,NA
124,30,func2PMic,NA
124,70,neighborhoodChar,NA
125,5,func1PMic,NA
125,38,func1McTl,NA
125,38,func1XlMe,NA
125,38,func1Oxto,NA
125,7,arch1PMic,NA
125,40,arch1McTl,NA
125,40,arch1XlMe,NA
125,40,arch1Oxto,NA
125,70,neighborhoodChar,NA
126,36,func1PMic,NA
126,38,func1McTl,NA
126,38,func1XlMe,NA
126,38,func1Oxto,NA
126,8,arch1PMic,NA
126,40,arch1McTl,NA
126,40,arch1XlMe,NA
126,40,arch1Oxto,NA
126,70,neighborhoodChar,NA
127,36,func1PMic,NA
127,38,func1McTl,NA
127,38,func1XlMe,NA
127,38,func1Oxto,NA
127,8,arch1PMic,NA
127,40,arch1McTl,NA
127,40,arch1XlMe,NA
127,40,arch1Oxto,NA
127,70,neighborhoodChar,NA
128,36,func1PMic,NA
128,38,func1McTl,NA
128,38,func1XlMe,NA
128,38,func1Oxto,NA
128,8,arch1PMic,NA
128,40,arch1McTl,NA
128,40,arch1XlMe,NA
128,40,arch1Oxto,NA
128,70,neighborhoodChar,NA
129,36,func1PMic,NA
129,38,func1McTl,NA
129,38,func1XlMe,NA
129,38,func1Oxto,NA
129,7,arch1PMic,NA
129,40,arch1McTl,NA
129,40,arch1XlMe,NA
129,40,arch1Oxto,NA
129,70,neighborhoodChar,NA
130,5,func1PMic,NA
130,5,func1McTl,NA
130,38,func1XlMe,NA
130,38,func1Oxto,NA
130,7,arch1PMic,NA
130,7,arch1McTl,NA
130,40,arch1XlMe,NA
130,40,arch1Oxto,NA
130,70,neighborhoodChar,NA
131,5,func1PMic,NA
131,38,func1McTl,NA
131,38,func1XlMe,NA
131,38,func1Oxto,NA
131,7,arch1PMic,NA
131,40,arch1McTl,NA
131,40,arch1XlMe,NA
131,40,arch1Oxto,NA
131,70,neighborhoodChar,NA
132,5,func1PMic,NA
132,38,func1McTl,NA
132,38,func1XlMe,NA
132,38,func1Oxto,NA
132,7,arch1PMic,NA
132,40,arch1McTl,NA
132,40,arch1XlMe,NA
132,40,arch1Oxto,NA
132,70,neighborhoodChar,NA
133,5,func1PMic,NA
133,38,func1McTl,NA
133,38,func1XlMe,NA
133,38,func1Oxto,NA
133,7,arch1PMic,NA
133,40,arch1McTl,NA
133,40,arch1XlMe,NA
133,40,arch1Oxto,NA
133,70,neighborhoodChar,NA
134,5,func1PMic,NA
134,38,func1McTl,NA
134,38,func1XlMe,NA
134,38,func1Oxto,NA
134,7,arch1PMic,NA
134,40,arch1McTl,NA
134,40,arch1XlMe,NA
134,40,arch1Oxto,NA
134,70,neighborhoodChar,NA
135,36,func1PMic,NA
135,38,func1McTl,NA
135,5,func1XlMe,NA
135,38,func1Oxto,NA
135,7,arch1PMic,NA
135,40,arch1McTl,NA
135,7,arch1XlMe,NA
135,40,arch1Oxto,NA
135,70,neighborhoodChar,NA
136,5,func1PMic,NA
136,36,func1McTl,NA
136,38,func1XlMe,NA
136,38,func1Oxto,NA
136,7,arch1PMic,NA
136,8,arch1McTl,NA
136,40,arch1XlMe,NA
136,40,arch1Oxto,NA
136,70,neighborhoodChar,NA
137,36,func1PMic,NA
137,36,func1McTl,NA
137,38,func1XlMe,NA
137,38,func1Oxto,NA
137,8,arch1PMic,NA
137,8,arch1McTl,NA
137,40,arch1XlMe,NA
137,40,arch1Oxto,NA
137,70,neighborhoodChar,NA
138,38,func1PMic,NA
138,5,func1McTl,NA
138,38,func1XlMe,NA
138,38,func1Oxto,NA
138,40,arch1PMic,NA
138,40,arch1McTl,NA
138,40,arch1XlMe,NA
138,40,arch1Oxto,NA
138,70,neighborhoodChar,NA
139,38,func1PMic,NA
139,38,func1McTl,NA
139,38,func1XlMe,NA
139,38,func1Oxto,NA
139,8,arch1PMic,NA
139,8,arch1McTl,NA
139,8,arch1XlMe,NA
139,40,arch1Oxto,NA
139,70,neighborhoodChar,NA
140,5,func1PMic,NA
140,5,func1McTl,NA
140,5,func1XlMe,NA
140,38,func1Oxto,NA
140,7,arch1PMic,NA
140,7,arch1McTl,NA
140,7,arch1XlMe,NA
140,40,arch1Oxto,NA
140,70,neighborhoodChar,NA
141,5,func1PMic,NA
141,38,func1McTl,NA
141,38,func1XlMe,NA
141,38,func1Oxto,NA
141,7,arch1PMic,NA
141,40,arch1McTl,NA
141,40,arch1XlMe,NA
141,40,arch1Oxto,NA
141,70,neighborhoodChar,NA
142,5,func1PMic,NA
142,38,func1McTl,NA
142,38,func1XlMe,NA
142,38,func1Oxto,NA
142,7,arch1PMic,NA
142,40,arch1McTl,NA
142,40,arch1XlMe,NA
142,40,arch1Oxto,NA
142,70,neighborhoodChar,NA
143,5,func1PMic,NA
143,38,func1McTl,NA
143,38,func1XlMe,NA
143,38,func1Oxto,NA
143,7,arch1PMic,NA
143,40,arch1McTl,NA
143,40,arch1XlMe,NA
143,40,arch1Oxto,NA
143,70,neighborhoodChar,NA
144,5,func1PMic,NA
144,38,func1McTl,NA
144,38,func1XlMe,NA
144,38,func1Oxto,NA
144,7,arch1PMic,NA
144,40,arch1McTl,NA
144,40,arch1XlMe,NA
144,40,arch1Oxto,NA
144,70,neighborhoodChar,NA
145,5,func1PMic,NA
145,38,func1McTl,NA
145,38,func1XlMe,NA
145,38,func1Oxto,NA
145,7,arch1PMic,NA
145,40,arch1McTl,NA
145,40,arch1XlMe,NA
145,40,arch1Oxto,NA
145,70,neighborhoodChar,NA
146,5,func1PMic,NA
146,38,func1McTl,NA
146,38,func1XlMe,NA
146,38,func1Oxto,NA
146,7,arch1PMic,NA
146,40,arch1McTl,NA
146,40,arch1XlMe,NA
146,40,arch1Oxto,NA
146,70,neighborhoodChar,NA
147,5,func1PMic,NA
147,5,func1McTl,NA
147,38,func1XlMe,NA
147,38,func1Oxto,NA
147,7,arch1PMic,NA
147,7,arch1McTl,NA
147,40,arch1XlMe,NA
147,40,arch1Oxto,NA
147,70,neighborhoodChar,NA
148,5,func1PMic,NA
148,38,func1McTl,NA
148,38,func1XlMe,NA
148,38,func1Oxto,NA
148,7,arch1PMic,NA
148,40,arch1McTl,NA
148,40,arch1XlMe,NA
148,40,arch1Oxto,NA
148,70,neighborhoodChar,NA
149,5,func1PMic,NA
149,38,func1McTl,NA
149,38,func1XlMe,NA
149,38,func1Oxto,NA
149,7,arch1PMic,NA
149,40,arch1McTl,NA
149,40,arch1XlMe,NA
149,40,arch1Oxto,NA
149,70,neighborhoodChar,NA
150,5,func1PMic,NA
150,38,func1McTl,NA
150,38,func1XlMe,NA
150,38,func1Oxto,NA
150,7,arch1PMic,NA
150,40,arch1McTl,NA
150,40,arch1XlMe,NA
150,40,arch1Oxto,NA
150,68,obsidianSpencePhase1,NA
150,70,neighborhoodChar,NA
151,5,func1PMic,NA
151,38,func1McTl,NA
151,38,func1XlMe,NA
151,38,func1Oxto,NA
151,7,arch1PMic,NA
151,40,arch1McTl,NA
151,40,arch1XlMe,NA
151,40,arch1Oxto,NA
151,70,neighborhoodChar,NA
152,5,func1PMic,NA
152,38,func1McTl,NA
152,38,func1XlMe,NA
152,38,func1Oxto,NA
152,7,arch1PMic,NA
152,40,arch1McTl,NA
152,40,arch1XlMe,NA
152,40,arch1Oxto,NA
152,70,neighborhoodChar,NA
153,62,obsidianField,NA
153,5,func1PMic,NA
153,38,func1McTl,NA
153,38,func1XlMe,NA
153,38,func1Oxto,NA
153,7,arch1PMic,NA
153,40,arch1McTl,NA
153,40,arch1XlMe,NA
153,40,arch1Oxto,NA
153,70,neighborhoodChar,NA
154,62,obsidianField,NA
154,5,func1PMic,NA
154,38,func1McTl,NA
154,38,func1XlMe,NA
154,38,func1Oxto,NA
154,7,arch1PMic,NA
154,40,arch1McTl,NA
154,40,arch1XlMe,NA
154,40,arch1Oxto,NA
154,70,neighborhoodChar,NA
155,5,func1PMic,NA
155,38,func1McTl,NA
155,38,func1XlMe,NA
155,38,func1Oxto,NA
155,7,arch1PMic,NA
155,40,arch1McTl,NA
155,40,arch1XlMe,NA
155,40,arch1Oxto,NA
155,70,neighborhoodChar,NA
156,5,func1PMic,NA
156,38,func1McTl,NA
156,38,func1XlMe,NA
156,38,func1Oxto,NA
156,7,arch1PMic,NA
156,40,arch1McTl,NA
156,40,arch1XlMe,NA
156,40,arch1Oxto,NA
156,70,neighborhoodChar,NA
157,5,func1PMic,NA
157,38,func1McTl,NA
157,38,func1XlMe,NA
157,38,func1Oxto,NA
157,7,arch1PMic,NA
157,40,arch1McTl,NA
157,40,arch1XlMe,NA
157,40,arch1Oxto,NA
157,70,neighborhoodChar,NA
158,5,func1PMic,NA
158,38,func1McTl,NA
158,38,func1XlMe,NA
158,38,func1Oxto,NA
158,7,arch1PMic,NA
158,40,arch1McTl,NA
158,40,arch1XlMe,NA
158,40,arch1Oxto,NA
158,70,neighborhoodChar,NA
159,65,obsidianField,NA
159,5,func1PMic,NA
159,5,func1McTl,NA
159,38,func1XlMe,NA
159,38,func1Oxto,NA
159,7,arch1PMic,NA
159,7,arch1McTl,NA
159,40,arch1XlMe,NA
159,40,arch1Oxto,NA
159,68,obsidianSpencePhase1,NA
159,70,neighborhoodChar,NA
160,65,obsidianField,NA
160,5,func1PMic,NA
160,5,func1McTl,NA
160,38,func1XlMe,NA
160,38,func1Oxto,NA
160,7,arch1PMic,NA
160,7,arch1McTl,NA
160,40,arch1XlMe,NA
160,40,arch1Oxto,NA
160,68,obsidianSpencePhase1,NA
160,70,neighborhoodChar,NA
161,5,func1PMic,NA
161,38,func1McTl,NA
161,38,func1XlMe,NA
161,38,func1Oxto,NA
161,7,arch1PMic,NA
161,40,arch1McTl,NA
161,40,arch1XlMe,NA
161,40,arch1Oxto,NA
161,68,obsidianSpencePhase1,NA
161,70,neighborhoodChar,NA
162,38,func1PMic,NA
162,38,func1McTl,NA
162,38,func1XlMe,NA
162,38,func1Oxto,NA
162,40,arch1PMic,NA
162,40,arch1McTl,NA
162,40,arch1XlMe,NA
162,40,arch1Oxto,NA
162,70,neighborhoodChar,NA
163,38,func1PMic,NA
163,38,func1McTl,NA
163,38,func1XlMe,NA
163,38,func1Oxto,NA
163,40,arch1PMic,NA
163,40,arch1McTl,NA
163,40,arch1XlMe,NA
163,40,arch1Oxto,NA
163,70,neighborhoodChar,NA
164,38,func1PMic,NA
164,38,func1McTl,NA
164,38,func1XlMe,NA
164,38,func1Oxto,NA
164,40,arch1PMic,NA
164,40,arch1McTl,NA
164,40,arch1XlMe,NA
164,40,arch1Oxto,NA
164,70,neighborhoodChar,NA
165,22,func1PMic,NA
165,22,func1McTl,NA
165,22,func1XlMe,NA
165,38,func1Oxto,NA
165,21,arch1PMic,NA
165,26,arch1McTl,NA
165,26,arch1XlMe,NA
165,40,arch1Oxto,NA
165,43,funcResPaTz,NA
165,43,funcResMcTl,NA
165,43,funcResXlMt,NA
165,43,funcTmpPaTz,NA
165,43,funcTmpMcTl,NA
165,43,funcTmpXlMt,NA
165,50,funcIntPaTz,NA
165,50,funcIntMcTl,NA
165,50,funcIntXlMt,NA
165,57,archInt1PaTz,NA
165,57,archInt1McTl,NA
165,57,archInt1XlMt,NA
165,70,neighborhoodChar,NA
165,100,complexNum,NA
166,22,func1PMic,NA
166,22,func1McTl,NA
166,22,func1XlMe,NA
166,38,func1Oxto,NA
166,21,arch1PMic,NA
166,26,arch1McTl,NA
166,26,arch1XlMe,NA
166,40,arch1Oxto,NA
166,43,funcResPaTz,NA
166,43,funcResMcTl,NA
166,43,funcResXlMt,NA
166,43,funcTmpPaTz,NA
166,43,funcTmpMcTl,NA
166,43,funcTmpXlMt,NA
166,50,funcIntPaTz,NA
166,50,funcIntMcTl,NA
166,50,funcIntXlMt,NA
166,57,archInt1PaTz,NA
166,57,archInt1McTl,NA
166,57,archInt1XlMt,NA
166,70,neighborhoodChar,NA
166,100,complexNum,NA
167,6,func1PMic,NA
167,4,func1McTl,NA
167,4,func1XlMe,NA
167,38,func1Oxto,NA
167,2,arch1PMic,NA
167,1,arch1McTl,NA
167,1,arch1XlMe,NA
167,40,arch1Oxto,NA
167,43,funcResPaTz,NA
167,43,funcResMcTl,NA
167,43,funcResXlMt,NA
167,43,funcTmpPaTz,NA
167,43,funcTmpMcTl,NA
167,43,funcTmpXlMt,NA
167,50,funcIntPaTz,NA
167,50,funcIntMcTl,NA
167,50,funcIntXlMt,NA
167,57,archInt1PaTz,NA
167,57,archInt1McTl,NA
167,57,archInt1XlMt,NA
167,70,neighborhoodChar,NA
167,100,complexNum,NA
168,23,func1PMic,NA
168,23,func1McTl,NA
168,23,func1XlMe,NA
168,38,func1Oxto,NA
168,21,arch1PMic,NA
168,24,arch1McTl,NA
168,24,arch1XlMe,NA
168,40,arch1Oxto,NA
168,43,funcResPaTz,NA
168,43,funcResMcTl,NA
168,43,funcResXlMt,NA
168,43,funcTmpPaTz,NA
168,43,funcTmpMcTl,NA
168,43,funcTmpXlMt,NA
168,50,funcIntPaTz,NA
168,50,funcIntMcTl,NA
168,50,funcIntXlMt,NA
168,57,archInt1PaTz,NA
168,57,archInt1McTl,NA
168,57,archInt1XlMt,NA
168,70,neighborhoodChar,NA
168,100,complexNum,NA
169,14,func1PMic,NA
169,12,func1McTl,NA
169,14,func1XlMe,NA
169,38,func1Oxto,NA
169,14,arch1PMic,NA
169,14,arch1McTl,NA
169,14,arch1XlMe,NA
169,40,arch1Oxto,NA
169,43,funcResPaTz,NA
169,43,funcResMcTl,NA
169,43,funcResXlMt,NA
169,43,funcTmpPaTz,NA
169,43,funcTmpMcTl,NA
169,43,funcTmpXlMt,NA
169,50,funcIntPaTz,NA
169,50,funcIntMcTl,NA
169,50,funcIntXlMt,NA
169,57,archInt1PaTz,NA
169,57,archInt1McTl,NA
169,57,archInt1XlMt,NA
169,70,neighborhoodChar,NA
169,100,complexNum,NA
170,5,func1PMic,NA
170,5,func1McTl,NA
170,5,func1XlMe,NA
170,38,func1Oxto,NA
170,7,arch1PMic,NA
170,7,arch1McTl,NA
170,7,arch1XlMe,NA
170,40,arch1Oxto,NA
170,43,funcResPaTz,NA
170,43,funcResMcTl,NA
170,43,funcResXlMt,NA
170,43,funcTmpPaTz,NA
170,43,funcTmpMcTl,NA
170,43,funcTmpXlMt,NA
170,50,funcIntPaTz,NA
170,50,funcIntMcTl,NA
170,50,funcIntXlMt,NA
170,57,archInt1PaTz,NA
170,57,archInt1McTl,NA
170,57,archInt1XlMt,NA
170,70,neighborhoodChar,NA
170,100,complexNum,NA
171,23,func1PMic,NA
171,23,func1McTl,NA
171,23,func1XlMe,NA
171,23,func1Oxto,NA
171,21,arch1PMic,NA
171,24,arch1McTl,NA
171,24,arch1XlMe,NA
171,24,arch1Oxto,NA
171,43,funcResPaTz,NA
171,43,funcResMcTl,NA
171,43,funcResXlMt,NA
171,43,funcTmpPaTz,NA
171,43,funcTmpMcTl,NA
171,43,funcTmpXlMt,NA
171,50,funcIntPaTz,NA
171,50,funcIntMcTl,NA
171,50,funcIntXlMt,NA
171,57,archInt1PaTz,NA
171,57,archInt1McTl,NA
171,57,archInt1XlMt,NA
171,70,neighborhoodChar,NA
171,100,complexNum,NA
172,23,func1PMic,NA
172,23,func1McTl,NA
172,23,func1XlMe,NA
172,38,func1Oxto,NA
172,21,arch1PMic,NA
172,24,arch1McTl,NA
172,24,arch1XlMe,NA
172,40,arch1Oxto,NA
172,43,funcResPaTz,NA
172,43,funcResMcTl,NA
172,43,funcResXlMt,NA
172,43,funcTmpPaTz,NA
172,43,funcTmpMcTl,NA
172,43,funcTmpXlMt,NA
172,50,funcIntPaTz,NA
172,50,funcIntMcTl,NA
172,50,funcIntXlMt,NA
172,57,archInt1PaTz,NA
172,57,archInt1McTl,NA
172,57,archInt1XlMt,NA
172,70,neighborhoodChar,NA
172,100,complexNum,NA
173,6,func1PMic,NA
173,4,func1McTl,NA
173,4,func1XlMe,NA
173,38,func1Oxto,NA
173,2,arch1PMic,NA
173,1,arch1McTl,NA
173,1,arch1XlMe,NA
173,40,arch1Oxto,NA
173,43,funcResPaTz,NA
173,43,funcResMcTl,NA
173,43,funcResXlMt,NA
173,43,funcTmpPaTz,NA
173,43,funcTmpMcTl,NA
173,43,funcTmpXlMt,NA
173,50,funcIntPaTz,NA
173,50,funcIntMcTl,NA
173,50,funcIntXlMt,NA
173,57,archInt1PaTz,NA
173,57,archInt1McTl,NA
173,57,archInt1XlMt,NA
173,70,neighborhoodChar,NA
173,100,complexNum,NA
174,23,func1PMic,NA
174,23,func1McTl,NA
174,23,func1XlMe,NA
174,38,func1Oxto,NA
174,21,arch1PMic,NA
174,24,arch1McTl,NA
174,24,arch1XlMe,NA
174,40,arch1Oxto,NA
174,43,funcResPaTz,NA
174,43,funcResMcTl,NA
174,43,funcResXlMt,NA
174,43,funcTmpPaTz,NA
174,43,funcTmpMcTl,NA
174,43,funcTmpXlMt,NA
174,50,funcIntPaTz,NA
174,50,funcIntMcTl,NA
174,50,funcIntXlMt,NA
174,57,archInt1PaTz,NA
174,57,archInt1McTl,NA
174,57,archInt1XlMt,NA
174,70,neighborhoodChar,NA
174,100,complexNum,NA
175,22,func1PMic,NA
175,22,func1McTl,NA
175,22,func1XlMe,NA
175,22,func1Oxto,NA
175,21,arch1PMic,NA
175,26,arch1McTl,NA
175,26,arch1XlMe,NA
175,26,arch1Oxto,NA
175,43,funcResPaTz,NA
175,43,funcResMcTl,NA
175,43,funcResXlMt,NA
175,43,funcTmpPaTz,NA
175,43,funcTmpMcTl,NA
175,43,funcTmpXlMt,NA
175,50,funcIntPaTz,NA
175,50,funcIntMcTl,NA
175,50,funcIntXlMt,NA
175,57,archInt1PaTz,NA
175,57,archInt1McTl,NA
175,57,archInt1XlMt,NA
175,70,neighborhoodChar,NA
175,100,complexNum,NA
176,6,func1PMic,NA
176,4,func1McTl,NA
176,4,func1XlMe,NA
176,38,func1Oxto,NA
176,2,arch1PMic,NA
176,1,arch1McTl,NA
176,1,arch1XlMe,NA
176,40,arch1Oxto,NA
176,43,funcResPaTz,NA
176,43,funcResMcTl,NA
176,43,funcResXlMt,NA
176,43,funcTmpPaTz,NA
176,43,funcTmpMcTl,NA
176,43,funcTmpXlMt,NA
176,50,funcIntPaTz,NA
176,50,funcIntMcTl,NA
176,50,funcIntXlMt,NA
176,57,archInt1PaTz,NA
176,57,archInt1McTl,NA
176,57,archInt1XlMt,NA
176,70,neighborhoodChar,NA
176,100,complexNum,NA
177,5,func1PMic,NA
177,5,func1McTl,NA
177,5,func1XlMe,NA
177,38,func1Oxto,NA
177,7,arch1PMic,NA
177,7,arch1McTl,NA
177,7,arch1XlMe,NA
177,40,arch1Oxto,NA
177,43,funcResPaTz,NA
177,43,funcResMcTl,NA
177,43,funcResXlMt,NA
177,43,funcTmpPaTz,NA
177,43,funcTmpMcTl,NA
177,43,funcTmpXlMt,NA
177,50,funcIntPaTz,NA
177,50,funcIntMcTl,NA
177,50,funcIntXlMt,NA
177,57,archInt1PaTz,NA
177,57,archInt1McTl,NA
177,57,archInt1XlMt,NA
177,70,neighborhoodChar,NA
177,100,complexNum,NA
178,5,func1PMic,NA
178,5,func1McTl,NA
178,5,func1XlMe,NA
178,38,func1Oxto,NA
178,7,arch1PMic,NA
178,7,arch1McTl,NA
178,7,arch1XlMe,NA
178,40,arch1Oxto,NA
178,70,neighborhoodChar,NA
179,6,func1PMic,NA
179,4,func1McTl,NA
179,4,func1XlMe,NA
179,38,func1Oxto,NA
179,2,arch1PMic,NA
179,1,arch1McTl,NA
179,1,arch1XlMe,NA
179,40,arch1Oxto,NA
179,70,neighborhoodChar,NA
180,5,func1PMic,NA
180,5,func1McTl,NA
180,5,func1XlMe,NA
180,38,func1Oxto,NA
180,7,arch1PMic,NA
180,7,arch1McTl,NA
180,7,arch1XlMe,NA
180,40,arch1Oxto,NA
180,70,neighborhoodChar,NA
181,5,func1PMic,NA
181,5,func1McTl,NA
181,38,func1XlMe,NA
181,38,func1Oxto,NA
181,7,arch1PMic,NA
181,7,arch1McTl,NA
181,40,arch1XlMe,NA
181,40,arch1Oxto,NA
181,70,neighborhoodChar,NA
182,6,func1PMic,NA
182,4,func1McTl,NA
182,4,func1XlMe,NA
182,38,func1Oxto,NA
182,2,arch1PMic,NA
182,1,arch1McTl,NA
182,1,arch1XlMe,NA
182,40,arch1Oxto,NA
182,70,neighborhoodChar,NA
183,5,func1PMic,NA
183,5,func1McTl,NA
183,38,func1XlMe,NA
183,38,func1Oxto,NA
183,7,arch1PMic,NA
183,7,arch1McTl,NA
183,40,arch1XlMe,NA
183,40,arch1Oxto,NA
183,70,neighborhoodChar,NA
184,5,func1PMic,NA
184,5,func1McTl,NA
184,38,func1XlMe,NA
184,5,func1Oxto,NA
184,7,arch1PMic,NA
184,7,arch1McTl,NA
184,40,arch1XlMe,NA
184,7,arch1Oxto,NA
184,70,neighborhoodChar,NA
185,5,func1PMic,NA
185,5,func1McTl,NA
185,5,func1XlMe,NA
185,38,func1Oxto,NA
185,7,arch1PMic,NA
185,7,arch1McTl,NA
185,7,arch1XlMe,NA
185,40,arch1Oxto,NA
185,70,neighborhoodChar,NA
186,5,func1PMic,NA
186,38,func1McTl,NA
186,38,func1XlMe,NA
186,38,func1Oxto,NA
186,7,arch1PMic,NA
186,40,arch1McTl,NA
186,40,arch1XlMe,NA
186,40,arch1Oxto,NA
186,70,neighborhoodChar,NA
187,5,func1PMic,NA
187,5,func1McTl,NA
187,38,func1XlMe,NA
187,38,func1Oxto,NA
187,7,arch1PMic,NA
