ArtCode1,ArtCode2,ArtCode3,SSN,Count,Where
1,12,80,1016,0,Missing
1,12,81,1016,0,Missing
1,12,82,1016,0,Missing
1,12,46,1016,0,Missing
1,12,84,1016,2,NA
2,9,45,1016,2,NA
2,9,46,1016,2,NA
2,8,37,1016,1,NA
2,8,38,1016,2,NA
1,10,64,1016,3,NA
1,16,107,1016,14,NA
1,15,101,1016,11,NA
1,15,102,1016,1,NA
1,15,103,1016,3,NA
1,15,104,1016,3,NA
1,11,70,1016,6,NA
1,14,95,1016,2,NA
1,14,96,1016,1,NA
1,14,97,1016,0,Missing
2,9,62,1016,6,NA
2,9,63,1016,1,NA
1,10,65,1016,25,NA
2,9,44,1016,3,NA
0,0,146,1016,1050,NA
6,22,124,1017,4,NA
6,22,125,1017,6,NA
6,22,126,1017,2,NA
6,22,128,1017,2,NA
6,22,131,1017,3,NA
6,22,136,1017,0,Missing
1,19,112,1017,23,NA
1,19,113,1017,52,NA
1,19,114,1017,11,NA
1,19,115,1017,11,NA
1,19,116,1017,2,NA
1,17,111,1017,3,NA
1,18,18,1017,0,Missing
1,12,75,1017,0,Missing
1,12,76,1017,0,Missing
1,12,77,1017,0,Missing
1,12,78,1017,0,Missing
1,12,79,1017,0,Missing
1,12,80,1017,0,Missing
1,12,81,1017,0,Missing
1,12,82,1017,0,Missing
1,12,46,1017,0,Missing
2,7,27,1017,0,Missing
2,7,28,1017,0,Missing
2,7,29,1017,0,Missing
2,7,30,1017,0,Missing
2,9,45,1017,3,NA
2,9,46,1017,6,NA
1,16,107,1017,8,NA
1,15,101,1017,6,NA
1,15,102,1017,6,NA
1,15,103,1017,5,NA
1,15,104,1017,4,NA
1,11,69,1017,3,NA
1,11,70,1017,2,NA
1,14,95,1017,2,NA
1,14,96,1017,2,NA
1,14,97,1017,0,Missing
1,13,92,1017,1,NA
2,9,62,1017,4,NA
2,9,63,1017,1,NA
1,10,65,1017,44,NA
2,9,44,1017,40,NA
0,0,146,1017,2200,NA
0,0,147,1017,3,NA
0,0,148,1017,816,NA
3,3,109,1018,3,NA
6,22,125,1018,3,NA
6,22,127,1018,1,NA
6,22,128,1018,1,NA
6,22,136,1018,0,Missing
1,19,112,1018,131,NA
1,19,113,1018,48,NA
1,19,114,1018,3,NA
1,19,115,1018,3,NA
1,19,116,1018,1,NA
1,12,74,1018,1,NA
1,12,75,1018,0,Missing
1,12,76,1018,0,Missing
1,12,77,1018,0,Missing
1,12,78,1018,0,Missing
1,12,79,1018,0,Missing
1,12,80,1018,1,NA
1,12,81,1018,0,Missing
1,12,82,1018,0,Missing
1,12,46,1018,0,Missing
1,12,84,1018,2,NA
2,7,27,1018,0,Missing
2,7,28,1018,0,Missing
2,7,29,1018,0,Missing
2,7,30,1018,0,Missing
2,9,53,1018,1,NA
2,9,45,1018,5,NA
2,9,46,1018,14,NA
1,16,107,1018,1,NA
1,15,101,1018,4,NA
1,15,102,1018,2,NA
1,15,103,1018,4,NA
1,15,104,1018,1,NA
1,11,70,1018,1,NA
2,9,62,1018,1,NA
2,9,63,1018,2,NA
1,10,65,1018,17,NA
2,9,44,1018,2,NA
0,0,146,1018,1150,NA
0,0,147,1018,8,NA
0,0,148,1018,0,Missing
3,3,109,1019,8,NA
6,22,124,1019,1,NA
6,22,125,1019,1,NA
6,22,126,1019,3,NA
6,22,128,1019,2,NA
6,22,131,1019,4,NA
6,22,136,1019,0,Missing
6,22,141,1019,1,NA
1,19,112,1019,135,NA
1,19,113,1019,110,NA
1,19,114,1019,19,NA
1,19,115,1019,13,NA
1,19,116,1019,6,NA
1,12,75,1019,0,Missing
1,12,76,1019,0,Missing
1,12,77,1019,0,Missing
1,12,78,1019,0,Missing
1,12,79,1019,0,Missing
1,12,80,1019,0,Missing
1,12,81,1019,0,Missing
1,12,82,1019,0,Missing
1,12,46,1019,0,Missing
1,12,84,1019,2,NA
2,7,27,1019,0,Missing
2,7,28,1019,0,Missing
2,7,29,1019,0,Missing
2,7,30,1019,0,Missing
2,7,31,1019,3,NA
2,7,32,1019,3,NA
2,9,52,1019,1,NA
2,9,53,1019,1,NA
2,9,45,1019,7,NA
2,8,36,1019,2,NA
2,8,37,1019,2,NA
2,8,38,1019,2,NA
1,10,64,1019,1,NA
1,16,107,1019,3,NA
1,15,101,1019,7,NA
1,15,102,1019,5,NA
1,15,103,1019,15,NA
1,15,104,1019,3,NA
1,14,95,1019,4,NA
1,14,96,1019,3,NA
1,14,97,1019,0,Missing
2,9,57,1019,1,NA
1,13,92,1019,1,NA
2,9,58,1019,3,NA
2,9,62,1019,9,NA
2,9,63,1019,2,NA
1,10,65,1019,52,NA
2,9,44,1019,3,NA
0,0,146,1019,1680,NA
0,0,147,1019,3,NA
0,0,148,1019,1126,NA
6,22,124,102,1,NA
6,22,125,102,5,NA
6,22,131,102,1,NA
6,22,136,102,0,Missing
1,19,112,102,31,NA
1,19,113,102,74,NA
1,19,114,102,22,NA
1,19,115,102,16,NA
1,17,111,102,1,NA
1,12,74,102,0,Missing
1,12,75,102,0,Missing
1,12,76,102,0,Missing
1,12,77,102,0,Missing
1,12,78,102,0,Missing
1,12,79,102,0,Missing
1,12,80,102,0,Missing
1,12,81,102,0,Missing
1,12,82,102,0,Missing
1,12,46,102,0,Missing
1,12,84,102,0,Missing
2,9,52,102,2,NA
2,9,46,102,10,NA
1,16,106,102,1,NA
1,16,107,102,9,NA
1,15,101,102,7,NA
1,15,103,102,3,NA
1,15,104,102,9,NA
1,15,105,102,2,NA
1,11,69,102,1,NA
1,14,96,102,1,NA
2,9,57,102,1,NA
2,9,62,102,1,NA
2,9,63,102,2,NA
1,10,65,102,14,NA
2,9,44,102,56,NA
0,0,146,102,2270,NA
0,0,147,102,11,NA
0,0,148,102,1640,NA
3,3,109,1020,8,NA
6,22,124,1020,1,NA
6,22,128,1020,1,NA
6,22,131,1020,1,NA
6,22,136,1020,0,Missing
1,19,112,1020,323,NA
1,19,113,1020,156,NA
1,19,114,1020,22,NA
1,19,115,1020,15,NA
1,19,116,1020,5,NA
1,19,117,1020,1,NA
1,17,111,1020,1,NA
1,18,18,1020,0,Missing
1,12,74,1020,1,NA
1,12,75,1020,0,Missing
1,12,76,1020,0,Missing
1,12,77,1020,0,Missing
1,12,78,1020,0,Missing
1,12,79,1020,0,Missing
1,12,80,1020,1,NA
1,12,81,1020,0,Missing
1,12,82,1020,0,Missing
1,12,46,1020,0,Missing
1,12,84,1020,5,NA
2,9,48,1020,1,NA
2,9,50,1020,1,NA
2,7,27,1020,0,Missing
2,7,28,1020,0,Missing
2,7,29,1020,0,Missing
2,7,30,1020,0,Missing
2,7,31,1020,1,NA
2,7,32,1020,1,NA
2,9,52,1020,5,NA
2,9,53,1020,2,NA
2,9,45,1020,8,NA
2,9,46,1020,10,NA
2,8,36,1020,5,NA
2,8,37,1020,8,NA
2,8,38,1020,1,NA
1,10,64,1020,3,NA
1,16,107,1020,46,NA
1,15,101,1020,9,NA
1,15,102,1020,14,NA
1,15,103,1020,30,NA
1,15,104,1020,26,NA
1,11,69,1020,3,NA
1,14,95,1020,4,NA
1,14,96,1020,1,NA
1,14,97,1020,0,Missing
2,9,55,1020,1,NA
2,9,57,1020,3,NA
1,13,92,1020,1,NA
2,9,58,1020,3,NA
2,9,59,1020,1,NA
2,9,62,1020,20,NA
2,9,63,1020,4,NA
1,10,65,1020,68,NA
2,9,44,1020,9,NA
0,0,146,1020,1150,NA
0,0,148,1020,0,Missing
3,3,109,1021,8,NA
6,22,124,1021,4,NA
6,22,125,1021,4,NA
6,22,126,1021,1,NA
6,22,128,1021,7,NA
6,22,130,1021,1,NA
6,22,131,1021,2,NA
6,22,136,1021,0,Missing
1,19,112,1021,144,NA
1,19,113,1021,90,NA
1,19,114,1021,20,NA
1,19,115,1021,13,NA
1,19,116,1021,3,NA
1,18,18,1021,0,Missing
6,21,122,1021,1,NA
1,12,75,1021,0,Missing
1,12,76,1021,0,Missing
1,12,77,1021,0,Missing
1,12,78,1021,0,Missing
1,12,79,1021,0,Missing
1,12,80,1021,0,Missing
1,12,81,1021,0,Missing
1,12,82,1021,0,Missing
1,12,46,1021,0,Missing
1,12,84,1021,1,NA
2,7,27,1021,0,Missing
2,7,28,1021,0,Missing
2,7,29,1021,0,Missing
2,7,30,1021,0,Missing
2,7,31,1021,2,NA
2,7,32,1021,2,NA
2,9,52,1021,4,NA
2,9,53,1021,3,NA
2,9,45,1021,9,NA
2,9,46,1021,16,NA
2,8,36,1021,1,NA
2,8,37,1021,7,NA
2,8,38,1021,4,NA
2,8,39,1021,1,NA
1,10,64,1021,7,NA
1,16,107,1021,38,NA
1,15,101,1021,8,NA
1,15,102,1021,11,NA
1,15,103,1021,14,NA
1,15,104,1021,35,NA
1,11,69,1021,1,NA
1,14,95,1021,2,NA
1,14,96,1021,2,NA
1,14,97,1021,0,Missing
2,9,57,1021,4,NA
1,13,92,1021,3,NA
2,9,58,1021,2,NA
2,9,59,1021,2,NA
2,9,60,1021,1,NA
2,9,62,1021,19,NA
2,9,63,1021,5,NA
1,10,65,1021,48,NA
0,0,146,1021,2150,NA
0,0,147,1021,4,NA
0,0,148,1021,1537,NA
6,22,124,1022,3,NA
6,22,125,1022,4,NA
6,22,126,1022,1,NA
6,22,127,1022,1,NA
6,22,128,1022,7,NA
6,22,131,1022,6,NA
6,22,136,1022,0,Missing
6,22,141,1022,2,NA
1,19,112,1022,50,NA
1,19,113,1022,58,NA
1,19,114,1022,8,NA
1,19,115,1022,7,NA
1,19,116,1022,4,NA
1,18,18,1022,0,Missing
6,21,122,1022,1,NA
6,21,123,1022,1,NA
1,12,75,1022,0,Missing
1,12,76,1022,0,Missing
1,12,77,1022,0,Missing
1,12,78,1022,0,Missing
1,12,79,1022,0,Missing
1,12,80,1022,0,Missing
1,12,81,1022,0,Missing
1,12,82,1022,0,Missing
1,12,46,1022,0,Missing
1,12,84,1022,2,NA
2,7,27,1022,0,Missing
2,7,28,1022,0,Missing
2,7,29,1022,0,Missing
2,7,30,1022,0,Missing
2,9,53,1022,2,NA
2,9,45,1022,8,NA
2,9,46,1022,13,NA
2,8,36,1022,1,NA
2,8,37,1022,2,NA
2,8,38,1022,1,NA
1,10,64,1022,3,NA
1,16,107,1022,19,NA
1,16,108,1022,2,NA
1,15,101,1022,8,NA
1,15,102,1022,5,NA
1,15,103,1022,12,NA
1,15,104,1022,8,NA
1,11,70,1022,1,NA
1,14,95,1022,2,NA
2,9,57,1022,2,NA
2,9,59,1022,1,NA
2,9,60,1022,1,NA
2,9,62,1022,4,NA
2,9,63,1022,2,NA
1,10,65,1022,23,NA
2,9,44,1022,3,NA
0,0,146,1022,4030,NA
0,0,147,1022,8,NA
0,0,148,1022,3066,NA
6,22,124,1023,3,NA
6,22,125,1023,4,NA
6,22,126,1023,1,NA
6,22,128,1023,1,NA
6,22,131,1023,4,NA
6,22,136,1023,0,Missing
1,19,112,1023,85,NA
1,19,113,1023,118,NA
1,19,114,1023,24,NA
1,19,115,1023,8,NA
1,19,116,1023,3,NA
1,17,111,1023,3,NA
1,18,18,1023,0,Missing
1,12,74,1023,2,NA
1,12,75,1023,0,Missing
1,12,76,1023,0,Missing
1,12,77,1023,0,Missing
1,12,78,1023,2,NA
1,12,79,1023,0,Missing
1,12,80,1023,0,Missing
1,12,81,1023,0,Missing
1,12,82,1023,0,Missing
1,12,46,1023,0,Missing
1,12,84,1023,1,NA
2,9,47,1023,1,NA
2,9,48,1023,1,NA
2,9,51,1023,1,NA
2,7,27,1023,0,Missing
2,7,28,1023,0,Missing
2,7,29,1023,0,Missing
2,7,30,1023,0,Missing
2,9,52,1023,1,NA
2,9,53,1023,2,NA
2,9,45,1023,4,NA
2,9,46,1023,25,NA
2,8,37,1023,3,NA
2,8,38,1023,1,NA
1,16,107,1023,2,NA
1,15,101,1023,7,NA
1,15,102,1023,6,NA
1,15,103,1023,8,NA
1,15,104,1023,14,NA
1,11,68,1023,1,NA
1,11,70,1023,2,NA
1,14,95,1023,1,NA
1,13,92,1023,4,NA
2,9,59,1023,4,NA
2,9,62,1023,4,NA
2,9,63,1023,2,NA
1,10,65,1023,35,NA
2,9,44,1023,16,NA
0,0,146,1023,3600,NA
0,0,148,1023,2656,NA
6,22,124,1024,1,NA
6,22,125,1024,4,NA
6,22,128,1024,1,NA
6,22,131,1024,1,NA
6,22,136,1024,0,Missing
1,19,112,1024,7,NA
1,19,113,1024,28,NA
1,19,114,1024,7,NA
1,19,115,1024,3,NA
1,12,74,1024,1,NA
1,12,75,1024,0,Missing
1,12,76,1024,0,Missing
1,12,77,1024,1,NA
1,12,78,1024,0,Missing
1,12,79,1024,0,Missing
1,12,80,1024,0,Missing
1,12,81,1024,0,Missing
1,12,82,1024,0,Missing
1,12,46,1024,0,Missing
2,9,52,1024,2,NA
2,9,45,1024,5,NA
2,9,46,1024,15,NA
2,8,37,1024,3,NA
1,10,64,1024,2,NA
1,16,107,1024,3,NA
1,15,101,1024,2,NA
1,15,102,1024,1,NA
1,15,103,1024,3,NA
1,15,104,1024,2,NA
1,11,69,1024,1,NA
1,14,96,1024,1,NA
1,14,97,1024,0,Missing
2,9,62,1024,1,NA
2,9,63,1024,1,NA
1,10,65,1024,8,NA
2,9,44,1024,13,NA
0,0,146,1024,750,NA
0,0,147,1024,2,NA
0,0,148,1024,380,NA
6,22,125,1025,1,NA
6,22,126,1025,1,NA
6,22,128,1025,1,NA
6,22,131,1025,1,NA
6,22,136,1025,0,Missing
6,22,137,1025,1,NA
1,19,112,1025,42,NA
1,19,113,1025,37,NA
1,19,114,1025,7,NA
1,19,115,1025,3,NA
1,19,116,1025,2,NA
1,12,75,1025,0,Missing
1,12,76,1025,0,Missing
1,12,77,1025,0,Missing
1,12,78,1025,0,Missing
1,12,79,1025,0,Missing
1,12,80,1025,0,Missing
1,12,81,1025,0,Missing
1,12,82,1025,0,Missing
1,12,46,1025,0,Missing
2,7,27,1025,0,Missing
2,7,28,1025,0,Missing
2,7,29,1025,0,Missing
2,7,30,1025,0,Missing
2,9,46,1025,39,NA
2,8,37,1025,1,NA
2,8,39,1025,1,NA
1,10,64,1025,1,NA
1,16,107,1025,2,NA
1,15,101,1025,4,NA
1,15,103,1025,1,NA
1,15,104,1025,2,NA
1,11,69,1025,3,NA
1,14,95,1025,1,NA
2,9,57,1025,1,NA
2,9,62,1025,2,NA
2,9,63,1025,3,NA
1,10,65,1025,17,NA
2,9,44,1025,15,NA
0,0,146,1025,550,NA
0,0,147,1025,4,NA
0,0,148,1025,210,NA
6,22,136,1026,0,Missing
1,19,112,1026,18,NA
1,19,113,1026,118,NA
1,19,114,1026,16,NA
1,19,115,1026,11,NA
1,19,116,1026,4,NA
1,17,111,1026,2,NA
1,12,75,1026,0,Missing
1,12,76,1026,0,Missing
1,12,77,1026,0,Missing
1,12,78,1026,0,Missing
1,12,79,1026,0,Missing
1,12,80,1026,0,Missing
1,12,81,1026,0,Missing
1,12,82,1026,0,Missing
1,12,46,1026,0,Missing
1,12,84,1026,4,NA
2,9,52,1026,1,NA
2,9,46,1026,7,NA
2,8,36,1026,1,NA
2,8,37,1026,2,NA
1,10,64,1026,1,NA
1,16,107,1026,1,NA
1,15,101,1026,19,NA
1,15,102,1026,2,NA
1,14,95,1026,1,NA
2,9,60,1026,1,NA
2,9,62,1026,12,NA
2,9,63,1026,2,NA
1,10,65,1026,9,NA
2,9,44,1026,7,NA
0,0,146,1026,3230,NA
6,22,124,1027,3,NA
6,22,127,1027,1,NA
6,22,128,1027,1,NA
6,22,131,1027,1,NA
6,22,136,1027,0,Missing
1,19,112,1027,72,NA
1,19,113,1027,182,NA
1,19,114,1027,34,NA
1,19,115,1027,21,NA
1,19,116,1027,5,NA
1,12,74,1027,2,NA
1,12,75,1027,0,Missing
1,12,76,1027,0,Missing
1,12,77,1027,0,Missing
1,12,78,1027,2,NA
1,12,79,1027,0,Missing
1,12,80,1027,0,Missing
1,12,81,1027,0,Missing
1,12,82,1027,0,Missing
1,12,46,1027,0,Missing
1,12,84,1027,5,NA
2,7,27,1027,0,Missing
2,7,28,1027,0,Missing
2,7,29,1027,0,Missing
2,7,30,1027,0,Missing
2,9,52,1027,4,NA
2,9,53,1027,2,NA
2,9,46,1027,5,NA
2,8,36,1027,6,NA
2,8,37,1027,4,NA
2,8,38,1027,2,NA
1,10,64,1027,4,NA
1,16,107,1027,10,NA
1,15,101,1027,14,NA
1,15,102,1027,12,NA
1,11,69,1027,4,NA
1,11,70,1027,8,NA
1,14,95,1027,1,NA
1,14,96,1027,3,NA
1,14,97,1027,0,Missing
2,9,57,1027,2,NA
1,13,92,1027,1,NA
2,9,62,1027,34,NA
1,10,65,1027,82,NA
2,9,44,1027,30,NA
0,0,146,1027,2550,NA
0,0,147,1027,4,NA
0,0,148,1027,1936,NA
6,22,127,1028,1,NA
6,22,128,1028,2,NA
6,22,136,1028,0,Missing
1,19,112,1028,2,NA
1,19,113,1028,33,NA
1,19,114,1028,11,NA
1,19,115,1028,4,NA
1,19,116,1028,1,NA
1,12,75,1028,0,Missing
1,12,76,1028,0,Missing
1,12,77,1028,0,Missing
1,12,78,1028,0,Missing
1,12,79,1028,0,Missing
1,12,80,1028,0,Missing
1,12,81,1028,0,Missing
1,12,82,1028,0,Missing
1,12,46,1028,0,Missing
2,9,45,1028,2,NA
2,8,36,1028,1,NA
2,8,37,1028,2,NA
1,16,107,1028,4,NA
1,15,101,1028,4,NA
1,15,103,1028,2,NA
1,11,69,1028,3,NA
1,11,70,1028,2,NA
1,14,95,1028,1,NA
2,9,62,1028,3,NA
1,10,65,1028,16,NA
2,9,44,1028,4,NA
0,0,146,1028,1300,NA
0,0,148,1028,0,Missing
6,22,124,1029,12,NA
6,22,125,1029,13,NA
6,22,126,1029,5,NA
6,22,127,1029,3,NA
6,22,128,1029,6,NA
6,22,129,1029,1,NA
6,22,130,1029,1,NA
6,22,131,1029,3,NA
6,22,136,1029,0,Missing
1,19,112,1029,152,NA
1,19,113,1029,207,NA
1,19,114,1029,55,NA
1,19,115,1029,24,NA
1,19,116,1029,12,NA
1,17,111,1029,7,NA
1,18,18,1029,0,Missing
6,21,122,1029,1,NA
1,12,74,1029,2,NA
1,12,75,1029,0,Missing
1,12,76,1029,0,Missing
1,12,77,1029,1,NA
1,12,78,1029,0,Missing
1,12,79,1029,0,Missing
1,12,80,1029,0,Missing
1,12,81,1029,0,Missing
1,12,82,1029,0,Missing
1,12,46,1029,1,NA
1,12,84,1029,10,NA
2,7,27,1029,0,Missing
2,7,28,1029,0,Missing
2,7,29,1029,0,Missing
2,7,30,1029,0,Missing
2,7,31,1029,3,NA
2,7,32,1029,3,NA
2,9,52,1029,8,NA
2,9,53,1029,2,NA
2,9,45,1029,33,NA
2,9,46,1029,28,NA
2,8,36,1029,5,NA
2,8,37,1029,3,NA
2,8,38,1029,5,NA
1,10,64,1029,10,NA
1,16,107,1029,44,NA
1,15,101,1029,33,NA
1,15,102,1029,9,NA
1,15,103,1029,21,NA
1,15,104,1029,12,NA
1,11,69,1029,3,NA
1,11,70,1029,28,NA
1,14,95,1029,2,NA
1,14,96,1029,3,NA
1,14,97,1029,0,Missing
2,9,57,1029,4,NA
1,13,90,1029,1,NA
1,13,92,1029,3,NA
2,9,58,1029,6,NA
2,9,60,1029,1,NA
2,9,62,1029,15,NA
2,9,63,1029,6,NA
1,10,65,1029,93,NA
2,9,44,1029,20,NA
0,0,146,1029,8240,NA
0,0,147,1029,15,NA
0,0,148,1029,5520,NA
6,22,124,103,1,NA
6,22,125,103,3,NA
6,22,136,103,0,Missing
1,19,112,103,3,NA
1,19,113,103,5,NA
1,19,115,103,4,NA
1,19,116,103,1,NA
1,17,111,103,1,NA
1,12,74,103,2,NA
1,12,75,103,0,Missing
1,12,76,103,0,Missing
1,12,77,103,0,Missing
1,12,78,103,0,Missing
1,12,79,103,1,NA
1,12,80,103,0,Missing
1,12,81,103,0,Missing
1,12,82,103,0,Missing
1,12,46,103,1,NA
1,12,84,103,0,Missing
2,9,47,103,1,NA
2,9,52,103,2,NA
2,9,45,103,3,NA
2,9,46,103,8,NA
1,10,64,103,2,NA
1,16,107,103,5,NA
1,15,101,103,18,NA
1,15,103,103,5,NA
1,15,104,103,3,NA
1,11,69,103,2,NA
1,14,95,103,1,NA
2,9,62,103,3,NA
2,9,63,103,1,NA
1,10,65,103,6,NA
2,9,44,103,12,NA
0,0,146,103,4460,NA
6,22,124,1030,6,NA
6,22,125,1030,10,NA
6,22,126,1030,3,NA
6,22,128,1030,4,NA
6,22,131,1030,4,NA
6,22,136,1030,0,Missing
1,19,112,1030,20,NA
1,19,113,1030,69,NA
1,19,114,1030,17,NA
1,19,115,1030,6,NA
1,17,111,1030,5,NA
1,12,74,1030,1,NA
1,12,75,1030,0,Missing
1,12,76,1030,0,Missing
1,12,77,1030,0,Missing
1,12,78,1030,1,NA
1,12,79,1030,0,Missing
1,12,80,1030,0,Missing
1,12,81,1030,0,Missing
1,12,82,1030,0,Missing
1,12,46,1030,0,Missing
1,12,84,1030,2,NA
2,7,27,1030,0,Missing
2,7,28,1030,0,Missing
2,7,29,1030,0,Missing
2,7,30,1030,0,Missing
2,9,42,1030,15,NA
2,9,46,1030,23,NA
2,8,39,1030,0,Missing
2,8,40,1030,0,Missing
1,15,101,1030,7,NA
1,15,102,1030,8,NA
1,15,103,1030,1,NA
1,15,104,1030,1,NA
1,11,70,1030,6,NA
2,9,58,1030,1,NA
2,9,59,1030,1,NA
2,9,62,1030,9,NA
2,9,63,1030,1,NA
1,10,65,1030,36,NA
0,0,146,1030,2340,NA
0,0,147,1030,5,NA
0,0,148,1030,1848,NA
6,22,124,1031,2,NA
6,22,125,1031,4,NA
6,22,128,1031,1,NA
6,22,131,1031,2,NA
6,22,136,1031,0,Missing
1,19,112,1031,7,NA
1,19,113,1031,58,NA
1,19,114,1031,2,NA
1,19,115,1031,7,NA
1,19,116,1031,1,NA
1,17,111,1031,3,NA
1,18,18,1031,0,Missing
1,12,74,1031,1,NA
1,12,75,1031,0,Missing
1,12,76,1031,0,Missing
1,12,77,1031,1,NA
1,12,78,1031,0,Missing
1,12,79,1031,0,Missing
1,12,80,1031,0,Missing
1,12,81,1031,0,Missing
1,12,82,1031,0,Missing
1,12,46,1031,0,Missing
2,7,31,1031,1,NA
2,7,32,1031,1,NA
2,9,42,1031,13,NA
2,9,46,1031,4,NA
2,8,37,1031,1,NA
1,15,101,1031,15,NA
1,15,102,1031,2,NA
1,15,103,1031,4,NA
1,11,69,1031,7,NA
1,11,70,1031,1,NA
2,9,62,1031,5,NA
2,9,63,1031,2,NA
1,10,65,1031,9,NA
2,9,44,1031,17,NA
0,0,146,1031,3350,NA
0,0,148,1031,0,Missing
6,22,124,1032,3,NA
6,22,125,1032,1,NA
6,22,131,1032,2,NA
6,22,136,1032,0,Missing
1,19,112,1032,12,NA
1,19,113,1032,30,NA
1,19,114,1032,6,NA
1,19,115,1032,4,NA
1,12,74,1032,2,NA
1,12,75,1032,0,Missing
1,12,76,1032,0,Missing
1,12,77,1032,0,Missing
1,12,78,1032,1,NA
1,12,79,1032,1,NA
1,12,80,1032,0,Missing
1,12,81,1032,0,Missing
1,12,82,1032,0,Missing
1,12,46,1032,0,Missing
2,9,46,1032,30,NA
1,10,64,1032,2,NA
1,16,107,1032,2,NA
1,15,101,1032,4,NA
1,15,102,1032,2,NA
1,15,103,1032,3,NA
1,11,69,1032,2,NA
2,9,62,1032,1,NA
2,9,63,1032,1,NA
1,10,65,1032,15,NA
2,9,44,1032,14,NA
0,0,146,1032,1270,NA
0,0,147,1032,4,NA
0,0,148,1032,0,Missing
6,22,124,1033,1,NA
6,22,125,1033,4,NA
6,22,126,1033,1,NA
6,22,128,1033,1,NA
6,22,131,1033,1,NA
6,22,136,1033,0,Missing
1,19,112,1033,11,NA
1,19,113,1033,34,NA
1,19,114,1033,14,NA
1,19,115,1033,7,NA
1,17,111,1033,6,NA
1,12,75,1033,0,Missing
1,12,76,1033,0,Missing
1,12,77,1033,0,Missing
1,12,78,1033,0,Missing
1,12,79,1033,0,Missing
1,12,80,1033,0,Missing
1,12,81,1033,0,Missing
1,12,82,1033,0,Missing
1,12,46,1033,0,Missing
1,12,84,1033,3,NA
2,9,45,1033,4,NA
2,9,46,1033,6,NA
2,8,36,1033,3,NA
2,8,37,1033,1,NA
1,10,64,1033,2,NA
1,15,101,1033,9,NA
1,15,102,1033,3,NA
1,15,103,1033,4,NA
1,11,70,1033,5,NA
1,14,95,1033,2,NA
1,13,92,1033,1,NA
2,9,62,1033,1,NA
1,10,65,1033,19,NA
2,9,44,1033,4,NA
0,0,146,1033,4090,NA
6,22,124,1034,2,NA
6,22,125,1034,2,NA
6,22,128,1034,1,NA
6,22,136,1034,0,Missing
1,19,112,1034,20,NA
1,19,113,1034,31,NA
1,19,114,1034,18,NA
1,19,115,1034,8,NA
1,19,116,1034,2,NA
1,12,74,1034,0,Missing
1,12,75,1034,0,Missing
1,12,76,1034,0,Missing
1,12,77,1034,0,Missing
1,12,78,1034,0,Missing
1,12,79,1034,0,Missing
1,12,80,1034,0,Missing
1,12,81,1034,0,Missing
1,12,82,1034,0,Missing
1,12,46,1034,0,Missing
2,9,52,1034,1,NA
2,9,45,1034,9,NA
2,9,46,1034,9,NA
2,8,36,1034,1,NA
2,8,37,1034,1,NA
2,8,38,1034,1,NA
1,16,107,1034,1,NA
1,15,101,1034,7,NA
1,15,102,1034,1,NA
1,15,103,1034,5,NA
1,15,104,1034,1,NA
1,11,69,1034,1,NA
1,11,70,1034,1,NA
1,14,95,1034,1,NA
1,14,96,1034,1,NA
1,14,97,1034,0,Missing
2,9,62,1034,5,NA
2,9,63,1034,2,NA
1,10,65,1034,23,NA
2,9,44,1034,37,NA
0,0,146,1034,5400,NA
0,0,148,1034,3038,NA
6,22,126,1035,2,NA
6,22,131,1035,2,NA
6,22,136,1035,0,Missing
1,19,112,1035,20,NA
1,19,113,1035,62,NA
1,19,114,1035,19,NA
1,19,115,1035,7,NA
1,19,116,1035,2,NA
1,19,120,1035,1,NA
1,12,74,1035,1,NA
1,12,75,1035,0,Missing
1,12,76,1035,0,Missing
1,12,77,1035,0,Missing
1,12,78,1035,0,Missing
1,12,79,1035,0,Missing
1,12,80,1035,0,Missing
1,12,81,1035,0,Missing
1,12,82,1035,0,Missing
1,12,46,1035,1,NA
2,9,45,1035,2,NA
2,9,46,1035,30,NA
1,15,101,1035,13,NA
1,15,102,1035,1,NA
1,15,103,1035,1,NA
1,15,104,1035,1,NA
2,9,62,1035,3,NA
1,10,65,1035,10,NA
2,9,44,1035,16,NA
0,0,146,1035,3180,NA
0,0,148,1035,0,Missing
6,22,124,1036,3,NA
6,22,136,1036,0,Missing
1,19,112,1036,39,NA
1,19,113,1036,60,NA
1,19,114,1036,12,NA
1,19,115,1036,4,NA
1,19,116,1036,30,NA
1,12,75,1036,0,Missing
1,12,76,1036,0,Missing
1,12,77,1036,0,Missing
1,12,78,1036,0,Missing
1,12,79,1036,0,Missing
1,12,80,1036,0,Missing
1,12,81,1036,0,Missing
1,12,82,1036,0,Missing
1,12,46,1036,0,Missing
2,9,46,1036,16,NA
1,10,64,1036,1,NA
1,15,101,1036,9,NA
1,15,102,1036,2,NA
1,15,103,1036,2,NA
1,15,104,1036,2,NA
1,11,69,1036,2,NA
1,11,70,1036,1,NA
1,14,95,1036,2,NA
2,9,63,1036,1,NA
1,10,65,1036,21,NA
2,9,44,1036,0,Missing
0,0,146,1036,4280,NA
6,22,124,1037,1,NA
6,22,125,1037,2,NA
6,22,128,1037,2,NA
6,22,136,1037,0,Missing
1,19,112,1037,21,NA
1,19,113,1037,29,NA
1,19,114,1037,8,NA
1,19,115,1037,6,NA
1,12,74,1037,0,Missing
