"","SSN","site","subsite","unit","northing","easting","fieldWorker1","fieldWorker2","fieldWorker3","fieldWorker4","fieldWorker5","collectionYear","collectionQuarter","lastBuildPhase","burials","midden","stoneQuant","stoneDist","stoneCut","lajas","tepetate","adobe","xalnene","cascajo","concrete","plasterUnpaint","plasterPaint","burntClay","almena","burnedStruct","floors","walls","drainSitu","wallFixSitu","murals","columns","taludes","tableros","floorMaterial","wallCoreStone","wallCoreOthMat","wallFacing","intrusiveSherd","height","arch1PMic","arch1McTl","arch1XlMe","arch1Oxto","arch2PMic","arch2McTl","arch2XlMe","arch2Oxto","constructQual","func1PMic","func1McTl","func1XlMe","func1Oxto","func2PMic","func2McTl","func2XlMe","func2Oxto","Cmplx_archInt1PaTz","Cmplx_archInt1McTl","Cmplx_archInt1XlMt","Cmplx_archInt2PaTz","Cmplx_archInt2McTl","Cmplx_archInt2XlMt","Cmplx_funcIntPaTz","Cmplx_funcIntMcTl","Cmplx_funcIntXlMt","Cmplx_funcResPaTz","Cmplx_funcResMcTl","Cmplx_funcResXlMt","Cmplx_funcTmpPaTz","Cmplx_funcTmpMcTl","Cmplx_funcTmpXlMt","Cmplx_funcCivPaTz","Cmplx_funcCivMcTl","Cmplx_funcCivXlMt","Cmplx_funcOthXlMt","Cmplx_Num","Cmplx_Unit","MCmplx_Num","MCmplx_Unit","MCmplx_presPaTz","MCmplx_presMcTl","MCmplx_presXlMt","MCmplx_funcIntPaTz","MCmplx_funcIntMcTl","MCmplx_funcIntXlMt","neighborhoodChar","freeStandWall","wells","jagueyArch","puestos","milpa","barley","beans","alfalfaCut","alfalfaUncut","nopales","magueys","fallow","uncultivate","cropWater","plowing","pitCultivate","pitLoot","archaeoExcRest","pitMisc","quarrying","stoneClearing","landLeveling","terracing","ditching","roadOrRail","recentWall","stoneRows","recentBuild","dam","jagueyMod","erosion","silting","siteAlteration","slope","groundstoneField","obsidianField","manos","metates","mortars","pestles","plasterSmoothers","plumbBobs","wallFixSurf","fireGods","sculptureFrags","hammerStones","slingStones","smoothStones","whetStones","palettes","celts","lajasReworked","anvils","drainSurf","drainCovers","groundstoneOther","obsidianTot","obsidianBlades","obsidianWaste","obsidianScrapers","obsidianPoints","obsidianCores","obsidianKnives","obsidianEccentrics","obsidianMagueyS","obsidianUtFlake","obsidianNodules","basaltTot","basaltTools","chert","quartz","slateTot","slatePainted","alabaster","serpentine","jade","workedBone","shellTot","shellWorked","figTot","figHead","figPPat","figPatl","figTzac","figMicc","figTlam","figXola","figMete","figTolt","figAzte","figPupp","spindleWhorl","sealStamp","earSpool","whistle","flute","labAnalyst1","labAnalyst2","labAnalyst3","analysisYear","analysisQuarter","ceramicField","ceramicAbundance","candTot","candCoat","candAtoy","candEXol","candLXol","candMete","candComm","burner3P","coverHandled","areaSite","totAll","totPrec","totCuan","totTezo","totPatl","totTzac","totMicc","totTlam","totXola","totMete","totOxto","totXome","totMaza","totAzte","censerTot","censerPPat","censerPatl","censerTzac","censerMicc","censerTlam","censerXola","censerMete","censerOxto","censerXome","censerMaza","censerAzte","toTot","toRegular","toCoarse","smoTot","smoTlam","smoXola","smoMete","ollaTot","ollaPatl","ollaWedge","ollaMicc","ollaTlam","ollaXola","ollaMete","comalTot","comalPatl","comalTzac","comalMicc","comalTlam","comalXola","comalMete","comalOxto","comalPOxt","nubbinTot","nubbinPatl","nubbinApet","nubbinInset","nubbinFlush","nubbinAtoy","nubbinXola","nubbinMete","shrdStamped","shrdPlanoR","shrdStucco","shrdIncised","foreignTot","mayaLow","mayaHigh","huastec","tajin","gulfCoast","monteAlban","oaxaca","foreignOther","adornos","minatures","copas","matteWare","granTot","granPMic","granMicc","granTlam","granXola","granMete","ceramicDisk","obsidianSpencePhase1","obsidianSpencePhase2","ceramicKrotser","figurineConcBarbour","areaStruct","insubstantialCount","boundInfoQual"
"1274",1274,"15","NONE","N6W2",296,-55,NA,NA,NA,NA,NA,62,3,3,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,1,0,3,3,20,20,77,77,3,-1,-1,1,1,41,-1,-1,-1,1,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"XXXX",-1,"XXXX",0,0,0,-1,-1,-1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,NA,NA,NA,67,2,0,1,2,-1,-1,-1,-1,1,1,0,1,606,71,0,0,0,0,8,13,16,2,1,0,0,0,15,1,0,0,0,0,1,0,0,0,0,0,0,15,15,0,2,0,2,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2
"1275",1275,"16","N","N6W2",280,-56,NA,NA,NA,NA,NA,66,1,4,8,0,-1,-1,0,-1,2,-1,-1,-1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,1,20,2,4,4,20,77,77,77,-1,2,3,4,4,-1,77,77,77,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"XXXX",-1,"XXXX",0,0,0,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,5,0,0,7,0,0,0,0,2,0,0,0,0,-1,0,0,0,0,0,108,33,48,18,4,3,2,0,0,0,0,5,3,0,0,0,0,0,0,0,0,1,0,35,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,NA,NA,NA,66,1,0,9,9,-1,-1,-1,-1,-1,4,2,8,380,927,0,0,0,8,90,114,87,318,95,0,15,0,4,22,0,0,0,0,3,18,1,0,0,0,0,181,172,9,142,4,132,6,159,0,18,35,5,98,3,20,0,0,3,6,8,3,0,0,9,0,0,4,3,0,0,2,0,0,1,8,1,0,0,0,0,1,0,0,0,2,0,1,0,82,10,37,23,12,0,6,0,0,1,0,1104,0,0
"1276",1276,"16","S","N6W2",275,-55,NA,NA,NA,NA,NA,66,1,4,0,0,9,4,0,5,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,1,26,2,4,4,20,77,77,77,-1,2,3,2,2,-1,77,77,77,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"XXXX",-1,"XXXX",0,0,0,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,1,1,0,0,3,6,1,0,2,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,29,4,19,5,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,8,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,NA,NA,NA,66,1,0,5,6,-1,-1,-1,-1,5,5,1,1,428,115,0,0,0,0,10,14,10,50,8,0,9,0,0,3,0,0,0,0,2,1,0,0,0,0,0,11,10,1,23,0,23,0,28,0,1,7,0,18,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,1,2,2,1,0,1,0,0,0,0,3230,0,0
"1277",1277,"17","NONE","N6W2",276,-59,NA,NA,NA,NA,NA,66,1,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,2,0,12,12,12,20,77,77,77,-1,2,28,28,28,-1,77,77,77,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"XXXX",-1,"XXXX",0,0,0,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,11,4,5,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,66,1,0,3,0,0,0,0,0,0,0,0,0,36,39,0,0,0,0,7,5,6,12,0,0,4,0,0,3,0,0,0,0,2,1,0,0,0,0,0,5,4,1,7,0,7,0,4,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1
"1278",1278,"18","NONE","N6W2",277,-62,NA,NA,NA,NA,NA,66,1,4,0,0,9,1,0,4,5,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,1,9,2,4,4,20,77,77,77,-1,2,3,2,2,-1,77,77,77,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"XXXX",-1,"XXXX",0,0,0,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,3,1,-1,8,0,0,0,0,2,0,2,0,0,-1,0,0,0,0,0,25,6,8,11,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,12,-1,-1,-1,-1,-1,-1,-1,-1,0,0,3,0,0,0,0,0,NA,NA,NA,66,1,0,6,1,-1,-1,-1,-1,0,0,4,0,268,215,0,0,0,0,36,30,22,73,2,0,21,0,0,8,0,0,0,1,6,1,0,0,0,0,0,22,21,1,26,-1,26,0,55,0,7,13,2,33,0,4,0,0,2,0,2,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,4,3,0,0,3,0,0,0,0,2100,0,0
"1279",1279,"19","NONE","N6W2",273,-58,NA,NA,NA,NA,NA,66,1,5,0,0,9,1,0,4,4,0,0,4,3,0,0,3,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,1,17,2,4,4,20,77,77,77,-1,2,3,2,2,-1,77,77,77,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"XXXX",-1,"XXXX",0,0,0,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1,0,4,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,2,48,18,9,13,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0,0,0,0,0,NA,NA,NA,66,1,0,5,1,-1,-1,-1,-1,-1,0,0,0,140,136,0,0,0,0,18,8,18,27,9,2,25,0,0,1,0,0,0,0,1,0,0,0,0,0,0,28,27,1,8,0,8,0,18,0,5,4,2,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,1,0,0,1,0,0,0,0,1011,0,0
"1280",1280,"20","NONE","N6W2",273,-62,NA,NA,NA,NA,NA,66,1,0,0,0,9,1,0,4,4,0,0,5,3,3,0,3,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,1,21,2,4,4,20,77,77,77,-1,2,3,2,2,-1,77,77,77,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,"XXXX",-1,"XXXX",0,0,0,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,19,6,5,3,4,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,NA,NA,NA,66,1,0,3,1,-1,-1,-1,-1,-1,0,0,0,224,63,0,0,0,0,8,9,7,15,2,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,9,0,9,0,10,0,2,4,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,3,0,0,0,0,0,0,0,1859,0,0
"1281",1281,"21","NONE","N6W2",269,-57,NA,NA,NA,NA,NA,66,1,4,0,0,7,1,0,4,2,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,1,0,12,12,12,20,77,77,77,-1,2,28,28,28,-1,77,77,77,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"XXXX",-1,"XXXX",0,0,0,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,43,10,18,8,5,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,NA,NA,NA,66,1,0,3,1,-1,-1,-1,-1,0,0,0,2,68,75,0,0,0,0,10,16,5,22,0,0,6,1,0,1,0,0,0,1,0,0,0,0,0,0,0,13,12,1,6,0,6,0,15,0,1,4,0,10,0,2,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,1,0,0,0,0,0,0,-1,-1,-1
"1282",1282,"22","NONE","N6W2",270,-53,NA,NA,NA,NA,NA,66,1,4,0,0,6,1,0,4,2,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,1,10,2,4,4,20,77,77,77,-1,2,3,2,2,-1,77,77,77,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"XXXX",-1,"XXXX",0,0,0,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,117,24,72,14,6,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,0,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,0,0,0,0,NA,NA,NA,66,1,0,3,2,-1,-1,-1,-1,1,1,0,1,268,78,0,0,0,0,31,6,5,15,2,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,6,0,6,0,11,0,8,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,2236,0,1
"1283",1283,"23","NONE","N6W2",265,-57,NA,NA,NA,NA,NA,66,1,4,0,0,9,1,0,4,5,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,1,16,2,4,4,20,77,77,77,-1,2,3,2,2,-1,77,77,77,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"XXXX",-1,"XXXX",0,0,0,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,90,32,32,19,3,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,7,2,-1,-1,1,-1,1,-1,-1,0,0,0,0,1,0,0,0,NA,NA,NA,66,1,0,3,2,0,0,0,0,2,2,1,1,136,148,0,0,0,4,29,13,19,18,0,0,10,0,33,1,0,0,0,0,1,0,0,0,0,0,0,19,19,0,7,0,7,0,12,0,4,3,3,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,2,0,0,0,0,0,0,0,1320,0,0
"1284",1284,"24","NONE","N6W2",262,-58,NA,NA,NA,NA,NA,66,1,4,0,0,9,4,0,5,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,1,14,2,4,4,20,77,77,77,-1,2,3,2,2,-1,77,77,77,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"XXXX",-1,"XXXX",0,0,0,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,3,0,0,1,0,0,0,0,0,0,1,0,0,-1,1,0,0,0,0,140,39,71,17,5,6,2,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,13,-1,-1,-1,1,4,-1,-1,-1,0,0,0,0,1,0,0,0,NA,NA,NA,66,1,0,5,3,-1,-1,-1,-1,2,2,0,0,350,232,0,0,0,6,50,20,18,21,0,0,16,0,82,0,0,0,0,0,0,0,0,0,0,0,0,17,17,0,9,0,9,0,19,0,6,5,4,4,0,2,0,0,1,0,1,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,2,0,0,0,0,744,0,0
"1285",1285,"25","NONE","N6W2",259,-60,NA,NA,NA,NA,NA,66,1,5,0,0,7,1,0,5,5,0,0,5,3,3,3,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,1,17,2,4,4,20,77,77,77,-1,2,3,2,2,-1,77,77,77,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"XXXX",-1,"XXXX",0,0,0,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,0,0,0,0,4,0,0,0,0,-1,0,0,0,0,0,89,33,39,16,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,9,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,NA,NA,NA,66,1,0,5,0,0,0,0,0,0,0,1,2,208,253,0,0,0,0,28,26,28,23,17,0,11,0,88,1,0,0,0,0,0,1,0,0,0,0,0,28,28,0,4,0,4,0,22,0,8,7,2,4,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,3,0,1,2,0,0,1,0,0,0,0,1610,0,0
"1286",1286,"26","NONE","N6W2",256,-54,NA,NA,NA,NA,NA,66,1,4,0,0,6,-1,0,4,2,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,-1,-1,-1,-1,1,-1,2,4,4,20,77,77,77,-1,2,3,2,2,-1,77,77,77,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"XXXX",-1,"XXXX",0,0,0,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,1,0,4,0,2,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,151,25,76,29,15,6,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,4,1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,NA,NA,NA,66,1,0,4,1,-1,-1,-1,-1,0,0,0,1,471,100,0,0,0,16,32,12,9,6,1,0,2,0,7,1,0,0,0,0,0,1,0,0,0,0,0,14,14,0,0,0,0,0,15,0,8,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,4,2,0,0,0,2,3,0,0,1368,0,0
"1287",1287,"27","NONE","N6W2",283,-62,NA,NA,NA,NA,NA,66,1,4,0,0,5,1,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,1,0,2,4,4,20,77,77,77,-1,2,3,2,2,-1,77,77,77,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"XXXX",-1,"XXXX",0,0,0,-1,-1,-1,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,2,0,0,0,0,2,0,0,0,0,-1,0,0,0,0,0,59,5,35,15,3,1,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,8,-1,-1,-1,-1,-1,-1,1,-1,0,0,1,0,0,0,0,0,NA,NA,NA,66,1,0,4,1,-1,-1,-1,-1,0,0,0,1,252,130,0,0,0,8,53,13,5,42,0,0,2,0,0,3,0,0,0,0,1,2,0,0,0,0,0,5,2,3,22,0,22,0,41,0,23,9,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4,0,3,1,0,0,0,0,0,0,0,910,0,1
"1288",1288,"28","NONE","N6W2",253,-60,NA,NA,NA,NA,NA,66,1,3,0,0,3,-1,0,2,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,1,0,3,3,3,20,77,77,77,-1,-1,1,1,1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"XXXX",-1,"XXXX",0,0,0,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,134,21,75,26,8,2,2,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,24,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,NA,NA,NA,66,1,0,5,0,0,0,0,0,0,0,0,0,328,193,0,0,0,19,83,28,22,13,0,1,0,0,15,1,0,0,0,0,1,0,0,0,0,0,0,12,12,0,1,0,1,0,20,0,12,3,3,2,0,1,0,0,1,0,0,0,0,0,4,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,10,2,6,2,0,0,1,2,3,0,0,0,0,2
"1289",1289,"29","NONE","N6W2",251,-65,NA,NA,NA,NA,NA,66,1,3,0,0,7,1,0,4,4,0,0,5,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,-1,-1,-1,1,8,2,4,4,20,77,77,77,-1,2,24,24,24,-1,77,77,77,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"XXXX",-1,"XXXX",0,0,0,-1,-1,-1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,2,0,0,1,0,0,0,0,0,0,2,0,0,-1,0,0,0,0,0,222,27,142,28,18,5,2,0,0,0,0,15,6,1,0,0,0,0,0,0,0,0,0,46,8,-1,-1,2,6,-1,-1,-1,0,0,3,0,0,0,0,0,NA,NA,NA,66,1,0,7,1,-1,-1,-1,-1,0,0,1,4,378,396,0,0,0,44,195,47,41,29,0,0,8,0,5,11,0,0,0,3,6,2,0,0,0,0,0,20,17,3,2,0,2,0,81,0,55,15,6,5,0,4,0,0,3,1,0,0,0,0,7,0,0,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,1,0,1,2,3,0,0,2576,0,0
"1290",1290,"30","NONE","N6W2",257,-65,NA,NA,NA,NA,NA,66,1,3,0,0,7,1,0,4,4,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,1,14,2,4,4,20,77,77,77,-1,2,24,24,24,-1,77,77,77,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"XXXX",-1,"XXXX",0,0,0,-1,-1,-1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2,1,1,0,3,0,0,0,0,2,0,0,0,0,-1,0,0,0,0,0,201,36,112,37,12,0,4,0,0,0,0,12,7,0,0,0,0,0,0,0,0,0,0,34,8,-1,-1,-1,7,-1,1,-1,0,0,0,0,0,0,0,0,NA,NA,NA,66,1,0,7,1,0,0,0,0,1,1,5,4,416,473,0,0,0,27,206,90,42,33,0,0,7,0,12,8,0,0,0,6,2,0,0,0,0,0,0,40,38,2,12,0,12,0,114,0,70,29,5,10,0,7,0,0,2,2,3,0,0,0,11,0,0,9,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,13,0,8,2,3,0,3,2,3,0,0,3360,0,0
"1291",1291,"31","NONE","N6W2",254,-72,NA,NA,NA,NA,NA,66,1,3,0,0,3,1,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,1,0,2,4,4,20,77,77,77,-1,2,3,2,2,-1,77,77,77,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"XXXX",-1,"XXXX",0,0,0,-1,-1,-1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2,1,2,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,460,78,294,47,27,14,0,0,0,0,0,35,10,0,0,0,0,0,0,0,0,0,0,52,2,-1,-1,-1,-1,-1,1,-1,0,0,0,0,0,0,0,0,NA,NA,NA,66,1,0,9,1,0,0,0,0,1,1,2,0,256,618,0,0,0,22,288,117,66,45,6,0,9,0,16,16,0,0,0,5,11,0,0,0,0,0,0,42,41,1,5,0,5,0,136,0,81,41,11,3,0,7,0,0,4,1,2,0,0,0,7,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,44,0,22,17,5,0,5,2,3,0,0,2128,-1,1
