SSN,SITE,SUBSITE,UNIT,NORTHING,EASTING,CXUNIT,MCXUNIT,OBSITOTS,OBSIWSTE,AREASITE,SHRDSTOT,AREASTRC,FLDWRK1,FLDWRK2,FLDWRK3,FLDWRK4,FLDWRK5,COLLYEAR,COLLQURT,LSTBUILD,BURIALS,MIDDEN,QNTSTONE,DSTSTONE,CUTSTONE,LAJAS,TEPETATE,ADOBE,XALNENE,CASCAJO,CONCRETE,PLSTRUNP,PLSTRPNT,BURNCLAY,ALMENA,BRNDSTRC,FLOORS,WALLS,DRAINS_ARCH,WALLFIXT,MURALS,COLUMNS,TALUDES,TABLEROS,SITUFLRS,TALUDSTN,WALLMATR,WALLFACE,INTRUSHD,HEIGHT,PMICARC1,MCTLARC1,XLMEARC1,OXTOARC1,PMICARC2,MCTLARC2,XLMEARC2,OXTOARC2,QUALCNST,PMICFNC1,MCTLFNC1,XLMEFNC1,OXTOFNC1,PMICFNC2,MCTLFNC2,XLMEFNC2,OXTOFNC2,PTTZCX1,MCTLCX1,XLMECX1,PTTZCX2,MCTLCX2,XLMECX2,PTTZCXFN,MCTLCXFN,XLMECXFN,PTTZRSFN,MCTLRSFN,XLMERSFN,PTTZTMFN,MCTLTMFN,XLMETMFN,PTTZCVFN,MCTLCVFN,XLMECVFN,XLMEOTFN,CXUNITN,MCXUNITN,PTTZMCX,MCTLMCX,XLMEMCX,PTTZMXFN,TLXLMXFN,XLMEMXFN,NHOODCHR,FRSTNDWL,WELLS,JAGUEYS,PUESTOS,MILPA,BARLEY,BEANS,CUTALFAL,UNCALFAL,NOPALES,MAGUEYS,FALLOWLD,UNCULTIV,CROPWATR,PLOWING,CULTPITS,LOOTPITS,ARCHEXCV,MISCPITS,QURRYING,CLRSTONE,LDLVLING,TERRACNG,DITCHING,ROADORRR,RCNTWALL,STONERWS,RCNTBLDG,DAM,JAGUEY,EROSION,SILTING,OBSCSITE,SLOPE,GSWKSHOP,OBWKSHOP,MANOS,METATES,MORTARS,PESTLES,PSMOOTHR,PLUMBBOB,FIXTWALL,FIREGODS,MSCSTNSC,HAMMERS,SLINGSTN,SMTHSTN,WHETSTN,PALETTES,CELTS,RWKDLAJA,ANVILS,DRAINS_MODERN,DRAINCVR,OTHERGS,OBSIKNIV,OBSIECCE,OBSIMGSC,BSLTTOOL,CHRTFRAG,QUARTZ,SLATETOT,SLATEPNT,ALABASTR,SERPENTN,JADE,WRKDBONE,SHELLTOT,SHELLWKD,FIGHEADS,PPATFIGS,PATLFIGS,TZACFIGS,MICCFIGS,TLAMFIGS,XOLAFIGS,METEFIGS,TOLTFIGS,AZTEFIGS,PUPPFIGS,SPINWHRL,SEALSTMP,EARSPOOL,WHISTLES,FLUTES,CERANWK1,CERANWK2,CERANWK3,CERANYR,CERANQT,FLDCWKSH,FLDCABUN,COATCAND,ATOYCAND,EXOLCAND,LXOLCAND,OTHPCLAS,PPATCNSR,PATLCNSR,TZACCNSR,OXTOCNSR,XOMECNSR,MAZACNSR,AZTECNSR,TLAMSMO,PATLCOML,TZACCOML,MICCCOML,TLAMCOML,OXTOCOML,PATLNUBB,APETNUBB,INSTNUBB,FLSHNUBB,ATOYNUBB,XOLANUBB,METENUBB,STMPSHRD,PLRFSHRD,STCCSHRD,INCISHRD,FRNSHTOT,LOWMAYA,HIGHMAYA,HUASTEC,TAJIN,GULFCST,MONTEALB,OAXACA,OTHFRN,ADORNOS,MINIATUR,COPAS,MATTWARE,GRANTOTS,PMICGRAN,MICCGRAN,TLAMGRAN,XOLAGRAN,METEGRAN,CERADISK,SOBSIWK1,SOBSIWK2,KCERAWKS,BFIGCONC,INSUBSTR,QUALBND,OBSIBLDS,OBSISCRP,OBSIPNTS,OBSICORS,OBSIUFLK,OBSINODS,BSLTTOTS,FIGUTOTS,CANDTOTS,METECAND,COMMCAND,BRN3PRNG,HANDCOVR,CUANALAN,TEZOYUCA,PATLACHI,TZACUALL,MICCAOTL,TLAMIMIL,XOLALPAN,METEPEC,OXTOTIPA,XOMETLA,MAZAPAN,AZTEC,CNSRTOTS,MICCCNSR,TLAMCNSR,XOLACNSR,METECNSR,THNOTOTS,REGTHNO,CRSTHNO,SMOTOTS,XOLASMO,METESMO,OLLATOT,PATLOLLA,WDGROLLA,MICCOLLA,TLAMOLLA,XOLAOLLA,METEOLLA,COMLTOTS,XOLACOML,METECOML,POXTCOML,NUBBTOTS
559,L 4,NONE,N5W4,246,-164,XXXX,XXXX,5,3,270,51,-1,4,10,17,-1,-1,67,1,0,0,0,6,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,1,0,19,19,19,20,-1,-1,-1,77,-1,-1,-1,-1,-1,-1,-1,-1,77,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,17,67,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,1,0,0,0,0,-1,-1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,16,7,9,6,0,0,6,0,5,2,1,1,0,0,1,1,0,3,3,0,9,0,2,1,4,2,0,0,0,0,0,0
560,L 5,NONE,N5W4,236,-163,XXXX,XXXX,4,0,214,14,-1,4,10,17,-1,10,67,1,0,-1,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,1,0,19,20,20,20,-1,-1,-1,77,-1,-1,-1,-1,-1,-1,-1,-1,77,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,4,10,17,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,2,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,6,0,0,2,0,0,1,0,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
561,1,NONE,N4W4,172,-185,XXXX,XXXX,17,0,555,261,0,1,2,4,25,-1,63,3,2,0,0,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,1,4,3,3,19,20,77,77,-1,77,1,1,1,-1,-1,77,77,-1,77,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,2,0,0,5,0,1,0,0,0,1,1,0,0,0,0,0,1,2,4,63,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4,0,2,2,0,0,0,0,0,0,0,0,0,14,21,6,3,0,0,11,12,0,0,0,0,0,7,0,62,115,13,13,1,0,1,4,0,26,1,1,0,0,0,17,17,0,1,0,0,38,0,32,2,4,0,0,0,0,0,0,1
562,2,NONE,N4W4,172,-194,XXXX,XXXX,110,45,232,132,0,1,2,4,25,-1,63,3,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,1,0,3,3,20,20,77,77,77,77,1,1,1,-1,-1,77,77,77,77,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,10,-1,-1,68,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,-1,-1,-1,-1,-1,-1,-1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,22,21,7,0,0,0,22,9,0,0,0,0,0,0,0,13,56,2,15,1,0,5,1,14,13,1,1,0,0,0,10,10,0,2,1,0,12,0,7,0,5,0,0,0,0,0,0,1
563,3,NONE,N4W4,162,-185,XXXX,XXXX,72,13,1020,308,0,1,2,4,25,-1,63,3,1,0,0,2,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,1,5,3,19,20,20,77,77,-1,77,1,1,1,-1,-1,77,77,-1,77,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,2,6,3,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,-1,-1,-1,-1,-1,-1,-1,2,1,0,1,0,0,0,10,-1,-1,68,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,-1,0,0,0,0,0,0,2,-1,-1,-1,-1,-1,-1,-1,2,0,2,0,0,6,0,5,1,0,0,1,0,0,0,0,2,2,22,13,3,5,0,0,2,14,0,0,0,0,0,0,0,35,98,23,22,6,0,0,13,7,70,3,1,2,0,0,28,26,2,1,1,0,28,0,21,4,3,0,0,0,0,0,0,9
564,4,NONE,N4W4,159,-195,XXXX,XXXX,58,15,44,138,0,4,10,17,-1,-1,68,1,3,0,0,3,3,1,1,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,-1,-1,-1,-1,1,10,3,3,19,20,77,77,-1,-1,1,1,1,-1,-1,77,77,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,1,-1,-1,-1,-1,0,0,0,0,0,0,4,10,17,68,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,17,10,5,1,1,0,0,5,0,0,0,0,0,0,0,4,35,10,10,5,0,2,20,10,20,0,0,0,0,0,9,9,0,2,2,0,10,0,6,1,3,0,0,0,0,0,0,6
565,5,NONE,N4W4,154,-193,XXXX,XXXX,40,5,280,149,1260,1,2,4,25,-1,63,3,6,0,0,4,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,1,9,2,4,4,20,77,77,77,77,2,3,2,2,3,77,77,77,77,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,0,0,-1,-1,-1,1,0,0,0,0,3,0,3,0,0,0,0,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,5,0,0,1,0,0,0,0,2,0,0,0,0,-1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,-1,-1,1,-1,1,-1,-1,-1,-1,0,0,0,0,0,0,10,-1,-1,68,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14,4,2,0,0,0,2,9,0,0,0,0,0,0,0,2,24,10,4,8,0,12,13,16,39,2,2,0,0,0,14,14,0,0,0,0,11,0,1,0,1,1,0,2,2,0,0,0
566,6,NONE,N4W4,177,-175,XXXX,XXXX,48,24,1624,295,704,4,10,17,-1,-1,68,1,4,0,0,5,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,1,0,2,4,4,2,77,77,77,77,2,3,2,2,-1,77,77,77,77,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,1,0,0,0,0,3,0,3,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,2,1,0,0,1,0,0,0,0,2,0,0,0,0,-1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,1,-1,-1,-1,-1,-1,0,1,0,0,0,0,4,10,17,68,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,2,-1,-1,-1,-1,-1,-1,-1,2,0,0,0,0,5,1,3,1,0,0,3,0,0,0,0,0,0,13,6,3,2,0,0,0,17,0,0,0,0,0,0,0,9,72,25,45,30,0,6,13,19,21,1,0,1,0,0,50,-1,2,0,0,0,31,0,10,2,16,3,0,14,12,0,0,2
567,7,NONE,N4W4,166,-166,XXXX,XXXX,59,26,1020,195,0,4,10,17,-1,-1,68,1,4,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,1,0,3,3,3,20,77,77,77,77,1,1,1,1,-1,77,77,77,77,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,1,0,0,4,3,1,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,1,1,0,0,0,0,0,0,0,2,-1,-1,-1,2,-1,-1,-1,-1,-1,0,0,0,0,0,0,4,10,17,68,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,0,1,0,1,0,0,0,2,0,0,0,0,0,2,17,13,3,0,0,0,3,9,0,0,0,0,0,0,0,0,54,-1,36,26,0,0,12,7,30,2,0,2,0,0,11,11,0,1,1,0,21,0,11,2,6,2,0,2,1,0,0,1
568,8,NONE,N4W4,196,-185,XXXX,XXXX,93,42,870,502,1276,4,10,17,-1,-1,68,1,4,0,0,6,1,2,4,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,1,2,2,4,4,20,77,77,77,-1,2,3,2,2,-1,77,77,77,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,2,-1,-1,-1,-1,-1,1,1,-1,-1,2,1,0,0,0,0,4,10,17,68,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,1,1,0,0,0,0,0,0,0,0,23,18,7,3,0,0,3,20,0,0,0,2,0,0,0,21,102,53,83,34,4,7,20,10,69,16,6,9,1,0,96,94,2,4,4,0,38,0,12,8,18,0,0,1,0,0,0,3
569,9,NONE,N4W4,169,-176,XXXX,XXXX,77,38,1054,437,2080,4,10,17,-1,-1,68,1,4,0,0,6,1,4,5,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,1,2,2,4,4,20,77,77,77,77,2,3,2,2,-1,77,77,77,77,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,7,2,0,0,1,0,0,0,0,2,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,4,10,17,68,1,0,5,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,-1,0,0,-1,0,-1,10,1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,8,0,5,3,0,0,1,0,0,0,0,0,0,10,14,12,3,0,0,8,16,1,0,0,0,0,0,0,28,113,37,54,55,0,0,27,20,27,12,7,5,0,0,74,70,4,2,2,0,49,0,19,3,27,0,0,11,0,0,0,6
570,10,NONE,N4W4,197,-154,XXXX,XXXX,20,11,234,130,736,4,10,17,-1,-1,68,1,3,0,0,4,1,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,1,2,2,4,4,20,77,77,77,77,2,3,2,2,-1,77,77,77,77,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,4,10,17,68,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,1,1,0,0,0,0,1,0,0,0,63,16,11,4,0,0,2,6,4,0,0,0,0,0,23,23,0,3,3,0,12,0,10,0,2,0,0,0,0,0,0,2
571,11,NONE,N4W4,161,-155,XXXX,XXXX,106,42,374,217,1288,4,10,17,-1,-1,68,1,4,0,0,4,1,2,2,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,1,0,2,4,4,20,-1,-1,-1,-1,2,3,3,3,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,2,0,0,1,0,0,2,4,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,-1,4,1,0,0,0,0,0,0,0,1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,0,0,0,0,0,4,10,17,68,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,4,-1,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,2,0,0,2,0,0,2,0,0,0,0,0,1,28,19,17,0,0,0,6,19,0,0,0,1,0,0,0,-1,54,-1,38,41,0,0,8,0,9,3,1,2,0,0,47,46,1,3,3,0,14,0,7,0,7,0,0,31,30,0,0,6
572,12,NONE,N4W4,175,-152,XXXX,XXXX,44,17,324,191,812,4,10,17,-1,-1,68,1,4,0,0,7,1,5,4,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,1,5,2,4,4,20,77,77,77,77,2,3,2,2,-1,77,77,77,77,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,-1,-1,0,0,0,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,2,0,0,1,0,0,5,3,0,1,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,4,10,17,68,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1,0,0,0,0,0,0,7,14,5,1,0,0,3,8,0,0,0,0,0,0,0,19,39,26,22,36,0,0,13,3,6,1,1,0,0,0,36,36,0,1,1,0,26,0,4,8,14,0,0,19,17,0,0,1
573,13,NONE,N4W4,157,-165,XXXX,XXXX,15,6,420,68,0,4,10,17,-1,-1,68,1,3,0,0,1,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,1,0,3,3,3,20,77,77,77,77,1,1,1,1,-1,77,77,77,77,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,4,10,17,68,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,6,1,2,0,0,0,0,3,0,0,0,0,0,0,0,2,38,3,6,3,0,0,4,0,6,0,0,0,0,0,6,6,0,0,0,0,10,0,5,1,4,0,0,0,0,0,0,0
574,14,NONE,N4W4,160,-174,XXXX,XXXX,104,47,814,390,3080,4,10,17,-1,-1,68,1,4,0,0,6,1,2,4,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,1,4,2,4,4,20,77,77,77,77,2,3,2,2,-1,77,77,77,77,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,5,7,1,0,1,0,0,0,0,0,0,0,0,0,-1,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,-1,-1,-1,1,1,-1,-1,-1,-1,2,0,0,0,0,0,4,10,17,68,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,5,3,1,0,0,0,0,0,0,2,0,29,20,7,1,0,0,1,16,0,0,0,0,0,0,0,11,124,27,58,33,0,0,16,12,74,3,0,2,1,0,35,31,4,2,2,0,41,0,18,6,16,1,0,9,5,0,0,1
575,15,NONE,N4W4,153,-182,XXXX,XXXX,50,19,469,92,0,4,10,17,-1,-1,68,1,1,0,0,1,1,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,1,0,3,20,20,20,77,77,77,77,1,1,41,-1,-1,77,77,77,77,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,4,10,17,68,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,18,9,2,2,0,0,0,1,0,0,0,1,0,0,0,9,32,7,9,0,0,0,10,0,13,2,1,1,0,0,11,11,0,0,0,0,3,0,1,1,1,0,0,0,0,0,0,0
576,16,NONE,N4W4,187,-177,XXXX,XXXX,57,31,1041,223,0,4,10,17,-1,-1,68,1,1,0,0,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,1,0,3,20,20,3,77,77,77,77,1,1,41,41,1,77,77,77,77,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,1,0,0,0,0,3,0,3,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,4,10,17,68,1,0,4,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,3,0,2,1,0,0,1,0,0,0,0,0,2,13,8,4,1,0,0,1,2,1,0,0,0,0,0,0,19,98,12,6,5,0,14,15,12,21,1,0,1,0,0,19,18,1,2,2,0,15,0,13,2,0,0,0,0,0,0,0,2
